match_id,season,match_date,venue,team1,team2,innings1_runs,innings1_wickets,innings1_overs,innings2_runs,innings2_wickets,innings2_overs,result,winner,win_margin,player_of_match,top_scorer,top_scorer_runs,best_bowler,best_bowler_wickets,total_fours,total_sixes,powerplay_runs,death_overs_runs,toss_winner,toss_decision,attendance_approx
211,2023,2023-03-20,Rajiv Gandhi,Delhi Capitals,Chennai Super Kings,153,2,20.0,149,10,20.0,Normal,Delhi Capitals,4 runs,Rashid Khan,AB de Villiers,75,David Warner,5,35,21,70,94,Chennai Super Kings,Bat,38490
212,2014,2014-03-22,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,212,5,20.0,269,7,20.0,Normal,Royal Challengers Bangalore,3 wickets,Sanju Samson,Shreyas Iyer,92,Suryakumar Yadav,2,37,15,76,54,Kolkata Knight Riders,Field,37873
213,2009,2009-04-26,Eden Gardens,Punjab Kings,Lucknow Super Giants,109,2,20.0,73,7,20.0,Normal,Punjab Kings,36 runs,Jasprit Bumrah,Rinku Singh,143,KL Rahul,3,36,6,49,45,Punjab Kings,Bat,63321
214,2014,2014-04-29,Rajiv Gandhi,Pune Warriors India,Gujarat Titans,237,6,20.0,280,9,20.0,Normal,Gujarat Titans,1 wickets,Pat Cummins,Chris Gayle,94,Rohit Sharma,5,25,15,36,99,Gujarat Titans,Bat,58425
215,2021,2021-04-01,Eden Gardens,Chennai Super Kings,Royal Challengers Bangalore,152,7,20.0,199,4,20.0,Normal,Royal Challengers Bangalore,6 wickets,Hardik Pandya,R Ashwin,77,Suryakumar Yadav,5,22,13,70,72,Chennai Super Kings,Field,75159
216,2022,2022-04-30,Rajiv Gandhi,Mumbai Indians,Kolkata Knight Riders,109,7,20.0,49,3,20.0,Normal,Mumbai Indians,60 runs,Suryakumar Yadav,Suryakumar Yadav,35,Suryakumar Yadav,3,39,18,66,75,Mumbai Indians,Field,50049
217,2012,2012-03-24,Rajiv Gandhi,Rajasthan Royals,Rising Pune Supergiant,150,8,20.0,92,10,20.0,Normal,Rajasthan Royals,58 runs,Hardik Pandya,Rashid Khan,62,Faf du Plessis,6,30,13,69,74,Rajasthan Royals,Bat,21253
218,2023,2023-05-08,Eden Gardens,Punjab Kings,Sunrisers Hyderabad,233,10,20.0,195,4,20.0,Normal,Punjab Kings,38 runs,Faf du Plessis,Andre Russell,125,Chris Gayle,2,32,19,55,49,Punjab Kings,Bat,39180
219,2008,2008-05-19,PCA,Rajasthan Royals,Sunrisers Hyderabad,250,6,20.0,285,8,20.0,Normal,Sunrisers Hyderabad,2 wickets,Rashid Khan,Shreyas Iyer,86,Virat Kohli,3,17,5,74,75,Sunrisers Hyderabad,Bat,25808
220,2018,2018-04-14,Sawai Mansingh,Kolkata Knight Riders,Royal Challengers Bangalore,134,4,20.0,131,6,20.0,Normal,Kolkata Knight Riders,3 runs,AB de Villiers,Chris Gayle,99,MS Dhoni,3,25,11,71,78,Royal Challengers Bangalore,Bat,43913
221,2013,2013-03-28,PCA,Gujarat Titans,Delhi Capitals,127,5,20.0,160,6,20.0,Normal,Delhi Capitals,4 wickets,AB de Villiers,Sanju Samson,106,Andre Russell,2,24,13,74,48,Gujarat Titans,Bat,43649
222,2019,2019-04-01,PCA,Delhi Capitals,Kochi Tuskers Kerala,241,10,20.0,294,8,20.0,Normal,Kochi Tuskers Kerala,2 wickets,Shubman Gill,David Warner,97,Sanju Samson,2,33,17,55,50,Kochi Tuskers Kerala,Field,54244
223,2022,2022-05-28,PCA,Pune Warriors India,Mumbai Indians,210,3,20.0,204,7,20.0,Normal,Pune Warriors India,6 runs,Shreyas Iyer,Rashid Khan,40,Virat Kohli,2,28,18,37,46,Mumbai Indians,Field,66533
224,2008,2008-05-06,Sawai Mansingh,Gujarat Titans,Rising Pune Supergiant,183,8,20.0,193,5,20.0,Normal,Rising Pune Supergiant,5 wickets,Pat Cummins,Hardik Pandya,65,Faf du Plessis,5,35,15,76,58,Rising Pune Supergiant,Bat,34398
225,2014,2014-04-25,DY Patil,Royal Challengers Bangalore,Lucknow Super Giants,108,8,20.0,89,5,20.0,Normal,Royal Challengers Bangalore,19 runs,Virat Kohli,Virat Kohli,92,Virat Kohli,2,26,8,69,90,Lucknow Super Giants,Field,68635
226,2019,2019-03-11,Chepauk,Rajasthan Royals,Rising Pune Supergiant,120,6,20.0,73,8,20.0,Normal,Rajasthan Royals,47 runs,Rinku Singh,Chris Gayle,44,Faf du Plessis,3,23,7,76,49,Rising Pune Supergiant,Bat,15993
227,2022,2022-04-02,Chepauk,Rajasthan Royals,Gujarat Titans,124,6,20.0,64,7,20.0,Normal,Rajasthan Royals,60 runs,Jasprit Bumrah,Faf du Plessis,120,Pat Cummins,3,25,15,37,88,Rajasthan Royals,Bat,17453
228,2017,2017-03-05,Rajiv Gandhi,Punjab Kings,Royal Challengers Bangalore,188,4,20.0,241,5,20.0,Normal,Royal Challengers Bangalore,5 wickets,Shubman Gill,Suryakumar Yadav,79,Jasprit Bumrah,6,40,12,64,83,Punjab Kings,Field,20690
229,2023,2023-03-30,Chepauk,Rajasthan Royals,Pune Warriors India,141,4,20.0,95,8,20.0,Normal,Rajasthan Royals,46 runs,Rashid Khan,Pat Cummins,72,Rohit Sharma,4,21,24,43,83,Pune Warriors India,Field,15468
230,2025,2025-03-25,Narendra Modi,Gujarat Titans,Lucknow Super Giants,144,10,20.0,100,7,20.0,Normal,Gujarat Titans,44 runs,MS Dhoni,MS Dhoni,129,R Ashwin,4,24,9,49,78,Lucknow Super Giants,Bat,37917
231,2018,2018-04-25,PCA,Rajasthan Royals,Royal Challengers Bangalore,246,3,20.0,298,2,20.0,Normal,Royal Challengers Bangalore,8 wickets,Hardik Pandya,R Ashwin,58,Suryakumar Yadav,5,34,13,30,87,Royal Challengers Bangalore,Bat,76716
232,2015,2015-03-09,Narendra Modi,Kochi Tuskers Kerala,Lucknow Super Giants,159,7,20.0,129,2,20.0,Normal,Kochi Tuskers Kerala,30 runs,AB de Villiers,Suryakumar Yadav,109,Rashid Khan,2,20,11,49,92,Kochi Tuskers Kerala,Bat,51901
233,2013,2013-05-22,DY Patil,Punjab Kings,Kochi Tuskers Kerala,241,10,20.0,208,9,20.0,Normal,Punjab Kings,33 runs,Suryakumar Yadav,MS Dhoni,30,KL Rahul,3,36,11,77,99,Punjab Kings,Bat,61146
234,2012,2012-03-09,Narendra Modi,Delhi Capitals,Kolkata Knight Riders,157,2,20.0,173,8,20.0,Normal,Kolkata Knight Riders,2 wickets,MS Dhoni,Virat Kohli,78,Hardik Pandya,4,35,16,47,69,Delhi Capitals,Bat,19468
235,2009,2009-03-24,Ekana,Sunrisers Hyderabad,Lucknow Super Giants,213,5,20.0,190,10,20.0,Normal,Sunrisers Hyderabad,23 runs,Virat Kohli,Rashid Khan,105,David Warner,2,33,15,56,100,Lucknow Super Giants,Field,74365
236,2019,2019-05-03,Arun Jaitley,Chennai Super Kings,Punjab Kings,254,9,20.0,243,4,20.0,Normal,Chennai Super Kings,11 runs,AB de Villiers,Jasprit Bumrah,122,R Ashwin,4,21,5,31,82,Chennai Super Kings,Bat,35147
237,2011,2011-03-06,Arun Jaitley,Gujarat Titans,Kolkata Knight Riders,117,2,20.0,130,4,20.0,Normal,Kolkata Knight Riders,6 wickets,Virat Kohli,Rinku Singh,123,Jos Buttler,4,17,13,41,52,Kolkata Knight Riders,Bat,19269
238,2024,2024-05-21,Wankhede Stadium,Gujarat Titans,Royal Challengers Bangalore,135,2,20.0,160,5,20.0,Normal,Royal Challengers Bangalore,5 wickets,Virat Kohli,Sanju Samson,122,Sanju Samson,2,22,12,73,47,Gujarat Titans,Field,55765
239,2018,2018-04-14,DY Patil,Mumbai Indians,Chennai Super Kings,201,8,20.0,192,9,20.0,Normal,Mumbai Indians,9 runs,Shubman Gill,Jasprit Bumrah,83,Sanju Samson,4,31,8,66,41,Chennai Super Kings,Bat,27178
240,2024,2024-04-20,Chepauk,Rising Pune Supergiant,Pune Warriors India,103,4,20.0,108,2,20.0,Normal,Pune Warriors India,8 wickets,Sanju Samson,Jos Buttler,144,Rinku Singh,3,18,18,57,82,Rising Pune Supergiant,Bat,76837
241,2023,2023-04-06,Wankhede Stadium,Chennai Super Kings,Deccan Chargers,184,3,20.0,206,4,20.0,Normal,Deccan Chargers,6 wickets,Sanju Samson,Rinku Singh,82,Suryakumar Yadav,4,32,25,31,56,Chennai Super Kings,Field,61774
242,2021,2021-03-15,DY Patil,Rising Pune Supergiant,Kolkata Knight Riders,231,9,20.0,197,5,20.0,Normal,Rising Pune Supergiant,34 runs,Sanju Samson,Suryakumar Yadav,137,Shreyas Iyer,2,29,23,47,70,Kolkata Knight Riders,Field,25935
243,2023,2023-03-18,Chepauk,Rajasthan Royals,Punjab Kings,219,5,20.0,260,8,20.0,Normal,Punjab Kings,2 wickets,AB de Villiers,Jos Buttler,101,Rohit Sharma,3,19,25,79,71,Rajasthan Royals,Bat,66576
244,2019,2019-04-01,Wankhede Stadium,Gujarat Titans,Pune Warriors India,243,6,20.0,299,9,20.0,Normal,Pune Warriors India,1 wickets,KL Rahul,Andre Russell,91,MS Dhoni,4,26,17,47,86,Pune Warriors India,Bat,54359
245,2010,2010-04-11,Eden Gardens,Sunrisers Hyderabad,Deccan Chargers,134,10,20.0,141,10,20.0,Normal,Deccan Chargers,0 wickets,Jos Buttler,Shubman Gill,144,Virat Kohli,5,33,22,47,57,Deccan Chargers,Bat,67515
246,2020,2020-05-11,Eden Gardens,Punjab Kings,Royal Challengers Bangalore,229,10,20.0,240,9,20.0,Normal,Royal Challengers Bangalore,1 wickets,Rohit Sharma,Rinku Singh,35,Faf du Plessis,5,39,5,46,93,Royal Challengers Bangalore,Field,56164
247,2023,2023-05-02,PCA,Mumbai Indians,Kochi Tuskers Kerala,137,3,20.0,104,6,20.0,Normal,Mumbai Indians,33 runs,Faf du Plessis,Shubman Gill,138,Chris Gayle,2,40,19,55,65,Kochi Tuskers Kerala,Field,38300
248,2020,2020-04-08,Eden Gardens,Chennai Super Kings,Gujarat Titans,149,3,20.0,187,3,20.0,Normal,Gujarat Titans,7 wickets,Rashid Khan,Faf du Plessis,138,Rohit Sharma,5,32,20,54,49,Gujarat Titans,Field,50035
249,2010,2010-03-22,Eden Gardens,Deccan Chargers,Chennai Super Kings,109,6,20.0,61,6,20.0,Normal,Deccan Chargers,48 runs,KL Rahul,Andre Russell,51,MS Dhoni,3,17,12,56,67,Deccan Chargers,Field,17164
250,2025,2025-04-19,Rajiv Gandhi,Pune Warriors India,Kochi Tuskers Kerala,176,10,20.0,213,5,20.0,Normal,Kochi Tuskers Kerala,5 wickets,MS Dhoni,Pat Cummins,41,Shubman Gill,3,26,8,60,53,Pune Warriors India,Bat,74694
251,2010,2010-04-14,Sawai Mansingh,Delhi Capitals,Punjab Kings,218,9,20.0,249,3,20.0,Normal,Punjab Kings,7 wickets,Faf du Plessis,Andre Russell,110,David Warner,3,27,25,51,77,Delhi Capitals,Bat,34108
252,2010,2010-03-16,Ekana,Kochi Tuskers Kerala,Mumbai Indians,216,8,20.0,208,7,20.0,Normal,Kochi Tuskers Kerala,8 runs,R Ashwin,AB de Villiers,131,Faf du Plessis,5,23,6,77,55,Mumbai Indians,Field,20136
253,2015,2015-05-22,Rajiv Gandhi,Royal Challengers Bangalore,Gujarat Titans,168,7,20.0,219,2,20.0,Normal,Gujarat Titans,8 wickets,Jasprit Bumrah,Jasprit Bumrah,38,Rashid Khan,5,21,7,47,68,Gujarat Titans,Bat,21369
254,2023,2023-03-21,Chepauk,Rajasthan Royals,Delhi Capitals,149,2,20.0,122,6,20.0,Normal,Rajasthan Royals,27 runs,KL Rahul,Shreyas Iyer,133,R Ashwin,5,16,13,48,56,Delhi Capitals,Bat,19359
255,2017,2017-05-06,Wankhede Stadium,Delhi Capitals,Pune Warriors India,256,6,20.0,272,2,20.0,Normal,Pune Warriors India,8 wickets,Jasprit Bumrah,Pat Cummins,30,Rashid Khan,6,36,11,68,54,Pune Warriors India,Bat,79195
256,2020,2020-03-09,Arun Jaitley,Gujarat Titans,Lucknow Super Giants,257,3,20.0,206,3,20.0,Normal,Gujarat Titans,51 runs,Pat Cummins,R Ashwin,43,Jasprit Bumrah,2,30,15,40,51,Gujarat Titans,Field,78483
257,2009,2009-05-09,DY Patil,Delhi Capitals,Deccan Chargers,224,9,20.0,190,2,20.0,Normal,Delhi Capitals,34 runs,Virat Kohli,Hardik Pandya,70,Virat Kohli,3,30,9,48,73,Deccan Chargers,Field,61858
258,2021,2021-05-19,Wankhede Stadium,Delhi Capitals,Gujarat Titans,182,9,20.0,189,9,20.0,Normal,Gujarat Titans,1 wickets,Suryakumar Yadav,David Warner,86,MS Dhoni,4,18,24,49,81,Delhi Capitals,Field,62906
259,2009,2009-03-23,Wankhede Stadium,Gujarat Titans,Sunrisers Hyderabad,217,2,20.0,213,2,20.0,Normal,Gujarat Titans,4 runs,Virat Kohli,Rohit Sharma,118,Jasprit Bumrah,2,25,7,56,59,Sunrisers Hyderabad,Bat,21198
260,2022,2022-03-03,Arun Jaitley,Pune Warriors India,Sunrisers Hyderabad,145,4,20.0,180,9,20.0,Normal,Sunrisers Hyderabad,1 wickets,Chris Gayle,R Ashwin,64,AB de Villiers,3,20,25,34,70,Sunrisers Hyderabad,Field,66484
261,2022,2022-05-16,DY Patil,Rising Pune Supergiant,Punjab Kings,127,6,20.0,176,3,20.0,Normal,Punjab Kings,7 wickets,AB de Villiers,Virat Kohli,45,Faf du Plessis,2,21,25,40,40,Punjab Kings,Bat,19973
262,2012,2012-05-13,Wankhede Stadium,Kolkata Knight Riders,Lucknow Super Giants,240,8,20.0,231,2,20.0,Normal,Kolkata Knight Riders,9 runs,R Ashwin,Hardik Pandya,88,Rohit Sharma,6,27,7,41,72,Kolkata Knight Riders,Field,15351
263,2008,2008-05-08,PCA,Kolkata Knight Riders,Lucknow Super Giants,208,2,20.0,193,5,20.0,Normal,Kolkata Knight Riders,15 runs,Jos Buttler,Rashid Khan,52,Virat Kohli,4,29,22,55,88,Kolkata Knight Riders,Field,73902
264,2019,2019-05-01,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,185,2,20.0,127,10,20.0,Normal,Kolkata Knight Riders,58 runs,MS Dhoni,Shubman Gill,39,Shubman Gill,6,31,8,72,45,Kolkata Knight Riders,Bat,29473
265,2013,2013-05-12,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,143,6,20.0,162,9,20.0,Normal,Kolkata Knight Riders,1 wickets,MS Dhoni,R Ashwin,31,Faf du Plessis,2,15,11,58,72,Sunrisers Hyderabad,Field,44572
266,2021,2021-04-13,Chepauk,Chennai Super Kings,Kolkata Knight Riders,166,10,20.0,174,7,20.0,Normal,Kolkata Knight Riders,3 wickets,Hardik Pandya,KL Rahul,131,R Ashwin,3,25,17,61,65,Chennai Super Kings,Field,70268
267,2012,2012-04-07,PCA,Kochi Tuskers Kerala,Punjab Kings,248,10,20.0,287,6,20.0,Normal,Punjab Kings,4 wickets,David Warner,Rashid Khan,84,Jasprit Bumrah,5,29,12,65,66,Punjab Kings,Bat,26338
268,2024,2024-03-05,Narendra Modi,Mumbai Indians,Gujarat Titans,222,3,20.0,264,7,20.0,Normal,Gujarat Titans,3 wickets,Jasprit Bumrah,Faf du Plessis,116,Rashid Khan,3,25,7,49,47,Gujarat Titans,Field,38827
269,2019,2019-03-06,Ekana,Rising Pune Supergiant,Lucknow Super Giants,252,2,20.0,308,3,20.0,Normal,Lucknow Super Giants,7 wickets,Jasprit Bumrah,MS Dhoni,99,Hardik Pandya,3,26,23,55,47,Rising Pune Supergiant,Field,73955
270,2012,2012-03-16,Ekana,Sunrisers Hyderabad,Kochi Tuskers Kerala,223,8,20.0,174,10,20.0,Normal,Sunrisers Hyderabad,49 runs,Suryakumar Yadav,AB de Villiers,90,Hardik Pandya,5,28,10,63,83,Sunrisers Hyderabad,Bat,67000
271,2025,2025-04-09,Ekana,Rising Pune Supergiant,Royal Challengers Bangalore,102,2,20.0,72,10,20.0,Normal,Rising Pune Supergiant,30 runs,Chris Gayle,AB de Villiers,147,Pat Cummins,5,32,10,69,66,Rising Pune Supergiant,Field,55848
272,2021,2021-03-12,Sawai Mansingh,Kolkata Knight Riders,Sunrisers Hyderabad,212,3,20.0,209,7,20.0,Normal,Kolkata Knight Riders,3 runs,Virat Kohli,Chris Gayle,115,AB de Villiers,4,36,23,43,70,Kolkata Knight Riders,Bat,27707
273,2014,2014-03-31,Chinnaswamy,Kochi Tuskers Kerala,Chennai Super Kings,157,2,20.0,155,9,20.0,Normal,Kochi Tuskers Kerala,2 runs,Hardik Pandya,Chris Gayle,85,Chris Gayle,3,18,25,78,86,Chennai Super Kings,Bat,46273
274,2015,2015-03-18,Ekana,Mumbai Indians,Kolkata Knight Riders,212,4,20.0,231,10,20.0,Normal,Kolkata Knight Riders,0 wickets,KL Rahul,Rohit Sharma,148,Jasprit Bumrah,6,21,23,50,82,Mumbai Indians,Bat,63246
275,2023,2023-04-01,Ekana,Royal Challengers Bangalore,Pune Warriors India,131,2,20.0,74,10,20.0,Normal,Royal Challengers Bangalore,57 runs,Suryakumar Yadav,MS Dhoni,90,Shubman Gill,3,26,20,38,65,Pune Warriors India,Bat,36973
276,2011,2011-05-14,Rajiv Gandhi,Lucknow Super Giants,Pune Warriors India,123,2,20.0,114,9,20.0,Normal,Lucknow Super Giants,9 runs,Pat Cummins,KL Rahul,142,Virat Kohli,4,37,21,46,41,Lucknow Super Giants,Bat,66306
277,2013,2013-04-05,Eden Gardens,Mumbai Indians,Sunrisers Hyderabad,128,4,20.0,115,7,20.0,Normal,Mumbai Indians,13 runs,KL Rahul,Shreyas Iyer,85,Jos Buttler,2,15,10,45,88,Mumbai Indians,Bat,18861
278,2021,2021-04-13,Chinnaswamy,Royal Challengers Bangalore,Kolkata Knight Riders,194,7,20.0,144,3,20.0,Normal,Royal Challengers Bangalore,50 runs,Sanju Samson,Shreyas Iyer,52,Andre Russell,2,29,18,61,47,Kolkata Knight Riders,Bat,17584
279,2015,2015-05-14,Chinnaswamy,Rising Pune Supergiant,Deccan Chargers,172,7,20.0,154,8,20.0,Normal,Rising Pune Supergiant,18 runs,R Ashwin,Andre Russell,147,Pat Cummins,4,36,9,31,65,Deccan Chargers,Bat,24119
280,2014,2014-05-25,Ekana,Sunrisers Hyderabad,Kolkata Knight Riders,141,4,20.0,140,5,20.0,Normal,Sunrisers Hyderabad,1 runs,AB de Villiers,Jos Buttler,30,Shubman Gill,2,37,16,74,53,Sunrisers Hyderabad,Bat,15043
281,2016,2016-04-14,Sawai Mansingh,Sunrisers Hyderabad,Rising Pune Supergiant,183,9,20.0,182,5,20.0,Normal,Sunrisers Hyderabad,1 runs,Suryakumar Yadav,Rohit Sharma,90,Shreyas Iyer,3,18,14,55,75,Rising Pune Supergiant,Field,61532
282,2017,2017-03-08,Chinnaswamy,Gujarat Titans,Royal Challengers Bangalore,161,6,20.0,144,10,20.0,Normal,Gujarat Titans,17 runs,R Ashwin,Suryakumar Yadav,119,Hardik Pandya,3,31,21,71,54,Gujarat Titans,Field,64736
283,2024,2024-05-20,Narendra Modi,Delhi Capitals,Rajasthan Royals,133,3,20.0,123,8,20.0,Normal,Delhi Capitals,10 runs,Chris Gayle,R Ashwin,35,Shreyas Iyer,6,34,11,50,84,Rajasthan Royals,Field,53359
284,2011,2011-03-10,Wankhede Stadium,Delhi Capitals,Pune Warriors India,159,3,20.0,141,8,20.0,Normal,Delhi Capitals,18 runs,Virat Kohli,R Ashwin,65,Pat Cummins,6,32,13,57,48,Delhi Capitals,Bat,60501
285,2011,2011-03-26,Ekana,Lucknow Super Giants,Kolkata Knight Riders,160,3,20.0,149,3,20.0,Normal,Lucknow Super Giants,11 runs,Andre Russell,Faf du Plessis,83,Rohit Sharma,5,17,18,54,73,Kolkata Knight Riders,Field,53461
286,2010,2010-05-01,DY Patil,Kochi Tuskers Kerala,Chennai Super Kings,123,4,20.0,166,10,20.0,Normal,Chennai Super Kings,0 wickets,R Ashwin,David Warner,128,Shubman Gill,6,19,6,42,79,Chennai Super Kings,Field,57500
287,2009,2009-04-15,Eden Gardens,Delhi Capitals,Sunrisers Hyderabad,240,5,20.0,232,6,20.0,Normal,Delhi Capitals,8 runs,Hardik Pandya,Rohit Sharma,54,Virat Kohli,6,40,15,60,96,Delhi Capitals,Field,63434
288,2021,2021-04-27,DY Patil,Deccan Chargers,Chennai Super Kings,117,10,20.0,160,6,20.0,Normal,Chennai Super Kings,4 wickets,Jos Buttler,Jos Buttler,42,Virat Kohli,5,15,9,65,44,Chennai Super Kings,Field,79840
289,2011,2011-05-13,DY Patil,Royal Challengers Bangalore,Punjab Kings,102,10,20.0,115,2,20.0,Normal,Punjab Kings,8 wickets,AB de Villiers,Hardik Pandya,36,Sanju Samson,3,19,23,65,77,Punjab Kings,Bat,71436
290,2024,2024-04-20,Wankhede Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,143,2,20.0,132,5,20.0,Normal,Royal Challengers Bangalore,11 runs,R Ashwin,MS Dhoni,135,Rinku Singh,5,20,20,40,93,Kolkata Knight Riders,Field,61566
291,2020,2020-05-01,DY Patil,Punjab Kings,Gujarat Titans,210,6,20.0,222,4,20.0,Normal,Gujarat Titans,6 wickets,KL Rahul,R Ashwin,77,Hardik Pandya,5,18,11,80,70,Gujarat Titans,Bat,41570
292,2021,2021-04-06,Wankhede Stadium,Sunrisers Hyderabad,Rising Pune Supergiant,237,2,20.0,281,6,20.0,Normal,Rising Pune Supergiant,4 wickets,Jos Buttler,Rashid Khan,149,Rohit Sharma,6,33,21,34,93,Sunrisers Hyderabad,Bat,15982
293,2015,2015-05-15,Chepauk,Rajasthan Royals,Sunrisers Hyderabad,101,3,20.0,55,6,20.0,Normal,Rajasthan Royals,46 runs,MS Dhoni,Jos Buttler,36,R Ashwin,2,40,23,48,51,Sunrisers Hyderabad,Field,62324
294,2010,2010-03-25,Narendra Modi,Lucknow Super Giants,Kochi Tuskers Kerala,260,4,20.0,277,3,20.0,Normal,Kochi Tuskers Kerala,7 wickets,KL Rahul,Jasprit Bumrah,109,Sanju Samson,4,23,13,53,41,Kochi Tuskers Kerala,Bat,68865
295,2019,2019-05-01,Chepauk,Mumbai Indians,Delhi Capitals,249,2,20.0,233,4,20.0,Normal,Mumbai Indians,16 runs,Rohit Sharma,Andre Russell,50,Jasprit Bumrah,4,35,14,57,77,Mumbai Indians,Field,31951
296,2013,2013-03-13,Ekana,Lucknow Super Giants,Rising Pune Supergiant,190,7,20.0,239,6,20.0,Normal,Rising Pune Supergiant,4 wickets,Suryakumar Yadav,Jasprit Bumrah,120,Rinku Singh,2,37,18,36,52,Rising Pune Supergiant,Field,26904
297,2018,2018-05-02,PCA,Pune Warriors India,Mumbai Indians,107,10,20.0,76,10,20.0,Normal,Pune Warriors India,31 runs,Rashid Khan,Jasprit Bumrah,111,David Warner,2,37,6,71,69,Mumbai Indians,Bat,39636
298,2017,2017-04-06,Chinnaswamy,Sunrisers Hyderabad,Rajasthan Royals,204,3,20.0,175,7,20.0,Normal,Sunrisers Hyderabad,29 runs,Pat Cummins,Rashid Khan,124,Rinku Singh,2,15,23,57,92,Sunrisers Hyderabad,Field,45472
299,2021,2021-05-05,Narendra Modi,Gujarat Titans,Kolkata Knight Riders,198,7,20.0,209,6,20.0,Normal,Kolkata Knight Riders,4 wickets,Jasprit Bumrah,Chris Gayle,59,Virat Kohli,5,27,11,47,79,Gujarat Titans,Bat,60560
300,2021,2021-03-22,Rajiv Gandhi,Rising Pune Supergiant,Kochi Tuskers Kerala,244,3,20.0,184,3,20.0,Normal,Rising Pune Supergiant,60 runs,KL Rahul,Shreyas Iyer,97,Rinku Singh,4,28,6,69,62,Kochi Tuskers Kerala,Field,21109
301,2014,2014-04-07,Rajiv Gandhi,Gujarat Titans,Mumbai Indians,202,4,20.0,142,2,20.0,Normal,Gujarat Titans,60 runs,Sanju Samson,MS Dhoni,38,Rinku Singh,6,17,9,30,74,Mumbai Indians,Field,24317
302,2017,2017-05-23,Ekana,Mumbai Indians,Chennai Super Kings,128,7,20.0,75,2,20.0,Normal,Mumbai Indians,53 runs,Faf du Plessis,Sanju Samson,68,David Warner,2,26,16,40,73,Mumbai Indians,Bat,66913
303,2022,2022-03-14,DY Patil,Punjab Kings,Chennai Super Kings,195,3,20.0,164,8,20.0,Normal,Punjab Kings,31 runs,Jasprit Bumrah,Rashid Khan,47,Jasprit Bumrah,6,30,12,31,70,Chennai Super Kings,Field,51303
304,2015,2015-05-06,Chepauk,Mumbai Indians,Deccan Chargers,192,7,20.0,174,10,20.0,Normal,Mumbai Indians,18 runs,R Ashwin,KL Rahul,95,Hardik Pandya,2,38,23,74,81,Deccan Chargers,Bat,51705
305,2015,2015-04-06,Ekana,Rising Pune Supergiant,Chennai Super Kings,141,6,20.0,183,2,20.0,Normal,Chennai Super Kings,8 wickets,Rinku Singh,Virat Kohli,117,Chris Gayle,3,38,12,66,79,Chennai Super Kings,Field,62576
306,2024,2024-04-13,Ekana,Pune Warriors India,Rajasthan Royals,195,10,20.0,231,9,20.0,Normal,Rajasthan Royals,1 wickets,Andre Russell,Jasprit Bumrah,142,Rohit Sharma,5,17,6,60,88,Pune Warriors India,Field,46817
307,2013,2013-05-28,Sawai Mansingh,Deccan Chargers,Chennai Super Kings,133,7,20.0,175,10,20.0,Normal,Chennai Super Kings,0 wickets,Shreyas Iyer,Suryakumar Yadav,135,Andre Russell,4,36,19,68,86,Deccan Chargers,Field,25586
308,2010,2010-05-25,Wankhede Stadium,Pune Warriors India,Delhi Capitals,114,7,20.0,60,7,20.0,Normal,Pune Warriors India,54 runs,Rashid Khan,Rinku Singh,95,Rashid Khan,5,31,18,59,84,Delhi Capitals,Field,73527
309,2020,2020-04-28,Eden Gardens,Royal Challengers Bangalore,Gujarat Titans,194,9,20.0,243,8,20.0,Normal,Gujarat Titans,2 wickets,Pat Cummins,Hardik Pandya,133,Sanju Samson,5,34,19,73,45,Gujarat Titans,Field,32493
310,2020,2020-05-12,Wankhede Stadium,Delhi Capitals,Punjab Kings,143,3,20.0,125,4,20.0,Normal,Delhi Capitals,18 runs,Virat Kohli,Suryakumar Yadav,129,AB de Villiers,6,22,22,65,46,Punjab Kings,Field,73892
311,2023,2023-05-10,Rajiv Gandhi,Kolkata Knight Riders,Deccan Chargers,260,6,20.0,295,4,20.0,Normal,Deccan Chargers,6 wickets,AB de Villiers,Shreyas Iyer,60,Faf du Plessis,4,27,16,54,64,Kolkata Knight Riders,Bat,61600
312,2014,2014-03-05,Narendra Modi,Punjab Kings,Pune Warriors India,140,9,20.0,111,8,20.0,Normal,Punjab Kings,29 runs,Chris Gayle,Shubman Gill,86,Rinku Singh,4,34,19,65,84,Pune Warriors India,Bat,71013
313,2025,2025-05-23,Narendra Modi,Chennai Super Kings,Gujarat Titans,161,4,20.0,101,8,20.0,Normal,Chennai Super Kings,60 runs,Shubman Gill,Chris Gayle,40,Pat Cummins,3,31,9,43,80,Chennai Super Kings,Bat,79523
314,2021,2021-03-03,Ekana,Deccan Chargers,Mumbai Indians,142,7,20.0,84,9,20.0,Normal,Deccan Chargers,58 runs,Hardik Pandya,Sanju Samson,44,Rohit Sharma,5,32,14,79,66,Mumbai Indians,Field,69146
315,2022,2022-05-11,Arun Jaitley,Gujarat Titans,Punjab Kings,204,4,20.0,172,7,20.0,Normal,Gujarat Titans,32 runs,Sanju Samson,Andre Russell,98,Chris Gayle,6,38,11,68,66,Gujarat Titans,Field,73663
