trip_id,pickup_datetime,dropoff_datetime,pickup_borough,pickup_zone,dropoff_borough,dropoff_zone,passenger_count,trip_distance_miles,fare_amount,tip_amount,tolls_amount,total_amount,payment_type,rate_code,vendor_id,surge_multiplier,trip_duration_min,speed_mph
291,2025-04-17 23:43:53,2025-04-17 23:49:53,Queens,Flushing,Staten Island,Port Richmond,5,0.94,4.61,0.71,0,5.32,Cash,4,VEND001,1.0,6,9.4
292,2024-08-09 07:59:01,2024-08-09 08:28:01,Bronx,Fordham,Brooklyn,Park Slope,4,6.41,15.48,1.31,0,16.79,Venmo,1,VEND002,1.0,29,13.3
293,2024-10-28 17:05:29,2024-10-28 18:17:29,Staten Island,Tompkinsville,Manhattan,SoHo,5,18.09,45.04,7.89,0,52.93,Apple Pay,4,VEND003,1.5,72,15.1
294,2025-04-24 09:59:31,2025-04-24 10:15:31,Manhattan,Financial District,Bronx,Mott Haven,1,3.88,8.93,2.17,0,11.1,Business Card,1,VEND001,1.0,16,14.5
295,2024-06-20 04:19:39,2024-06-20 06:30:39,Brooklyn,DUMBO,Bronx,Riverdale,3,17.93,45.69,3.6,0,49.29,Google Pay,2,VEND002,1.0,131,8.2
296,2024-06-24 01:12:09,2024-06-24 01:35:09,Staten Island,Tompkinsville,Manhattan,SoHo,6,3.25,8.24,1.99,0,10.23,Business Card,3,VEND003,1.0,23,8.5
297,2025-04-10 05:32:13,2025-04-10 05:49:13,Staten Island,Great Kills,Manhattan,Midtown,3,6.52,19.19,4.23,0,23.42,Credit Card,5,VEND001,1.0,17,23.0
298,2025-04-10 03:07:00,2025-04-10 06:52:00,Bronx,Pelham Bay,Brooklyn,DUMBO,1,28.33,76.68,7.43,0,84.11,Apple Pay,2,VEND002,1.0,225,7.6
299,2024-02-02 11:32:09,2024-02-02 12:33:09,Queens,Sunnyside,Queens,Jamaica,2,21.45,52.15,6.96,0,59.11,Business Card,5,VEND003,1.0,61,21.1
300,2024-10-23 21:52:47,2024-10-23 22:27:47,Queens,Sunnyside,Staten Island,St. George,2,5.12,10.98,2.6,0,13.58,Google Pay,2,VEND001,1.0,35,8.8
301,2025-03-14 09:02:36,2025-03-14 09:08:36,Queens,Sunnyside,Brooklyn,Bushwick,4,1.82,6.94,1.17,0,8.11,Cash,1,VEND002,1.0,6,18.2
302,2024-11-19 23:54:30,2024-11-20 00:20:30,Staten Island,Port Richmond,Manhattan,Midtown,3,5.18,12.1,0.76,0,12.86,Cash,2,VEND003,1.0,26,12.0
303,2025-02-04 09:47:39,2025-02-04 11:10:39,Bronx,Mott Haven,Brooklyn,Brooklyn Heights,3,16.77,38.4,5.92,5.93,50.25,Business Card,1,VEND001,2.0,83,12.1
304,2024-07-22 18:46:28,2024-07-22 19:08:28,Brooklyn,Williamsburg,Bronx,Riverdale,6,8.12,18.48,3.08,0,21.56,Google Pay,2,VEND002,1.0,22,22.1
305,2025-03-07 03:57:40,2025-03-07 04:01:40,Staten Island,St. George,Staten Island,Tompkinsville,4,0.82,4.32,0.28,0,4.6,Cash,1,VEND003,1.0,4,12.3
306,2024-03-27 11:45:37,2024-03-27 12:38:37,Manhattan,Times Square,Manhattan,Central Park,4,9.25,20.5,1.2,6.33,28.03,Credit Card,4,VEND001,2.6,53,10.5
307,2024-04-09 10:06:22,2024-04-09 10:53:22,Staten Island,Great Kills,Staten Island,Port Richmond,3,6.56,16.76,3.87,0,20.63,Venmo,4,VEND002,1.0,47,8.4
308,2024-08-12 12:10:28,2024-08-12 12:39:28,Staten Island,Port Richmond,Bronx,Fordham,1,5.28,10.51,1.45,0,11.96,Google Pay,4,VEND003,1.0,29,10.9
309,2024-03-10 21:53:21,2024-03-10 23:21:21,Manhattan,Midtown,Queens,Long Island City,3,17.82,33.86,6.85,0,40.71,Venmo,2,VEND001,1.0,88,12.2
310,2024-05-24 00:00:26,2024-05-24 01:31:26,Queens,Astoria,Queens,Woodside,1,28.06,75.01,14.59,0,89.6,Apple Pay,4,VEND002,1.0,91,18.5
311,2024-10-18 01:58:43,2024-10-18 04:01:43,Bronx,Riverdale,Brooklyn,Brooklyn Heights,4,15.97,40.26,7.18,4.13,51.57,Business Card,1,VEND003,1.0,123,7.8
312,2025-02-06 11:07:44,2025-02-06 12:11:44,Brooklyn,Park Slope,Queens,Jamaica,1,11.84,30.51,2.84,0,33.35,Business Card,2,VEND001,1.0,64,11.1
313,2025-04-15 06:57:58,2025-04-15 07:32:58,Manhattan,SoHo,Manhattan,Greenwich Village,6,7.91,23.41,1.65,0,25.06,Credit Card,3,VEND002,1.0,35,13.6
314,2025-03-09 03:53:44,2025-03-09 04:44:44,Bronx,Riverdale,Manhattan,Financial District,6,19.42,45.2,5.82,10.29,61.31,Credit Card,1,VEND003,1.0,51,22.8
315,2024-12-30 21:34:02,2024-12-30 22:47:02,Manhattan,Chelsea,Manhattan,Central Park,4,14.86,40.18,4.11,0,44.29,Business Card,3,VEND001,2.9,73,12.2
316,2024-10-11 16:52:07,2024-10-11 17:19:07,Bronx,Fordham,Brooklyn,Bushwick,6,5.17,17.9,2.38,0,20.28,Credit Card,4,VEND002,1.0,27,11.5
317,2024-02-22 13:58:41,2024-02-22 15:11:41,Bronx,Fordham,Brooklyn,Bushwick,1,11.04,24.87,2.65,0.11,27.63,Google Pay,3,VEND003,1.2,73,9.1
318,2024-03-01 05:15:01,2024-03-01 05:43:01,Staten Island,Great Kills,Staten Island,Port Richmond,6,8.11,17.7,2.42,0,20.12,Venmo,5,VEND001,2.2,28,17.4
319,2024-01-02 04:52:28,2024-01-02 06:57:28,Manhattan,Harlem,Bronx,Mott Haven,2,23.99,41.76,8.74,0,50.5,Credit Card,1,VEND002,2.9,125,11.5
320,2025-01-14 10:58:42,2025-01-14 13:26:42,Manhattan,Financial District,Bronx,Mott Haven,5,28.2,66.98,8.13,0,75.11,Apple Pay,5,VEND003,1.0,148,11.4
321,2024-02-23 02:41:05,2024-02-23 02:48:05,Queens,Astoria,Brooklyn,Bedford-Stuyvesant,2,1.38,5.52,0.51,0,6.03,Cash,5,VEND001,1.0,7,11.8
322,2024-07-20 03:36:10,2024-07-20 06:05:10,Brooklyn,Park Slope,Manhattan,Harlem,1,24.69,72.42,10.98,0,83.4,Apple Pay,2,VEND002,1.0,149,9.9
323,2024-09-07 14:10:36,2024-09-07 16:36:36,Brooklyn,Bedford-Stuyvesant,Staten Island,Great Kills,5,23.65,38.4,2.53,9.63,50.56,Business Card,1,VEND003,1.0,146,9.7
324,2024-09-03 20:35:48,2024-09-03 21:27:48,Queens,Long Island City,Manhattan,Central Park,3,10.16,26.94,3.06,10.18,40.18,Credit Card,2,VEND001,1.0,52,11.7
325,2024-05-03 23:24:03,2024-05-04 01:26:03,Brooklyn,Crown Heights,Staten Island,Tompkinsville,1,26.33,64.35,7.94,6.17,78.46,Venmo,5,VEND002,1.0,122,12.9
326,2024-12-22 10:50:05,2024-12-22 12:14:05,Manhattan,SoHo,Bronx,Fordham,1,12.79,26.18,2.77,0,28.95,Google Pay,3,VEND003,1.0,84,9.1
327,2024-08-13 05:31:19,2024-08-13 06:06:19,Bronx,Pelham Bay,Manhattan,Financial District,4,4.38,11.53,1.91,0,13.44,Credit Card,3,VEND001,1.0,35,7.5
328,2025-03-25 07:27:00,2025-03-25 08:17:00,Brooklyn,Bedford-Stuyvesant,Brooklyn,Park Slope,1,10.03,24.15,2.46,0,26.61,Google Pay,3,VEND002,1.0,50,12.0
329,2025-06-10 18:49:36,2025-06-10 20:48:36,Bronx,Riverdale,Queens,Flushing,4,22.45,36.96,7.74,0,44.7,Credit Card,1,VEND003,1.0,119,11.3
330,2024-03-07 11:29:56,2024-03-07 13:08:56,Queens,Jamaica,Queens,Woodside,2,12.68,40.06,7.69,0,47.75,Venmo,2,VEND001,1.0,99,7.7
331,2025-05-28 18:07:01,2025-05-28 19:36:01,Staten Island,Port Richmond,Bronx,Fordham,3,14.28,43.54,7.64,0,51.18,Google Pay,5,VEND002,1.0,89,9.6
332,2025-05-30 02:54:34,2025-05-30 03:02:34,Queens,Astoria,Bronx,Riverdale,4,2.23,8.9,1.88,0,10.78,Cash,2,VEND003,1.0,8,16.7
333,2024-08-22 17:14:41,2024-08-22 17:27:41,Bronx,Mott Haven,Manhattan,Financial District,2,2.2,7.15,0.54,0,7.69,Business Card,3,VEND001,1.0,13,10.2
334,2025-06-26 11:17:47,2025-06-26 12:40:47,Brooklyn,Williamsburg,Brooklyn,Williamsburg,4,28.21,61.67,9.1,0,70.77,Apple Pay,4,VEND002,1.0,83,20.4
335,2025-06-21 21:58:51,2025-06-21 22:39:51,Brooklyn,DUMBO,Queens,Jamaica,6,16.56,32.58,6.19,0,38.77,Apple Pay,5,VEND003,1.0,41,24.2
336,2024-10-20 21:54:25,2024-10-20 23:39:25,Bronx,Pelham Bay,Manhattan,Harlem,4,27.36,58.57,12.78,0,71.35,Apple Pay,5,VEND001,1.0,105,15.6
337,2024-02-08 10:19:52,2024-02-08 12:07:52,Brooklyn,Williamsburg,Staten Island,Great Kills,4,24.96,65.02,6.53,0,71.55,Credit Card,4,VEND002,1.0,108,13.9
338,2024-04-10 08:37:59,2024-04-10 09:00:59,Manhattan,Greenwich Village,Queens,Long Island City,4,10.19,28.01,4.27,0,32.28,Cash,4,VEND003,1.6,23,26.6
339,2025-05-23 13:59:27,2025-05-23 14:56:27,Manhattan,Midtown,Staten Island,St. George,1,20.18,47.25,11.02,0,58.27,Apple Pay,2,VEND001,1.0,57,21.2
340,2025-01-14 12:55:06,2025-01-14 13:01:06,Manhattan,Central Park,Queens,Sunnyside,1,1.98,8.02,0.8,0,8.82,Apple Pay,5,VEND002,1.0,6,19.8
341,2024-06-09 10:00:57,2024-06-09 11:25:57,Manhattan,Lower East Side,Queens,Jamaica,4,19.06,49.91,11.47,0.56,61.94,Venmo,1,VEND003,1.0,85,13.5
342,2024-10-23 14:56:48,2024-10-23 17:03:48,Queens,Long Island City,Manhattan,SoHo,3,21.76,38.94,6.2,1.28,46.42,Apple Pay,4,VEND001,1.7,127,10.3
343,2025-03-29 18:25:54,2025-03-29 19:23:54,Brooklyn,DUMBO,Staten Island,Port Richmond,2,19.22,34.86,4.05,0,38.91,Google Pay,4,VEND002,1.0,58,19.9
344,2024-10-11 19:55:19,2024-10-11 20:50:19,Queens,Long Island City,Bronx,Fordham,4,7.28,13.59,2.88,0,16.47,Business Card,2,VEND003,1.0,55,7.9
345,2025-04-23 20:43:33,2025-04-23 22:21:33,Brooklyn,Crown Heights,Bronx,Riverdale,6,17.27,35.78,5.23,0,41.01,Google Pay,4,VEND001,1.0,98,10.6
346,2024-09-13 13:29:47,2024-09-13 13:44:47,Manhattan,Chelsea,Queens,Sunnyside,5,2.87,10.03,2.24,0,12.27,Credit Card,5,VEND002,2.8,15,11.5
347,2025-01-01 23:32:48,2025-01-02 00:25:48,Manhattan,Central Park,Queens,Sunnyside,4,13.35,39.98,6.86,0,46.84,Business Card,2,VEND003,1.0,53,15.1
348,2024-12-30 22:06:37,2024-12-30 22:26:37,Bronx,Fordham,Brooklyn,DUMBO,5,5.02,10.04,2.19,3.73,15.96,Cash,3,VEND001,1.0,20,15.1
349,2025-03-05 19:16:03,2025-03-05 20:57:03,Manhattan,Financial District,Manhattan,Central Park,6,19.29,54.43,7.58,0,62.01,Cash,3,VEND002,1.0,101,11.5
350,2024-07-30 13:14:47,2024-07-30 14:23:47,Manhattan,Times Square,Queens,Woodside,5,19.75,51.32,8.18,0,59.5,Apple Pay,4,VEND003,1.0,69,17.2
351,2024-10-16 14:02:44,2024-10-16 15:24:44,Staten Island,St. George,Brooklyn,Brooklyn Heights,2,21.48,38.9,7.28,0,46.18,Google Pay,5,VEND001,1.2,82,15.7
352,2024-02-07 02:41:08,2024-02-07 04:02:08,Queens,Flushing,Bronx,Pelham Bay,4,21.76,58.59,11.56,0,70.15,Venmo,2,VEND002,1.0,81,16.1
353,2024-06-12 22:03:55,2024-06-12 23:38:55,Queens,Sunnyside,Brooklyn,Brooklyn Heights,5,15.56,37.56,6.12,0,43.68,Business Card,1,VEND003,1.0,95,9.8
354,2024-12-04 20:30:08,2024-12-04 22:17:08,Queens,Flushing,Manhattan,Times Square,4,18.04,30.48,2.23,0,32.71,Cash,4,VEND001,1.0,107,10.1
355,2024-05-15 23:10:17,2024-05-16 00:06:17,Brooklyn,Park Slope,Manhattan,Chelsea,4,13.0,32.03,2.29,0,34.32,Apple Pay,1,VEND002,1.0,56,13.9
356,2025-04-04 12:42:34,2025-04-04 15:01:34,Manhattan,Chelsea,Manhattan,Greenwich Village,6,17.62,47.41,4.61,0,52.02,Business Card,4,VEND003,1.0,139,7.6
357,2025-03-23 23:32:17,2025-03-24 03:03:17,Brooklyn,Park Slope,Bronx,Pelham Bay,2,29.26,57.29,9.93,0,67.22,Cash,2,VEND001,1.0,211,8.3
358,2024-02-25 03:52:43,2024-02-25 05:07:43,Bronx,Fordham,Staten Island,St. George,1,20.94,39.98,8.22,0,48.2,Cash,3,VEND002,2.1,75,16.8
359,2025-05-29 07:03:11,2025-05-29 07:56:11,Brooklyn,Park Slope,Brooklyn,Park Slope,4,20.16,39.77,5.75,0,45.52,Apple Pay,4,VEND003,1.0,53,22.8
360,2024-12-20 07:51:59,2024-12-20 11:32:59,Staten Island,Port Richmond,Queens,Astoria,6,27.94,74.98,14.83,0,89.81,Credit Card,1,VEND001,1.0,221,7.6
361,2024-05-22 03:33:35,2024-05-22 04:05:35,Brooklyn,DUMBO,Bronx,Mott Haven,6,11.84,23.06,2.32,0,25.38,Credit Card,3,VEND002,1.0,32,22.2
362,2024-03-27 09:30:38,2024-03-27 11:15:38,Staten Island,Great Kills,Manhattan,Upper West Side,4,28.71,51.01,8.43,0,59.44,Venmo,2,VEND003,2.2,105,16.4
363,2024-03-05 20:31:30,2024-03-05 20:39:30,Brooklyn,Brooklyn Heights,Queens,Flushing,2,1.91,6.7,1.08,0,7.78,Cash,3,VEND001,1.0,8,14.3
364,2025-01-07 01:44:24,2025-01-07 02:33:24,Bronx,Pelham Bay,Bronx,Pelham Bay,3,23.07,48.68,3.67,0,52.35,Credit Card,4,VEND002,1.0,49,28.2
365,2024-02-25 05:39:02,2024-02-25 06:50:02,Queens,Sunnyside,Queens,Woodside,1,26.75,67.0,5.9,0,72.9,Google Pay,1,VEND003,1.0,71,22.6
366,2024-06-26 04:46:31,2024-06-26 08:11:31,Manhattan,Times Square,Bronx,Fordham,3,26.51,48.26,6.87,0,55.13,Cash,3,VEND001,1.0,205,7.8
367,2024-01-28 22:37:18,2024-01-28 22:39:18,Bronx,Fordham,Brooklyn,Crown Heights,2,0.91,4.93,0.91,5.87,11.71,Credit Card,2,VEND002,1.0,2,27.3
368,2024-10-08 13:18:31,2024-10-08 13:24:31,Queens,Woodside,Brooklyn,Brooklyn Heights,3,2.43,8.2,0.7,0,8.9,Cash,1,VEND003,1.0,6,24.3
369,2024-09-25 18:12:18,2024-09-25 18:17:18,Bronx,Pelham Bay,Manhattan,Harlem,2,0.95,4.68,0.54,0,5.22,Apple Pay,1,VEND001,1.0,5,11.4
370,2024-04-04 17:24:02,2024-04-04 19:45:02,Manhattan,Chelsea,Manhattan,Central Park,6,24.25,53.73,10.29,0,64.02,Google Pay,1,VEND002,1.0,141,10.3
371,2025-05-02 22:11:14,2025-05-02 22:35:14,Manhattan,Harlem,Queens,Long Island City,1,8.25,22.46,4.15,0,26.61,Venmo,5,VEND003,1.0,24,20.6
372,2024-01-26 11:20:05,2024-01-26 12:51:05,Staten Island,Tompkinsville,Queens,Woodside,2,18.75,43.37,10.65,5.46,59.48,Venmo,5,VEND001,1.0,91,12.4
373,2024-05-30 08:34:32,2024-05-30 11:04:32,Staten Island,St. George,Bronx,Mott Haven,5,20.38,40.89,7.42,3.31,51.62,Credit Card,3,VEND002,1.0,150,8.2
374,2024-11-30 13:53:22,2024-11-30 14:03:22,Staten Island,Port Richmond,Bronx,Fordham,1,4.63,16.33,2.42,0,18.75,Venmo,1,VEND003,1.0,10,27.8
375,2024-11-26 02:50:22,2024-11-26 03:22:22,Queens,Astoria,Brooklyn,Bedford-Stuyvesant,5,8.75,18.47,3.68,0,22.15,Cash,4,VEND001,2.8,32,16.4
376,2025-04-10 19:17:37,2025-04-10 19:46:37,Queens,Flushing,Bronx,Fordham,1,4.02,14.19,1.83,0,16.02,Google Pay,3,VEND002,1.0,29,8.3
377,2024-03-25 20:27:09,2024-03-25 20:31:09,Brooklyn,Brooklyn Heights,Manhattan,Harlem,6,0.69,4.31,0.96,0,5.27,Credit Card,3,VEND003,1.0,4,10.3
378,2025-06-15 12:58:27,2025-06-15 13:41:27,Queens,Long Island City,Manhattan,Lower East Side,1,17.42,42.46,4.17,0,46.63,Cash,1,VEND001,1.5,43,24.3
379,2025-06-16 03:40:58,2025-06-16 07:08:58,Queens,Long Island City,Staten Island,Port Richmond,5,26.68,61.72,5.16,0,66.88,Business Card,2,VEND002,1.0,208,7.7
380,2024-10-29 16:48:03,2024-10-29 17:35:03,Queens,Astoria,Queens,Sunnyside,3,20.18,56.86,8.43,0,65.29,Google Pay,5,VEND003,1.0,47,25.8
381,2024-11-22 11:13:10,2024-11-22 12:11:10,Staten Island,Port Richmond,Bronx,Pelham Bay,5,27.75,47.29,2.37,0,49.66,Apple Pay,2,VEND001,1.0,58,28.7
382,2024-07-20 08:54:36,2024-07-20 09:19:36,Bronx,Fordham,Manhattan,Greenwich Village,5,4.05,8.59,1.66,0,10.25,Cash,5,VEND002,1.0,25,9.7
383,2025-04-11 16:53:13,2025-04-11 18:31:13,Bronx,Fordham,Queens,Flushing,6,24.62,66.46,10.34,9.71,86.51,Cash,3,VEND003,1.0,98,15.1
384,2024-06-09 10:46:55,2024-06-09 13:15:55,Staten Island,St. George,Staten Island,St. George,1,29.71,49.94,9.61,0,59.55,Credit Card,1,VEND001,1.0,149,12.0
385,2024-01-06 09:24:11,2024-01-06 09:49:11,Manhattan,Midtown,Manhattan,SoHo,4,5.19,14.31,3.19,0,17.5,Business Card,3,VEND002,1.0,25,12.5
386,2024-07-19 09:10:36,2024-07-19 11:05:36,Manhattan,Times Square,Manhattan,Chelsea,4,23.5,45.18,8.65,0,53.83,Google Pay,2,VEND003,1.0,115,12.3
387,2025-02-07 11:27:27,2025-02-07 11:37:27,Brooklyn,Bedford-Stuyvesant,Staten Island,Port Richmond,1,1.42,5.08,0.29,0,5.37,Venmo,5,VEND001,1.0,10,8.5
388,2024-06-05 03:07:27,2024-06-05 04:50:27,Queens,Flushing,Bronx,Fordham,4,24.0,51.4,7.34,0,58.74,Apple Pay,4,VEND002,1.0,103,14.0
389,2024-08-02 04:02:22,2024-08-02 04:53:22,Manhattan,Lower East Side,Staten Island,Tompkinsville,2,9.32,27.54,3.41,0,30.95,Business Card,3,VEND003,1.0,51,11.0
390,2024-07-11 03:16:13,2024-07-11 04:06:13,Bronx,Fordham,Staten Island,Great Kills,4,9.36,26.95,3.61,0,30.56,Credit Card,1,VEND001,1.0,50,11.2
391,2024-11-21 11:02:59,2024-11-21 12:08:59,Queens,Flushing,Bronx,Mott Haven,5,14.19,25.0,4.69,0,29.69,Apple Pay,2,VEND002,2.6,66,12.9
392,2024-04-07 12:35:23,2024-04-07 13:29:23,Queens,Woodside,Queens,Woodside,5,24.58,72.38,10.56,4.79,87.73,Cash,2,VEND003,1.4,54,27.3
393,2024-02-16 04:03:42,2024-02-16 05:59:42,Bronx,Riverdale,Manhattan,Upper West Side,4,19.0,58.93,4.57,3.69,67.19,Venmo,1,VEND001,1.0,116,9.8
394,2025-01-06 17:20:11,2025-01-06 18:22:11,Bronx,Mott Haven,Manhattan,Chelsea,6,13.7,32.44,5.54,0,37.98,Business Card,3,VEND002,1.0,62,13.3
395,2025-06-09 14:03:53,2025-06-09 14:36:53,Bronx,Riverdale,Staten Island,Port Richmond,3,11.5,33.68,6.14,0,39.82,Credit Card,5,VEND003,1.0,33,20.9
396,2025-05-07 05:47:49,2025-05-07 06:54:49,Bronx,Mott Haven,Manhattan,Midtown,4,16.04,40.4,5.5,0,45.9,Apple Pay,5,VEND001,1.3,67,14.4
397,2024-10-04 00:31:37,2024-10-04 01:42:37,Staten Island,Great Kills,Manhattan,Chelsea,1,19.94,49.2,4.54,0,53.74,Google Pay,2,VEND002,1.8,71,16.9
398,2025-01-31 14:11:12,2025-01-31 17:01:12,Staten Island,Great Kills,Queens,Jamaica,5,23.89,39.86,4.02,0,43.88,Venmo,3,VEND003,1.0,170,8.4
399,2024-12-23 02:09:16,2024-12-23 05:18:16,Bronx,Pelham Bay,Manhattan,Financial District,4,28.48,86.4,19.69,0,106.09,Google Pay,4,VEND001,1.9,189,9.0
400,2025-04-05 01:26:23,2025-04-05 03:26:23,Queens,Flushing,Brooklyn,Williamsburg,5,23.63,44.59,7.41,11.1,63.1,Credit Card,5,VEND002,1.7,120,11.8
401,2025-05-27 12:45:02,2025-05-27 13:05:02,Queens,Flushing,Brooklyn,Crown Heights,5,5.08,16.73,3.96,0,20.69,Apple Pay,5,VEND003,2.6,20,15.2
402,2025-06-14 13:21:01,2025-06-14 15:35:01,Brooklyn,Crown Heights,Bronx,Fordham,4,22.69,63.26,4.92,0,68.18,Apple Pay,1,VEND001,1.0,134,10.2
403,2024-04-05 23:09:18,2024-04-05 23:31:18,Staten Island,St. George,Manhattan,Times Square,3,3.91,8.62,1.89,0,10.51,Business Card,1,VEND002,1.0,22,10.7
404,2024-05-17 03:28:30,2024-05-17 03:56:30,Manhattan,Upper West Side,Brooklyn,Park Slope,1,9.18,28.69,2.1,0,30.79,Credit Card,5,VEND003,1.0,28,19.7
405,2024-02-12 03:30:48,2024-02-12 05:13:48,Staten Island,St. George,Manhattan,Times Square,2,16.76,28.06,6.19,0,34.25,Apple Pay,1,VEND001,1.0,103,9.8
406,2024-11-03 14:25:10,2024-11-03 15:27:10,Queens,Long Island City,Queens,Flushing,2,15.77,46.04,8.75,10.03,64.82,Credit Card,5,VEND002,1.0,62,15.3
407,2025-06-16 06:20:17,2025-06-16 06:51:17,Queens,Woodside,Staten Island,St. George,5,6.73,14.06,3.26,0,17.32,Google Pay,5,VEND003,1.0,31,13.0
408,2025-05-22 04:46:34,2025-05-22 05:21:34,Brooklyn,Williamsburg,Brooklyn,Park Slope,6,8.62,20.66,4.18,0,24.84,Business Card,4,VEND001,1.3,35,14.8
409,2024-05-13 21:06:35,2024-05-13 22:18:35,Brooklyn,Park Slope,Manhattan,Midtown,2,19.3,54.86,5.82,0,60.68,Business Card,4,VEND002,1.0,72,16.1
410,2024-11-11 18:21:21,2024-11-11 20:44:21,Brooklyn,Brooklyn Heights,Bronx,Fordham,2,20.65,45.11,3.17,0,48.28,Apple Pay,4,VEND003,1.0,143,8.7
411,2024-06-30 13:07:09,2024-06-30 14:46:09,Queens,Flushing,Brooklyn,Crown Heights,2,27.13,74.73,17.41,0,92.14,Venmo,2,VEND001,2.2,99,16.4
412,2024-11-09 17:49:07,2024-11-09 18:23:07,Staten Island,Great Kills,Bronx,Pelham Bay,2,5.18,17.96,2.7,0,20.66,Business Card,2,VEND002,1.0,34,9.1
413,2025-05-28 23:37:09,2025-05-29 00:27:09,Queens,Long Island City,Bronx,Fordham,2,12.32,21.84,3.55,8.74,34.13,Credit Card,4,VEND003,1.0,50,14.8
414,2024-12-09 04:55:06,2024-12-09 06:32:06,Brooklyn,Brooklyn Heights,Bronx,Fordham,5,17.53,54.68,10.97,0,65.65,Google Pay,2,VEND001,1.2,97,10.8
415,2025-06-18 21:23:39,2025-06-18 21:51:39,Brooklyn,Williamsburg,Queens,Jamaica,5,4.8,11.48,0.66,0,12.14,Credit Card,3,VEND002,1.4,28,10.3
416,2024-06-29 20:15:21,2024-06-29 20:45:21,Staten Island,St. George,Manhattan,Central Park,5,8.89,26.02,3.41,0,29.43,Google Pay,3,VEND003,1.0,30,17.8
417,2024-12-09 03:05:52,2024-12-09 03:39:52,Bronx,Riverdale,Queens,Astoria,5,16.04,30.37,5.14,0,35.51,Cash,4,VEND001,1.2,34,28.3
418,2024-06-13 09:53:01,2024-06-13 11:02:01,Queens,Jamaica,Manhattan,Financial District,5,23.87,47.45,5.17,0,52.62,Venmo,1,VEND002,1.9,69,20.8
419,2024-08-18 01:54:07,2024-08-18 04:38:07,Staten Island,Tompkinsville,Brooklyn,Brooklyn Heights,6,22.15,54.54,8.3,10.83,73.67,Apple Pay,4,VEND003,1.4,164,8.1
420,2025-01-23 09:44:50,2025-01-23 11:31:50,Staten Island,St. George,Bronx,Mott Haven,4,19.36,53.0,8.48,8.47,69.95,Venmo,4,VEND001,1.0,107,10.9
421,2024-09-15 22:54:42,2024-09-15 23:07:42,Bronx,Riverdale,Staten Island,Tompkinsville,3,1.73,6.27,0.43,0,6.7,Apple Pay,4,VEND002,1.0,13,8.0
422,2024-01-04 16:11:29,2024-01-04 17:39:29,Staten Island,St. George,Brooklyn,Bedford-Stuyvesant,1,22.46,49.27,5.2,5.95,60.42,Venmo,1,VEND003,1.0,88,15.3
423,2025-03-29 21:04:35,2025-03-29 22:12:35,Queens,Sunnyside,Staten Island,St. George,4,28.24,67.22,13.75,0,80.97,Credit Card,3,VEND001,1.0,68,24.9
424,2024-09-12 05:08:41,2024-09-12 06:12:41,Brooklyn,Brooklyn Heights,Brooklyn,Crown Heights,3,26.29,66.05,14.79,0,80.84,Credit Card,3,VEND002,1.0,64,24.6
425,2024-03-02 13:59:45,2024-03-02 14:22:45,Brooklyn,Williamsburg,Brooklyn,Park Slope,6,3.68,11.47,1.05,0,12.52,Venmo,1,VEND003,1.0,23,9.6
426,2024-11-05 02:44:19,2024-11-05 03:56:19,Staten Island,Great Kills,Manhattan,Chelsea,6,10.92,20.3,5.07,0,25.37,Google Pay,3,VEND001,1.0,72,9.1
427,2024-06-16 06:04:18,2024-06-16 06:51:18,Queens,Long Island City,Brooklyn,Brooklyn Heights,1,10.53,27.36,6.78,0,34.14,Credit Card,4,VEND002,2.0,47,13.4
428,2024-12-22 11:09:56,2024-12-22 11:53:56,Brooklyn,DUMBO,Bronx,Mott Haven,1,8.03,22.9,1.44,3.46,27.8,Google Pay,3,VEND003,2.3,44,10.9
429,2024-10-04 12:07:17,2024-10-04 13:13:17,Queens,Woodside,Queens,Flushing,5,27.22,81.99,4.71,0,86.7,Apple Pay,3,VEND001,1.0,66,24.7
430,2024-01-03 18:20:00,2024-01-03 19:13:00,Brooklyn,Park Slope,Queens,Long Island City,1,15.26,33.5,3.18,0,36.68,Credit Card,3,VEND002,1.0,53,17.3
431,2024-08-17 19:52:38,2024-08-17 20:53:38,Staten Island,St. George,Staten Island,Great Kills,1,9.84,21.28,2.35,0,23.63,Cash,1,VEND003,1.0,61,9.7
432,2024-10-08 20:28:09,2024-10-08 21:57:09,Brooklyn,Brooklyn Heights,Queens,Woodside,5,24.07,64.06,15.72,1.97,81.75,Google Pay,2,VEND001,1.0,89,16.2
433,2024-08-19 16:46:28,2024-08-19 17:41:28,Bronx,Mott Haven,Bronx,Pelham Bay,6,12.27,27.2,5.57,0,32.77,Google Pay,5,VEND002,1.0,55,13.4
434,2024-02-25 04:08:00,2024-02-25 04:30:00,Bronx,Fordham,Manhattan,Financial District,6,4.63,14.4,1.63,0,16.03,Venmo,1,VEND003,1.0,22,12.6
435,2025-05-08 12:53:51,2025-05-08 15:01:51,Bronx,Pelham Bay,Staten Island,St. George,4,24.88,48.15,3.54,5.08,56.77,Credit Card,3,VEND001,2.1,128,11.7
436,2024-11-08 11:08:40,2024-11-08 13:41:40,Manhattan,Financial District,Brooklyn,Park Slope,2,27.27,66.84,4.47,0,71.31,Venmo,2,VEND002,1.0,153,10.7
