accident_id,accident_date,accident_time,day_of_week,weather_condition,road_type,speed_limit,road_surface,light_condition,number_of_vehicles,number_of_casualties,severity,latitude,longitude,location_district,location_city,accident_reason,police_region
318,2023-09-13,02:17,Mon,Rain,One Way Street,23,Ice,Darkness - No Lighting,2,2,Serious,52.9285,-1.6521,Amandastad District,Lewisbury,Driver Error,North Region
319,2024-04-16,12:06,Wed,Snow,Motorway,37,Flood,Darkness - No Lighting,4,1,Slight,55.065,-3.4668,East Andrew District,North John,Distracted Driving,West Region
320,2024-01-06,10:10,Fri,Snow,One Way Street,38,Flood,Twilight,2,0,Slight,53.5183,0.4819,New Ericborough District,West Erin,Vehicle Fault,East Region
321,2025-01-31,13:54,Fri,Fog,Motorway,43,Flood,Twilight,5,4,Slight,54.765,-3.1137,East John District,Lawrencechester,Drunk Driving,North Region
322,2023-10-24,11:07,Sun,Snow,Roundabout,52,Flood,Darkness - No Lighting,1,1,Slight,56.0395,-4.349,Tinaberg District,North Natalietown,Drunk Driving,Metropolitan
323,2023-03-23,13:39,Thu,Fog,Motorway,52,Flood,Darkness - Lights Lit,4,5,Slight,55.4636,0.4008,West Daniel District,Connershire,Pedestrian Error,West Region
324,2023-06-13,11:38,Fri,Windy,One Way Street,36,Wet,Daylight,4,6,Slight,51.0886,-3.6214,Williamsborough District,West Anthonyburgh,Vehicle Fault,Metropolitan
325,2024-03-06,06:49,Thu,Snow,Junction,55,Snow,Darkness - Lights Lit,1,4,Serious,50.6164,1.1364,South Curtisborough District,Port Courtney,Driver Error,East Region
326,2025-03-20,20:40,Wed,Fine,Dual Carriageway,67,Ice,Twilight,1,6,Slight,50.0461,1.2742,Starkside District,West Johnview,Pedestrian Error,North Region
327,2023-03-05,21:21,Fri,Hail,A-Road,31,Flood,Darkness - Lighting Unknown,4,5,Slight,51.9967,0.663,Taraland District,North Katie,Vehicle Fault,Metropolitan
328,2023-07-20,12:38,Wed,Snow,Junction,26,Dry,Darkness - No Lighting,1,4,Slight,53.9926,0.3095,Jacobsshire District,Lake Hollyland,Speeding,East Region
329,2024-10-12,17:57,Mon,Fine,Roundabout,58,Dry,Darkness - Lighting Unknown,5,4,Serious,50.583,-3.6833,Robertberg District,Lake Stephanie,Vehicle Fault,Metropolitan
330,2024-06-03,03:00,Tue,Windy,Roundabout,42,Flood,Darkness - Lights Lit,5,3,Serious,50.5121,0.0766,Moralesburgh District,North Robin,Vehicle Fault,North Region
331,2024-03-28,02:37,Wed,Unknown,Junction,42,Dry,Daylight,4,6,Fatal,52.3037,1.3442,South Gina District,New Jacquelinefurt,Driver Error,Metropolitan
332,2023-03-18,05:11,Mon,Hail,Dual Carriageway,36,Ice,Twilight,3,4,Serious,55.8499,-0.2482,Laurabury District,Port Ericmouth,Speeding,West Region
333,2024-01-20,22:43,Tue,Snow,Motorway,26,Snow,Darkness - No Lighting,1,2,Serious,51.8474,0.8477,Webstershire District,Carrberg,Pedestrian Error,East Region
334,2023-06-03,04:09,Fri,Rain,A-Road,38,Ice,Darkness - Lighting Unknown,2,6,Slight,57.4568,-2.3074,Lake Jamesbury District,Hendersonmouth,Vehicle Fault,South Region
335,2025-02-20,01:51,Mon,Unknown,One Way Street,64,Wet,Darkness - Lights Lit,2,6,Slight,56.4537,0.3929,North Oscar District,Williamsmouth,Speeding,South Region
336,2024-05-27,09:02,Sat,Unknown,Motorway,43,Flood,Twilight,1,5,Slight,57.4101,-3.4626,New Jillville District,Maryberg,Drunk Driving,Metropolitan
337,2024-08-04,14:49,Fri,Fine,One Way Street,56,Ice,Darkness - Lights Lit,5,3,Slight,50.2817,-1.3559,Coryfurt District,South Shawnmouth,Weather Conditions,West Region
338,2023-01-06,11:46,Thu,Unknown,Motorway,28,Mud,Darkness - Lighting Unknown,3,0,Serious,53.3494,-0.6701,Brownfurt District,Lake Heather,Weather Conditions,East Region
339,2023-12-04,18:05,Tue,Rain,A-Road,32,Wet,Darkness - No Lighting,3,5,Slight,55.4607,-1.0384,Mitchellburgh District,Markport,Pedestrian Error,South Region
340,2025-04-25,06:33,Sun,Rain,A-Road,26,Mud,Darkness - No Lighting,3,0,Fatal,53.1607,-3.2418,Hodgeview District,Port Danielmouth,Weather Conditions,South Region
341,2023-07-04,16:01,Wed,Snow,One Way Street,48,Ice,Twilight,3,3,Fatal,50.9541,0.2148,Robertmouth District,Lake Emma,Road Condition,South Region
342,2024-02-26,04:09,Mon,Rain,One Way Street,41,Snow,Darkness - Lights Lit,3,2,Slight,56.7123,-2.9948,Lake Sean District,New Davidfort,Pedestrian Error,South Region
343,2023-07-31,11:04,Mon,Fine,Motorway,58,Ice,Darkness - Lights Lit,5,3,Fatal,53.8538,-4.4663,Aaronfurt District,Allentown,Speeding,North Region
344,2024-01-21,11:35,Sun,Snow,A-Road,27,Snow,Twilight,3,2,Serious,57.1314,-1.329,East Mistybury District,East Amandaville,Speeding,South Region
345,2024-12-07,18:18,Mon,Snow,Motorway,62,Snow,Twilight,3,1,Slight,52.739,-4.7083,Robertsmouth District,Alexandraside,Unknown,East Region
346,2023-11-25,19:20,Fri,Fog,Motorway,33,Ice,Twilight,1,3,Serious,57.8575,0.5198,Meghanfurt District,Masonport,Distracted Driving,South Region
347,2025-01-01,02:57,Thu,Fine,Roundabout,69,Snow,Daylight,5,2,Serious,54.3177,0.8473,South Jeremymouth District,Barnesshire,Weather Conditions,East Region
348,2024-03-27,07:20,Fri,Windy,One Way Street,47,Wet,Darkness - Lights Lit,4,1,Slight,57.1269,-2.4207,Port Mercedes District,Lake Kristenborough,Pedestrian Error,North Region
349,2023-02-24,18:34,Fri,Rain,A-Road,53,Snow,Daylight,5,5,Slight,52.0393,-1.4855,Ericamouth District,Michaelfort,Unknown,Metropolitan
350,2024-10-30,07:12,Mon,Fine,One Way Street,50,Flood,Darkness - Lights Lit,1,4,Slight,54.1789,1.8641,New Thomasport District,Jacksonborough,Road Condition,West Region
351,2024-10-11,02:05,Sun,Fine,Dual Carriageway,32,Flood,Darkness - No Lighting,5,5,Serious,50.015,-2.1263,Port Davidstad District,North Jeffrey,Road Condition,Metropolitan
352,2023-09-24,15:04,Thu,Fine,One Way Street,51,Ice,Daylight,1,6,Serious,55.1894,-2.0047,Rodneyville District,Martinezchester,Driver Error,South Region
353,2023-06-15,15:04,Thu,Fog,B-Road,35,Ice,Darkness - Lights Lit,4,5,Serious,51.1519,1.4266,East Amandaborough District,Jacksonberg,Vehicle Fault,South Region
354,2023-08-05,12:44,Mon,Snow,One Way Street,69,Ice,Twilight,2,6,Serious,51.0969,-2.8327,Cisnerosshire District,Castillohaven,Unknown,West Region
355,2025-05-21,14:27,Wed,Hail,Dual Carriageway,25,Mud,Darkness - Lighting Unknown,5,3,Slight,51.1178,-3.7735,Stevenfurt District,Palmerstad,Drunk Driving,South Region
356,2025-03-21,18:30,Thu,Rain,Junction,31,Mud,Darkness - Lighting Unknown,4,6,Serious,54.5255,-1.9624,Leonardside District,North Angela,Drunk Driving,East Region
357,2024-09-21,22:03,Sun,Windy,B-Road,45,Dry,Twilight,5,2,Serious,57.3425,-2.48,Grahamstad District,Rhondaview,Drunk Driving,South Region
358,2025-06-19,13:05,Fri,Unknown,Roundabout,44,Snow,Darkness - Lighting Unknown,4,2,Slight,57.1407,-2.2538,Russellview District,Daniellemouth,Driver Error,South Region
359,2025-03-21,07:51,Fri,Windy,A-Road,54,Snow,Twilight,4,4,Slight,54.2827,1.115,Clarkland District,West Christopher,Drunk Driving,West Region
360,2023-08-28,18:48,Wed,Windy,B-Road,34,Ice,Darkness - Lighting Unknown,5,4,Slight,50.7819,-2.6317,Robertsmouth District,Lake Zacharyburgh,Driver Error,Metropolitan
361,2024-02-22,20:47,Fri,Fog,A-Road,61,Ice,Daylight,3,2,Slight,54.8534,-0.6283,Greeneberg District,Bakerfort,Pedestrian Error,North Region
362,2024-06-07,13:04,Sat,Unknown,B-Road,49,Ice,Darkness - Lights Lit,4,3,Slight,57.3759,-4.0228,East Jenniferhaven District,Lake Rachel,Road Condition,West Region
363,2025-03-05,23:18,Tue,Hail,Motorway,57,Mud,Darkness - Lighting Unknown,2,5,Slight,55.4391,1.9317,South Barry District,East Yvonneside,Weather Conditions,Metropolitan
364,2023-06-24,00:11,Mon,Rain,A-Road,43,Snow,Darkness - Lighting Unknown,3,1,Slight,57.2533,-3.7362,Port Justin District,East Adamfurt,Unknown,West Region
365,2024-07-12,13:43,Wed,Unknown,A-Road,64,Ice,Darkness - No Lighting,2,6,Serious,50.4118,-2.0542,Ericborough District,Port Jamesview,Distracted Driving,Metropolitan
366,2024-04-08,10:35,Fri,Rain,A-Road,47,Wet,Twilight,2,0,Slight,50.1755,1.4415,Johnsonchester District,South Emily,Distracted Driving,Metropolitan
367,2023-07-27,01:19,Wed,Hail,B-Road,67,Ice,Darkness - Lights Lit,4,1,Slight,57.1209,1.3625,Port Curtis District,East Michaelland,Speeding,North Region
368,2023-06-28,02:00,Thu,Fine,One Way Street,52,Ice,Darkness - No Lighting,4,3,Slight,57.4538,-0.4048,Fordmouth District,Richardstad,Unknown,North Region
369,2024-03-29,06:33,Tue,Fine,A-Road,33,Flood,Twilight,4,2,Slight,51.4928,-2.1207,New Sarah District,Port Adriennetown,Drunk Driving,Metropolitan
370,2024-04-28,15:46,Sun,Unknown,Roundabout,47,Ice,Darkness - No Lighting,2,3,Slight,52.7354,-1.39,Herreramouth District,New Robert,Drunk Driving,North Region
371,2023-12-05,13:47,Wed,Windy,B-Road,26,Snow,Daylight,1,2,Slight,54.7568,-2.9023,Sierrastad District,Jacksonmouth,Unknown,Metropolitan
372,2023-01-30,11:32,Sun,Fog,Dual Carriageway,38,Wet,Darkness - Lighting Unknown,1,6,Slight,57.7513,-2.4598,Michaelhaven District,Port Kennethchester,Drunk Driving,West Region
373,2023-03-08,00:55,Thu,Snow,B-Road,53,Mud,Daylight,1,6,Slight,54.756,0.4791,South Gina District,Lorishire,Distracted Driving,East Region
374,2024-03-17,15:36,Fri,Snow,Dual Carriageway,37,Wet,Darkness - Lights Lit,5,4,Fatal,57.214,-4.5582,Jameshaven District,Perkinsfort,Drunk Driving,West Region
375,2023-02-19,13:34,Fri,Hail,Dual Carriageway,55,Ice,Darkness - Lights Lit,4,6,Slight,54.2974,-1.6429,Pottschester District,West Davidton,Unknown,East Region
376,2024-11-10,07:24,Fri,Windy,B-Road,34,Snow,Darkness - Lights Lit,5,5,Serious,57.7741,-3.0301,West Ryan District,Brownland,Driver Error,Metropolitan
377,2024-11-07,05:17,Sun,Fine,Motorway,24,Snow,Darkness - Lights Lit,4,4,Slight,51.2385,0.5464,Port Robert District,Austinside,Speeding,South Region
378,2023-08-14,16:16,Mon,Fine,Motorway,40,Dry,Darkness - Lighting Unknown,2,3,Slight,57.3396,-1.2823,Elliottfort District,Bartlettton,Weather Conditions,East Region
379,2024-01-17,15:20,Thu,Fine,B-Road,63,Ice,Darkness - No Lighting,4,0,Slight,50.3059,1.8921,Parksstad District,Port Julie,Speeding,South Region
380,2024-07-25,00:59,Sun,Snow,A-Road,37,Flood,Darkness - No Lighting,3,6,Slight,55.2744,-4.5663,Josechester District,West Lisachester,Vehicle Fault,East Region
381,2023-01-18,16:25,Tue,Fog,B-Road,33,Snow,Twilight,1,2,Slight,52.2975,-0.1911,Lunashire District,Lopezborough,Driver Error,South Region
382,2025-04-03,12:11,Thu,Hail,A-Road,20,Dry,Darkness - Lighting Unknown,2,0,Slight,52.084,-1.025,Hannahburgh District,Hallberg,Speeding,North Region
383,2024-10-16,21:09,Sat,Windy,Motorway,22,Mud,Darkness - Lighting Unknown,5,1,Slight,52.0205,0.3898,West Christopherfurt District,Medinafort,Weather Conditions,Metropolitan
384,2023-11-21,14:42,Tue,Fine,One Way Street,24,Flood,Darkness - Lighting Unknown,3,2,Serious,52.7897,-0.9125,North Jacobchester District,New Meredithville,Vehicle Fault,North Region
385,2023-11-02,17:57,Mon,Unknown,Dual Carriageway,64,Ice,Darkness - No Lighting,2,6,Serious,57.3326,-3.3363,Lake Janet District,North Kevin,Vehicle Fault,West Region
386,2023-03-04,13:13,Sun,Windy,Motorway,43,Wet,Darkness - Lights Lit,3,1,Serious,53.4607,-0.9206,West Diane District,West Craigtown,Speeding,West Region
387,2023-07-28,21:28,Sat,Rain,B-Road,68,Flood,Twilight,3,6,Fatal,50.1283,-0.9888,Howellland District,Brownville,Weather Conditions,East Region
388,2023-09-03,15:59,Sun,Snow,Junction,67,Dry,Daylight,5,2,Serious,50.1545,-3.9466,Hayesmouth District,Brownfurt,Vehicle Fault,Metropolitan
389,2023-05-13,12:31,Sat,Snow,Dual Carriageway,48,Dry,Twilight,2,4,Serious,56.2634,-4.2932,Lake Teresa District,North Angelachester,Vehicle Fault,South Region
390,2024-04-29,20:35,Tue,Fog,One Way Street,22,Snow,Twilight,4,2,Slight,52.0537,-0.7855,Markchester District,Leburgh,Vehicle Fault,West Region
391,2023-03-08,01:40,Tue,Windy,Motorway,22,Ice,Darkness - Lights Lit,3,1,Fatal,52.6819,-4.1387,South Rachel District,Harrisport,Road Condition,East Region
392,2023-11-20,09:12,Wed,Fog,Motorway,22,Flood,Twilight,2,1,Slight,57.0733,-2.1986,West Davidville District,Karenshire,Driver Error,West Region
393,2024-06-21,00:12,Sun,Unknown,Dual Carriageway,41,Snow,Darkness - Lighting Unknown,5,0,Slight,55.5007,1.0349,Sheilaside District,North Tammy,Distracted Driving,West Region
394,2024-12-19,13:12,Mon,Windy,One Way Street,66,Ice,Darkness - Lighting Unknown,5,0,Slight,54.4065,-1.462,Holmesburgh District,South Stevenfort,Pedestrian Error,Metropolitan
395,2023-07-30,06:11,Tue,Hail,A-Road,70,Dry,Daylight,1,3,Serious,53.9966,-2.2848,Carrollborough District,East Lauriefort,Pedestrian Error,North Region
396,2023-02-05,07:01,Mon,Fog,Motorway,25,Mud,Darkness - Lights Lit,2,2,Slight,52.9648,1.3761,New Valerie District,Cruzmouth,Unknown,South Region
397,2024-01-16,20:00,Thu,Hail,Roundabout,25,Dry,Darkness - Lights Lit,4,3,Serious,51.1477,-2.2044,South Melissa District,Sheashire,Weather Conditions,Metropolitan
398,2025-05-05,00:18,Sun,Unknown,Roundabout,42,Dry,Darkness - No Lighting,3,5,Slight,56.815,0.6258,Port Julian District,Brandonfort,Drunk Driving,East Region
399,2024-08-28,05:52,Sun,Snow,Motorway,55,Ice,Darkness - No Lighting,3,2,Slight,51.1683,-4.5773,Lake Jennifer District,Darrylstad,Drunk Driving,South Region
400,2024-06-08,12:33,Sat,Hail,Junction,55,Mud,Daylight,5,6,Slight,54.6976,0.497,East Teresaborough District,Joneston,Speeding,Metropolitan
401,2025-03-05,06:34,Sat,Rain,Dual Carriageway,34,Dry,Darkness - Lights Lit,4,0,Slight,56.9842,-4.4996,Chambersville District,Jaimeville,Road Condition,East Region
402,2023-07-29,17:32,Sat,Unknown,Motorway,52,Dry,Darkness - Lighting Unknown,4,0,Slight,52.9946,-3.0673,East Henry District,Padillaborough,Drunk Driving,West Region
403,2023-01-10,20:00,Tue,Unknown,Motorway,39,Mud,Daylight,5,3,Slight,52.7883,-4.9906,New Rose District,West Bruce,Drunk Driving,South Region
404,2023-01-16,00:25,Tue,Fog,Motorway,42,Snow,Daylight,2,1,Slight,53.2926,0.7179,Josephton District,Vincentberg,Road Condition,West Region
405,2024-05-17,15:27,Fri,Fog,B-Road,46,Dry,Darkness - Lighting Unknown,3,3,Serious,54.257,-0.1692,Kimberlyfurt District,Port Brian,Road Condition,Metropolitan
406,2025-05-09,13:13,Thu,Snow,Roundabout,33,Flood,Darkness - No Lighting,4,2,Slight,50.4758,-3.6696,New Tracy District,Conniebury,Drunk Driving,Metropolitan
407,2024-10-14,16:06,Mon,Snow,Junction,51,Mud,Darkness - Lights Lit,2,0,Serious,53.4224,-2.9832,Jessicafurt District,Anthonyville,Vehicle Fault,South Region
408,2023-04-19,09:37,Mon,Rain,A-Road,54,Wet,Darkness - Lights Lit,4,3,Serious,56.8673,0.137,South Maureen District,Michellebury,Vehicle Fault,Metropolitan
409,2025-01-07,23:49,Sat,Rain,A-Road,40,Ice,Daylight,1,5,Slight,50.9768,-3.3235,Adamsview District,Haydenton,Pedestrian Error,West Region
410,2025-01-19,08:31,Fri,Fog,One Way Street,57,Snow,Darkness - Lights Lit,1,0,Slight,56.4829,1.2248,Nelsonfurt District,Thompsonstad,Vehicle Fault,North Region
411,2025-06-08,15:34,Sun,Unknown,One Way Street,66,Ice,Darkness - Lighting Unknown,2,1,Slight,54.321,-3.9505,Lake Kristen District,Brooksview,Drunk Driving,North Region
412,2024-09-14,08:26,Mon,Hail,One Way Street,42,Dry,Darkness - No Lighting,3,2,Slight,53.7621,-1.2901,Port Brittany District,Campbellborough,Distracted Driving,North Region
413,2023-12-30,22:15,Sat,Fog,Motorway,20,Ice,Darkness - Lights Lit,1,2,Serious,54.0317,0.9793,New Gary District,Andrewstad,Distracted Driving,South Region
414,2023-12-29,08:46,Sun,Snow,One Way Street,66,Snow,Twilight,1,2,Slight,56.8484,-4.506,North William District,Deanland,Speeding,Metropolitan
415,2024-05-25,07:24,Wed,Fine,A-Road,57,Mud,Darkness - No Lighting,3,2,Slight,51.1385,-2.192,New Brian District,Jesushaven,Weather Conditions,East Region
416,2024-12-22,02:21,Sun,Fine,Roundabout,70,Snow,Darkness - Lighting Unknown,2,3,Serious,54.4334,-3.3406,Ericberg District,Erikfort,Road Condition,Metropolitan
417,2023-10-05,14:53,Thu,Windy,Junction,22,Snow,Darkness - No Lighting,5,1,Serious,57.1454,-2.4806,Hollyland District,Karashire,Vehicle Fault,North Region
418,2023-03-29,00:18,Fri,Rain,Motorway,58,Dry,Darkness - Lights Lit,1,2,Serious,57.9025,0.6251,South Raymond District,Jacksonhaven,Speeding,North Region
419,2024-06-16,01:39,Fri,Rain,One Way Street,50,Mud,Darkness - Lighting Unknown,2,4,Slight,55.3646,-4.0055,Lake Alexandria District,East Ronaldside,Pedestrian Error,South Region
420,2023-08-10,15:10,Sat,Rain,Dual Carriageway,62,Flood,Darkness - Lighting Unknown,1,0,Slight,50.326,-2.4457,New Moniquehaven District,West James,Weather Conditions,North Region
421,2023-01-29,18:05,Sun,Fine,Junction,48,Ice,Darkness - Lighting Unknown,4,4,Serious,56.1719,-1.1972,East Cameron District,Paulamouth,Distracted Driving,North Region
422,2025-04-05,00:29,Thu,Rain,One Way Street,61,Snow,Darkness - Lighting Unknown,4,3,Slight,56.4854,-3.5398,Christophermouth District,Danielmouth,Pedestrian Error,Metropolitan
423,2024-02-15,13:31,Fri,Fog,A-Road,65,Snow,Darkness - Lights Lit,1,1,Slight,51.2208,-3.4238,New Jorge District,New Monicaport,Speeding,East Region
424,2023-07-22,21:53,Thu,Snow,One Way Street,31,Wet,Daylight,3,1,Slight,52.2921,-1.054,Velazquezland District,Carterburgh,Distracted Driving,South Region
425,2025-02-20,05:58,Wed,Unknown,Motorway,34,Mud,Daylight,3,6,Slight,54.3542,1.683,New Jacksontown District,South Dawn,Vehicle Fault,South Region
426,2024-09-11,12:46,Sat,Fine,One Way Street,54,Flood,Twilight,5,6,Slight,55.8305,-4.1529,West James District,Lake Andrew,Distracted Driving,West Region
427,2024-03-30,16:06,Sat,Rain,A-Road,31,Dry,Twilight,1,1,Slight,50.0176,-0.7675,New Allison District,Sarastad,Speeding,East Region
428,2023-04-22,18:23,Fri,Snow,One Way Street,37,Mud,Darkness - No Lighting,3,2,Slight,57.4703,-4.5457,Jonesview District,Lake Karenmouth,Weather Conditions,South Region
429,2023-01-09,17:28,Sun,Unknown,B-Road,62,Wet,Darkness - No Lighting,4,2,Slight,55.6091,-2.3023,Hardytown District,Duncanton,Drunk Driving,Metropolitan
430,2025-03-01,00:18,Mon,Snow,Motorway,45,Wet,Daylight,5,3,Slight,55.4728,-2.2559,North Mark District,Ronniebury,Weather Conditions,Metropolitan
431,2023-04-09,12:52,Sun,Rain,B-Road,29,Mud,Darkness - Lights Lit,1,3,Slight,51.976,-2.0111,West Mike District,South Alexanderville,Drunk Driving,North Region
432,2024-12-08,16:28,Tue,Fog,B-Road,52,Flood,Daylight,5,2,Slight,57.2872,0.111,Jasonborough District,West Matthew,Distracted Driving,Metropolitan
433,2023-12-14,02:45,Mon,Fine,Junction,69,Snow,Darkness - No Lighting,4,5,Slight,50.8579,-2.3384,West Jillfort District,Craneburgh,Road Condition,North Region
434,2023-06-15,20:46,Sun,Unknown,Motorway,40,Dry,Daylight,5,4,Serious,57.3619,-4.9514,Lydiaside District,Stewartborough,Road Condition,West Region
435,2023-12-15,16:07,Wed,Fog,A-Road,28,Ice,Darkness - No Lighting,5,4,Serious,51.8657,-4.0197,New Andreachester District,Christinaton,Speeding,West Region
436,2023-01-22,03:13,Mon,Rain,A-Road,69,Ice,Daylight,2,1,Serious,57.5217,1.6079,Simpsonshire District,Smithborough,Drunk Driving,South Region
437,2023-01-20,16:04,Sun,Hail,Motorway,65,Dry,Darkness - No Lighting,2,5,Slight,55.0959,-1.1805,Byrdfort District,Christiebury,Distracted Driving,South Region
438,2025-05-03,23:52,Mon,Fine,Roundabout,34,Wet,Darkness - Lights Lit,3,1,Slight,51.9572,-3.7657,Greenhaven District,Laurenmouth,Vehicle Fault,West Region
439,2024-09-07,18:47,Tue,Rain,Dual Carriageway,42,Ice,Twilight,4,2,Slight,50.0242,-2.3899,Sarahbury District,Angelafort,Unknown,West Region
440,2024-01-23,00:54,Sun,Unknown,Dual Carriageway,29,Snow,Daylight,2,3,Slight,53.0122,-1.8053,Scottview District,Richmondside,Speeding,Metropolitan
441,2023-03-30,03:25,Wed,Fog,One Way Street,27,Mud,Darkness - Lights Lit,1,4,Slight,51.9813,-1.6719,Riveraton District,South Stephenberg,Speeding,North Region
442,2023-04-02,08:46,Sat,Fine,Motorway,57,Snow,Darkness - Lights Lit,5,2,Slight,57.7727,-4.8066,West Lauren District,Connerville,Driver Error,South Region
443,2023-12-27,00:28,Sat,Hail,A-Road,70,Wet,Darkness - No Lighting,1,0,Serious,52.2062,-2.7888,Turnermouth District,Connerville,Driver Error,Metropolitan
444,2024-11-12,11:58,Wed,Windy,Dual Carriageway,55,Mud,Daylight,5,6,Slight,51.1283,-4.8083,Port Luis District,Leeton,Pedestrian Error,South Region
445,2023-01-25,10:29,Sun,Fog,One Way Street,36,Flood,Daylight,4,2,Slight,50.1413,-2.3175,Valdezfurt District,Millerstad,Pedestrian Error,Metropolitan
446,2024-05-01,23:08,Tue,Snow,Roundabout,32,Snow,Twilight,5,6,Serious,54.7728,-4.738,Fowlerborough District,Jacksonchester,Pedestrian Error,North Region
447,2024-12-22,13:28,Fri,Hail,Roundabout,48,Ice,Twilight,1,0,Slight,52.3773,-1.2024,Port David District,Port Kyle,Vehicle Fault,Metropolitan
448,2023-11-09,08:29,Tue,Windy,Motorway,44,Wet,Daylight,2,0,Slight,50.946,-2.3397,Port Jasonview District,Jonesborough,Drunk Driving,West Region
449,2025-01-18,11:03,Sun,Snow,B-Road,68,Ice,Daylight,3,0,Fatal,54.3447,-4.0644,Gonzalesburgh District,Vaughnbury,Driver Error,South Region
450,2024-12-17,17:25,Sat,Fine,Roundabout,25,Flood,Darkness - Lights Lit,1,2,Slight,55.1551,-4.3178,Hallland District,Luketown,Drunk Driving,Metropolitan
451,2024-10-29,08:58,Mon,Unknown,Dual Carriageway,25,Ice,Darkness - No Lighting,4,5,Slight,57.1599,1.4208,New Mercedestown District,South Melissamouth,Pedestrian Error,West Region
452,2023-12-24,20:34,Tue,Rain,Junction,70,Mud,Daylight,2,2,Slight,54.0923,-3.2872,North Michaelchester District,Williamsshire,Vehicle Fault,South Region
453,2024-12-26,16:55,Thu,Fine,B-Road,56,Dry,Darkness - No Lighting,4,2,Slight,51.3347,0.9093,Johnnyburgh District,Port Greggfort,Weather Conditions,South Region
454,2024-05-01,06:14,Sun,Windy,Dual Carriageway,66,Snow,Darkness - Lights Lit,5,0,Slight,52.1627,0.2935,North Amanda District,Mclaughlinmouth,Unknown,Metropolitan
455,2023-02-11,12:54,Wed,Unknown,One Way Street,26,Snow,Daylight,2,4,Slight,52.6718,-0.3788,Jenkinshaven District,Jonathanbury,Pedestrian Error,North Region
456,2024-06-29,19:08,Wed,Windy,A-Road,51,Dry,Daylight,2,0,Serious,51.7339,-3.7816,Tylermouth District,South Ginastad,Distracted Driving,West Region
457,2023-07-13,16:43,Fri,Rain,One Way Street,61,Mud,Daylight,3,5,Slight,56.4386,-2.2272,Reedberg District,Port Ann,Road Condition,North Region
458,2025-06-19,04:53,Mon,Hail,B-Road,40,Flood,Darkness - No Lighting,3,0,Slight,51.0076,-2.0293,West Karen District,Christinatown,Road Condition,East Region
459,2024-10-04,18:51,Tue,Fine,Dual Carriageway,51,Dry,Darkness - No Lighting,3,5,Slight,56.6049,-3.8756,Jodyfort District,South Deborahhaven,Drunk Driving,East Region
460,2023-08-04,03:41,Fri,Unknown,One Way Street,45,Flood,Daylight,4,4,Fatal,52.535,-3.6422,Perrymouth District,Gilmoreton,Unknown,North Region
461,2023-11-28,11:18,Tue,Fine,Dual Carriageway,34,Dry,Twilight,1,4,Fatal,57.8179,1.6877,New Ricardomouth District,North Cynthia,Drunk Driving,West Region
462,2023-09-29,03:19,Tue,Unknown,Motorway,48,Wet,Darkness - Lights Lit,1,0,Slight,54.3485,-4.8145,West Spencerstad District,North Melissabury,Vehicle Fault,South Region
463,2023-04-07,11:40,Wed,Windy,Roundabout,62,Dry,Darkness - Lighting Unknown,3,3,Slight,55.6963,-2.7611,Crystalmouth District,Tonyahaven,Weather Conditions,West Region
464,2024-11-05,01:15,Sun,Fog,Junction,22,Wet,Twilight,1,0,Slight,51.1727,-2.2956,Tracyton District,New Christine,Weather Conditions,South Region
465,2023-03-17,20:49,Wed,Fine,Junction,64,Flood,Darkness - No Lighting,3,6,Serious,51.8419,1.1628,Michelleland District,Lake Davidshire,Vehicle Fault,Metropolitan
466,2024-06-01,08:55,Fri,Fog,Junction,53,Mud,Twilight,4,6,Slight,53.1308,-0.5443,Port Shannon District,Port Stephaniehaven,Weather Conditions,West Region
467,2023-10-16,11:17,Tue,Unknown,Motorway,27,Dry,Twilight,5,2,Slight,53.8723,-0.2627,Sanchezport District,Lake Dawnville,Road Condition,Metropolitan
468,2024-01-06,23:48,Wed,Unknown,B-Road,69,Flood,Twilight,4,4,Slight,53.7098,-4.0205,Tiffanyland District,South Bruce,Distracted Driving,West Region
469,2023-08-14,05:43,Fri,Unknown,A-Road,52,Mud,Darkness - Lighting Unknown,2,6,Slight,50.8585,0.4993,Lake Jessica District,Walterstown,Vehicle Fault,East Region
470,2025-01-11,14:31,Sun,Unknown,Roundabout,42,Ice,Darkness - No Lighting,3,4,Serious,57.8971,1.0507,Lake Staceyfurt District,Kyleborough,Road Condition,South Region
471,2024-02-08,02:18,Fri,Windy,Dual Carriageway,61,Dry,Twilight,3,0,Serious,53.4063,1.2751,Janestad District,West Keithmouth,Vehicle Fault,East Region
472,2025-06-04,06:31,Sat,Unknown,B-Road,36,Ice,Darkness - No Lighting,4,4,Slight,55.2594,-0.5853,Brookeshire District,Jenniferview,Weather Conditions,West Region
473,2025-05-19,00:29,Mon,Windy,Roundabout,27,Snow,Darkness - Lighting Unknown,4,0,Slight,53.4381,0.3506,Shermanview District,Calhounmouth,Speeding,South Region
474,2025-04-21,23:30,Mon,Snow,Roundabout,39,Ice,Darkness - Lights Lit,1,1,Serious,54.9821,-1.5841,Rodriguezshire District,Nancyton,Weather Conditions,East Region
475,2024-05-04,18:12,Thu,Fog,B-Road,70,Ice,Darkness - Lights Lit,1,2,Fatal,50.603,1.8532,Lake Jonathanport District,Claytonfort,Unknown,South Region
