sale_id,date,product_sku,product_name,category,gender,region,state,city,retailer,sales_channel,units_sold,unit_price,total_sales,operating_profit,margin_pct
747,2024-11-12,ADS1708,Cloudfoam,Casual,Unisex,Southeast,Florida,Riosside,Finish Line,Retail,23,126.37,2906.51,1363.15,46.9
748,2025-06-27,ADS1363,Adizero,Running,Men,Southwest,New York,Andrewport,Macys,Retail,23,229.43,5276.89,2385.15,45.2
749,2025-02-17,ADS3274,Adicross,Golf,Men,Northeast,Florida,West Joshuahaven,Champs Sports,Outlet,10,106.33,1063.3,506.13,47.6
750,2024-03-04,ADS6145,Forum,Lifestyle,Women,Northeast,California,West Johnmouth,Adidas.com,Retail,10,195.69,1956.9,951.05,48.6
751,2025-04-16,ADS1044,Cloudfoam,Casual,Unisex,Midwest,Pennsylvania,Lake Erikamouth,Foot Locker,Online,3,153.22,459.66,219.72,47.8
752,2024-01-10,ADS7276,Superstar,Lifestyle,Unisex,Southwest,Arizona,Owenberg,Finish Line,Online,34,52.89,1798.26,677.94,37.7
753,2024-02-12,ADS4762,Predator,Football,Men,Southeast,California,Port Barbara,Nordstrom,Retail,13,113.47,1475.11,770.01,52.2
754,2025-06-10,ADS2341,NMD,Lifestyle,Women,Southwest,Ohio,Fosterhaven,Eastbay,Online,38,95.6,3632.8,2034.37,56.0
755,2024-10-14,ADS2773,Ultraboost,Running,Women,West,Florida,Butlermouth,Adidas.com,Online,13,160.06,2080.78,819.83,39.4
756,2024-02-02,ADS9656,X Speedportal,Football,Men,Midwest,Ohio,Jacobsshire,Foot Locker,Outlet,44,72.98,3211.12,1380.78,43.0
757,2024-04-17,ADS2061,Ultraboost,Running,Men,Midwest,Illinois,South Taylorland,Adidas.com,Retail,3,65.68,197.04,86.89,44.1
758,2025-06-13,ADS7411,Forum,Lifestyle,Men,Midwest,Florida,Morganborough,Finish Line,Retail,15,45.73,685.95,279.18,40.7
759,2024-12-07,ADS7034,NMD,Lifestyle,Men,Midwest,Florida,Port Margaretmouth,Eastbay,Outlet,1,199.25,199.25,88.67,44.5
760,2025-04-30,ADS2958,Supernova,Running,Men,Southwest,Illinois,Yuborough,Finish Line,Retail,35,35.62,1246.7,772.95,62.0
761,2024-09-06,ADS8576,Ultraboost,Running,Women,Northeast,Illinois,Jeffreyville,Eastbay,Online,42,42.1,1768.2,696.67,39.4
762,2025-02-11,ADS3779,Forum,Lifestyle,Men,West,Florida,Gloverfort,Finish Line,Outlet,22,211.07,4643.54,2605.03,56.1
763,2024-08-28,ADS9832,Forum,Lifestyle,Women,Midwest,Georgia,East Kenneth,Foot Locker,Retail,42,54.89,2305.38,1387.84,60.2
764,2024-03-28,ADS2546,Training,Training,Unisex,Southwest,Florida,Lake Marissa,Finish Line,Online,24,165.1,3962.4,1430.43,36.1
765,2024-09-03,ADS6948,Adizero,Running,Men,West,Texas,West Williamfurt,Champs Sports,Outlet,44,245.92,10820.48,4912.5,45.4
766,2025-01-11,ADS4471,NMD,Lifestyle,Men,Southwest,Illinois,West Francesside,Eastbay,Online,42,88.18,3703.56,1377.72,37.2
767,2024-01-24,ADS1707,NMD,Lifestyle,Women,Southwest,Ohio,South Kimberlyland,Macys,Retail,17,164.46,2795.82,1585.23,56.7
768,2024-04-14,ADS7039,Stan Smith,Lifestyle,Unisex,Southwest,California,Brendafurt,Eastbay,Retail,22,245.51,5401.22,2814.04,52.1
769,2024-05-19,ADS1202,Terrex,Outdoor,Men,Southwest,Michigan,Rayton,Nordstrom,Retail,17,36.44,619.48,289.92,46.8
770,2024-03-25,ADS2813,Stan Smith,Lifestyle,Unisex,West,New York,Lake Alisonport,Champs Sports,Online,47,175.3,8239.1,3336.84,40.5
771,2024-05-11,ADS2062,Stan Smith,Lifestyle,Unisex,Northeast,Michigan,South Ashleyborough,Champs Sports,Outlet,41,245.31,10057.71,5501.57,54.7
772,2024-12-20,ADS4609,Ultraboost,Running,Men,Southwest,California,New Katrina,Foot Locker,Outlet,2,193.99,387.98,251.02,64.7
773,2024-04-22,ADS2101,X Speedportal,Football,Men,Southwest,California,New Paul,Adidas.com,Online,1,216.53,216.53,128.62,59.4
774,2025-02-09,ADS9640,Stan Smith,Lifestyle,Unisex,Northeast,Ohio,Michelechester,Eastbay,Retail,26,142.41,3702.66,2036.46,55.0
775,2024-02-07,ADS8604,Forum,Lifestyle,Women,Southeast,Georgia,South Bryan,Dicks Sporting Goods,Online,4,217.99,871.96,326.99,37.5
776,2024-10-12,ADS7573,Forum,Lifestyle,Men,Midwest,Georgia,New Josebury,Adidas.com,Retail,28,156.08,4370.24,2377.41,54.4
777,2024-08-04,ADS6931,Ultraboost,Running,Women,Southwest,Arizona,Paulchester,Foot Locker,Outlet,21,78.49,1648.29,1053.26,63.9
778,2024-03-16,ADS2968,Superstar,Lifestyle,Unisex,Southeast,Ohio,East Davidview,Champs Sports,Online,23,67.1,1543.3,941.41,61.0
779,2024-07-24,ADS3862,Ultraboost,Running,Women,Midwest,California,South Cynthia,Adidas.com,Retail,47,206.37,9699.39,4936.99,50.9
780,2025-02-21,ADS9600,Terrex,Outdoor,Men,Southwest,Pennsylvania,West Michael,Finish Line,Retail,30,57.76,1732.8,994.63,57.4
781,2025-03-12,ADS9136,Forum,Lifestyle,Men,Midwest,Michigan,Woodschester,Eastbay,Retail,47,153.46,7212.62,2769.65,38.4
782,2025-01-27,ADS6457,Forum,Lifestyle,Women,West,Illinois,West Brandonport,Finish Line,Outlet,16,131.99,2111.84,975.67,46.2
783,2024-09-17,ADS8695,Predator,Football,Men,Northeast,New York,Port Markberg,Nordstrom,Online,39,115.16,4491.24,2353.41,52.4
784,2024-08-13,ADS7225,Supernova,Running,Men,Midwest,Georgia,Penastad,Foot Locker,Online,40,216.11,8644.4,3544.2,41.0
785,2024-12-28,ADS7885,Training,Training,Unisex,West,Arizona,New Brandytown,Finish Line,Online,8,209.12,1672.96,874.96,52.3
786,2024-02-24,ADS2250,Terrex,Outdoor,Men,Southeast,Michigan,North Williambury,Eastbay,Outlet,3,86.38,259.14,107.28,41.4
787,2024-07-30,ADS3172,NMD,Lifestyle,Men,West,Pennsylvania,Torresville,Nordstrom,Online,42,43.52,1827.84,855.43,46.8
788,2025-01-19,ADS3812,Predator,Football,Men,Northeast,New York,Port Melanieport,Macys,Outlet,22,105.83,2328.26,938.29,40.3
789,2024-01-01,ADS4052,Forum,Lifestyle,Women,West,New York,Blairmouth,Champs Sports,Outlet,33,89.52,2954.16,1143.26,38.7
790,2024-02-29,ADS4780,NMD,Lifestyle,Men,West,New York,Sanchezchester,Dicks Sporting Goods,Online,24,97.43,2338.32,904.93,38.7
791,2024-02-10,ADS8069,Predator,Football,Men,Midwest,California,North Marc,Finish Line,Outlet,42,52.78,2216.76,1081.78,48.8
792,2024-10-09,ADS1908,X Speedportal,Football,Men,Midwest,Ohio,Torreston,Eastbay,Outlet,29,182.42,5290.18,2444.06,46.2
793,2024-12-14,ADS2292,Forum,Lifestyle,Women,Southwest,Illinois,Port Joel,Finish Line,Online,50,190.83,9541.5,5763.07,60.4
794,2024-08-09,ADS6230,Stan Smith,Lifestyle,Unisex,Southeast,Ohio,East Stacy,Finish Line,Outlet,14,178.9,2504.6,1104.53,44.1
795,2024-07-01,ADS1518,Adizero,Running,Men,West,New York,Lake Amyside,Eastbay,Online,22,49.77,1094.94,545.28,49.8
796,2024-05-19,ADS4081,Supernova,Running,Men,Southwest,Arizona,Port William,Nordstrom,Retail,33,168.06,5545.98,1996.55,36.0
797,2024-10-02,ADS5203,Terrex,Outdoor,Men,Southeast,Florida,South Kennethfort,Foot Locker,Retail,12,248.24,2978.88,1832.01,61.5
798,2025-01-05,ADS9533,Training,Training,Unisex,West,Ohio,Craigville,Nordstrom,Online,30,226.33,6789.9,4365.91,64.3
799,2024-07-21,ADS5466,Training,Training,Unisex,Midwest,Texas,Robertsonstad,Adidas.com,Outlet,18,158.12,2846.16,1189.69,41.8
800,2024-09-26,ADS8765,Adizero,Running,Men,Midwest,Arizona,Benjaminton,Finish Line,Retail,10,38.36,383.6,232.85,60.7
801,2024-07-20,ADS1022,X Speedportal,Football,Men,Northeast,Michigan,Gilmoretown,Foot Locker,Outlet,10,215.92,2159.2,829.13,38.4
802,2024-12-13,ADS4508,Cloudfoam,Casual,Unisex,Southeast,Arizona,Lake Jeremystad,Finish Line,Retail,40,166.43,6657.2,3608.2,54.2
803,2024-06-04,ADS6024,Ultraboost,Running,Women,West,Texas,Hansenside,Foot Locker,Online,21,243.79,5119.59,2114.39,41.3
804,2024-03-26,ADS5908,Adicross,Golf,Men,Southwest,Ohio,North Laura,Champs Sports,Online,3,189.08,567.24,344.31,60.7
805,2024-04-17,ADS3643,Adizero,Running,Men,Southwest,New York,West Alexis,Macys,Retail,27,222.19,5999.13,2615.62,43.6
806,2024-09-26,ADS3914,Adicross,Golf,Men,Northeast,Florida,West Dannyfurt,Nordstrom,Outlet,11,96.02,1056.22,370.73,35.1
807,2024-12-08,ADS3779,X Speedportal,Football,Men,Southeast,Florida,Lake Charlesport,Macys,Online,40,205.51,8220.4,4628.09,56.3
808,2025-03-16,ADS5032,Forum,Lifestyle,Women,Midwest,Florida,Jenniferberg,Macys,Retail,6,214.85,1289.1,741.23,57.5
809,2025-05-14,ADS5246,Training,Training,Unisex,Southwest,California,Jessicatown,Adidas.com,Retail,40,231.31,9252.4,5810.51,62.8
810,2025-06-28,ADS9609,Supernova,Running,Men,Northeast,California,Toniburgh,Eastbay,Outlet,16,206.16,3298.56,2071.5,62.8
811,2025-04-23,ADS2221,Terrex,Outdoor,Men,Midwest,Texas,Douglasview,Dicks Sporting Goods,Online,13,58.3,757.9,341.81,45.1
812,2024-03-06,ADS6537,Superstar,Lifestyle,Unisex,Southwest,Texas,Jacksonborough,Champs Sports,Outlet,41,70.57,2893.37,1105.27,38.2
813,2025-04-03,ADS2407,Supernova,Running,Men,West,Ohio,West George,Macys,Online,22,229.67,5052.74,2430.37,48.1
814,2024-07-09,ADS6892,NMD,Lifestyle,Men,Northeast,New York,Jesustown,Nordstrom,Outlet,13,81.94,1065.22,511.31,48.0
815,2025-03-15,ADS6234,Adizero,Running,Men,West,Texas,Davenportton,Eastbay,Outlet,28,105.68,2959.04,1654.1,55.9
816,2024-06-25,ADS3792,Forum,Lifestyle,Men,West,California,Jacksonville,Nordstrom,Online,47,178.4,8384.8,4125.32,49.2
817,2025-05-06,ADS2902,Copa,Football,Men,Northeast,Illinois,Josephside,Dicks Sporting Goods,Outlet,11,162.42,1786.62,671.77,37.6
818,2025-03-30,ADS1112,X Speedportal,Football,Men,Northeast,Florida,West Brian,Nordstrom,Outlet,19,143.31,2722.89,1042.87,38.3
819,2024-02-19,ADS2982,Training,Training,Unisex,Midwest,New York,Lake Robinborough,Champs Sports,Retail,38,228.78,8693.64,3538.31,40.7
820,2025-06-09,ADS1500,Stan Smith,Lifestyle,Unisex,Northeast,Pennsylvania,West Keithshire,Macys,Online,8,36.23,289.84,173.61,59.9
821,2025-04-09,ADS6033,Stan Smith,Lifestyle,Unisex,Southwest,Arizona,Mccallshire,Champs Sports,Retail,33,46.1,1521.3,827.59,54.4
822,2024-08-25,ADS9887,Terrex,Outdoor,Men,Southeast,Pennsylvania,Katherinestad,Dicks Sporting Goods,Outlet,35,169.21,5922.35,2203.11,37.2
823,2025-02-03,ADS6356,Forum,Lifestyle,Men,West,Texas,New Craig,Champs Sports,Retail,25,88.17,2204.25,1073.47,48.7
824,2024-08-27,ADS6134,X Speedportal,Football,Men,Southeast,New York,East Kristen,Foot Locker,Outlet,37,184.18,6814.66,2637.27,38.7
825,2025-06-29,ADS9476,Ultraboost,Running,Men,Midwest,New York,North Staceymouth,Finish Line,Online,7,226.87,1588.09,646.35,40.7
826,2024-01-09,ADS4863,Terrex,Outdoor,Men,Midwest,New York,Lake Annettetown,Macys,Outlet,35,121.57,4254.95,2467.87,58.0
827,2024-01-01,ADS5125,Ultraboost,Running,Men,Southwest,New York,Port Kathryn,Champs Sports,Retail,10,191.36,1913.6,1174.95,61.4
828,2024-05-09,ADS3284,Adizero,Running,Men,Midwest,Florida,Logantown,Macys,Online,50,170.39,8519.5,3382.24,39.7
829,2024-06-18,ADS8343,Predator,Football,Men,Southwest,Georgia,South Elizabeth,Adidas.com,Retail,29,150.43,4362.47,2573.86,59.0
830,2025-02-04,ADS9769,Stan Smith,Lifestyle,Unisex,Southwest,Georgia,Wallmouth,Champs Sports,Retail,47,168.1,7900.7,3231.39,40.9
831,2024-03-13,ADS9179,Copa,Football,Men,Southwest,New York,Marshmouth,Foot Locker,Online,35,46.14,1614.9,904.34,56.0
832,2024-03-08,ADS1848,Ultraboost,Running,Women,Northeast,Florida,Port Kathleenland,Finish Line,Outlet,12,174.81,2097.72,1233.46,58.8
833,2025-05-12,ADS1305,Supernova,Running,Men,West,Pennsylvania,Lucashaven,Dicks Sporting Goods,Retail,24,224.73,5393.52,3268.47,60.6
834,2024-09-04,ADS3995,Ultraboost,Running,Women,Southwest,Ohio,Jenniferland,Macys,Online,9,207.93,1871.37,847.73,45.3
835,2024-02-28,ADS4397,Cloudfoam,Casual,Unisex,West,New York,Audreyhaven,Eastbay,Retail,43,195.16,8391.88,5429.55,64.7
836,2024-05-26,ADS4596,Predator,Football,Men,West,Texas,North Michael,Dicks Sporting Goods,Outlet,21,159.9,3357.9,1880.42,56.0
837,2024-03-14,ADS3726,NMD,Lifestyle,Men,Southwest,Michigan,West Moniqueport,Champs Sports,Outlet,42,230.18,9667.56,3944.36,40.8
838,2025-06-24,ADS5492,Ultraboost,Running,Men,Southeast,Florida,Stevenmouth,Nordstrom,Retail,48,137.79,6613.92,4140.31,62.6
839,2024-09-07,ADS4854,Predator,Football,Men,Northeast,Texas,North Kennethshire,Champs Sports,Outlet,40,52.0,2080.0,1104.48,53.1
840,2024-04-01,ADS5086,Superstar,Lifestyle,Unisex,Midwest,Pennsylvania,East Reginabury,Adidas.com,Retail,42,180.01,7560.42,3077.09,40.7
841,2024-08-11,ADS8855,Ultraboost,Running,Men,Midwest,California,New Crystalburgh,Macys,Outlet,42,210.25,8830.5,3099.51,35.1
842,2024-06-04,ADS7545,Copa,Football,Men,Southeast,Ohio,Jensenchester,Eastbay,Retail,40,176.6,7064.0,3772.18,53.4
843,2025-03-22,ADS2158,NMD,Lifestyle,Women,Southeast,Michigan,North Julie,Adidas.com,Retail,27,124.47,3360.69,1303.95,38.8
844,2024-11-11,ADS5578,Terrex,Outdoor,Men,Midwest,Illinois,Lake Paul,Dicks Sporting Goods,Online,50,50.69,2534.5,1513.1,59.7
845,2024-02-24,ADS4095,Terrex,Outdoor,Men,Northeast,Ohio,Taylorburgh,Foot Locker,Retail,22,160.28,3526.16,1339.94,38.0
846,2024-08-13,ADS6806,Copa,Football,Men,Northeast,Texas,West Christopherland,Adidas.com,Outlet,27,55.7,1503.9,619.61,41.2
847,2025-02-19,ADS4774,Cloudfoam,Casual,Unisex,Southwest,Florida,South Shannon,Champs Sports,Retail,22,142.05,3125.1,1193.79,38.2
848,2025-06-13,ADS5125,Ultraboost,Running,Men,Northeast,Pennsylvania,Lake Brandon,Finish Line,Retail,22,237.7,5229.4,2980.76,57.0
849,2024-07-18,ADS8976,Stan Smith,Lifestyle,Unisex,West,Pennsylvania,North Brian,Adidas.com,Outlet,17,65.24,1109.08,432.54,39.0
850,2025-06-11,ADS9929,NMD,Lifestyle,Men,Northeast,New York,South Erika,Foot Locker,Retail,44,224.96,9898.24,3979.09,40.2
851,2025-02-16,ADS4769,Adizero,Running,Men,Midwest,Illinois,Lake Bruceview,Eastbay,Outlet,34,225.67,7672.78,4565.3,59.5
852,2024-03-15,ADS3641,Adicross,Golf,Men,Southwest,Ohio,North Mark,Champs Sports,Online,8,223.63,1789.04,663.73,37.1
853,2024-01-06,ADS6010,Forum,Lifestyle,Women,West,Florida,Kellyberg,Finish Line,Online,14,226.6,3172.4,1176.96,37.1
854,2024-11-04,ADS4944,Ultraboost,Running,Men,Northeast,Georgia,West Sarahfurt,Nordstrom,Outlet,33,249.21,8223.93,3873.47,47.1
855,2024-06-25,ADS9725,X Speedportal,Football,Men,Northeast,Michigan,Lisaton,Adidas.com,Online,2,179.77,359.54,128.72,35.8
856,2025-02-09,ADS1613,Cloudfoam,Casual,Unisex,Northeast,New York,Rodneyborough,Foot Locker,Outlet,24,99.04,2376.96,1342.98,56.5
857,2024-02-02,ADS9912,Stan Smith,Lifestyle,Unisex,Northeast,Pennsylvania,South Beverly,Adidas.com,Online,46,100.48,4622.08,1969.01,42.6
858,2024-12-03,ADS8710,NMD,Lifestyle,Women,West,Pennsylvania,Housefurt,Finish Line,Online,28,91.28,2555.84,943.1,36.9
859,2024-09-08,ADS1176,Adizero,Running,Men,Southeast,New York,Stacychester,Adidas.com,Retail,39,95.53,3725.67,1944.8,52.2
860,2025-04-01,ADS4490,NMD,Lifestyle,Men,Southeast,Illinois,Hallfort,Macys,Online,43,173.51,7460.93,3723.0,49.9
861,2024-10-24,ADS1737,Forum,Lifestyle,Men,Northeast,Illinois,Jamesland,Champs Sports,Online,24,44.33,1063.92,393.65,37.0
862,2024-06-10,ADS2998,Adizero,Running,Men,Southeast,Ohio,West Rachelhaven,Nordstrom,Retail,19,37.58,714.02,273.47,38.3
863,2024-10-20,ADS8739,Ultraboost,Running,Women,Southeast,New York,East Robert,Finish Line,Outlet,9,157.81,1420.29,516.99,36.4
864,2025-01-18,ADS2394,Terrex,Outdoor,Men,Southwest,Georgia,Holmesmouth,Foot Locker,Outlet,45,126.0,5670.0,2772.63,48.9
865,2024-04-27,ADS9139,NMD,Lifestyle,Women,West,Pennsylvania,South Johnport,Eastbay,Retail,39,207.16,8079.24,4984.89,61.7
866,2024-07-22,ADS4567,Forum,Lifestyle,Women,West,Pennsylvania,East Hectorville,Eastbay,Outlet,24,193.14,4635.36,2822.93,60.9
867,2025-05-28,ADS2376,Adizero,Running,Men,West,Arizona,Nicoleport,Finish Line,Outlet,14,62.69,877.66,466.92,53.2
868,2025-01-08,ADS9301,Ultraboost,Running,Women,Southwest,Florida,Pamelachester,Adidas.com,Retail,11,173.29,1906.19,691.95,36.3
869,2025-05-04,ADS9213,Terrex,Outdoor,Men,Southwest,Michigan,Josephton,Foot Locker,Outlet,17,60.14,1022.38,455.98,44.6
870,2024-08-12,ADS9823,Ultraboost,Running,Women,West,California,New Antoniostad,Eastbay,Outlet,15,213.08,3196.2,1387.15,43.4
871,2024-08-17,ADS5062,Training,Training,Unisex,Northeast,Ohio,Mcfarlandmouth,Eastbay,Retail,47,202.45,9515.15,5261.88,55.3
872,2024-05-20,ADS2737,NMD,Lifestyle,Women,West,Ohio,West Matthew,Finish Line,Outlet,13,106.26,1381.38,859.22,62.2
873,2025-04-17,ADS5569,Training,Training,Unisex,Midwest,Arizona,Johnsonburgh,Finish Line,Online,3,189.86,569.58,261.44,45.9
874,2024-04-20,ADS5123,Superstar,Lifestyle,Unisex,Northeast,Georgia,Adkinsview,Finish Line,Outlet,44,131.33,5778.52,2999.05,51.9
875,2024-09-14,ADS1893,Adicross,Golf,Men,Southwest,Texas,North Moniqueport,Nordstrom,Online,30,217.2,6516.0,2300.15,35.3
876,2024-04-04,ADS6674,Ultraboost,Running,Women,Midwest,Ohio,Lynnberg,Nordstrom,Online,18,155.17,2793.06,1133.98,40.6
877,2024-01-14,ADS8375,Adicross,Golf,Men,West,Arizona,Johnsonberg,Champs Sports,Retail,49,92.4,4527.6,2739.2,60.5
878,2025-02-09,ADS9815,Ultraboost,Running,Women,West,New York,Gentryside,Dicks Sporting Goods,Online,33,185.19,6111.27,3740.1,61.2
879,2024-03-04,ADS1149,Supernova,Running,Men,Midwest,California,North Jose,Macys,Retail,30,194.16,5824.8,3401.68,58.4
880,2025-05-11,ADS2730,Adizero,Running,Men,Southwest,Ohio,Port Lisaside,Eastbay,Outlet,12,247.24,2966.88,1302.46,43.9
881,2024-03-26,ADS1376,Ultraboost,Running,Men,Midwest,Michigan,Brooksmouth,Champs Sports,Retail,18,226.89,4084.02,1543.76,37.8
882,2025-05-21,ADS5479,Forum,Lifestyle,Women,Southeast,Georgia,South Darlene,Dicks Sporting Goods,Retail,27,52.59,1419.93,606.31,42.7
883,2024-12-29,ADS5239,Copa,Football,Men,West,Michigan,Lake Jenniferville,Champs Sports,Retail,32,212.1,6787.2,2497.69,36.8
884,2024-03-17,ADS9226,Adizero,Running,Men,Southwest,Pennsylvania,South Angelaside,Adidas.com,Online,2,59.72,119.44,76.92,64.4
885,2024-11-05,ADS5673,Predator,Football,Men,Midwest,Florida,Nguyenfurt,Adidas.com,Retail,30,68.76,2062.8,1202.61,58.3
886,2025-04-15,ADS9685,Predator,Football,Men,West,Arizona,South Antoniostad,Eastbay,Outlet,25,63.94,1598.5,875.98,54.8
887,2024-11-02,ADS4502,X Speedportal,Football,Men,Northeast,Illinois,Robertmouth,Finish Line,Outlet,44,164.15,7222.6,2657.92,36.8
888,2024-09-24,ADS9195,Forum,Lifestyle,Men,West,Arizona,East Elizabethtown,Dicks Sporting Goods,Retail,29,207.6,6020.4,3232.95,53.7
889,2024-06-28,ADS1365,Training,Training,Unisex,Midwest,Michigan,Anthonytown,Foot Locker,Online,11,215.92,2375.12,1033.18,43.5
890,2024-08-25,ADS5725,NMD,Lifestyle,Men,Southeast,New York,Ryanmouth,Finish Line,Online,33,47.73,1575.09,752.89,47.8
891,2024-04-30,ADS7088,X Speedportal,Football,Men,Northeast,Michigan,Ryanview,Foot Locker,Online,45,233.3,10498.5,4871.3,46.4
892,2024-07-01,ADS8776,Ultraboost,Running,Women,Northeast,California,Ballchester,Finish Line,Retail,6,113.95,683.7,423.21,61.9
893,2025-04-17,ADS3532,Predator,Football,Men,Midwest,Georgia,Allenfurt,Eastbay,Retail,30,229.26,6877.8,2964.33,43.1
894,2024-12-19,ADS7224,Ultraboost,Running,Men,Southeast,Ohio,New Zacharyborough,Foot Locker,Outlet,45,244.09,10984.05,4931.84,44.9
895,2024-03-14,ADS5224,Stan Smith,Lifestyle,Unisex,Northeast,Texas,Cookmouth,Foot Locker,Outlet,5,79.18,395.9,235.96,59.6
896,2024-11-04,ADS9008,Ultraboost,Running,Men,Northeast,Florida,West Jessicashire,Champs Sports,Outlet,2,172.62,345.24,160.19,46.4
897,2025-02-17,ADS3106,NMD,Lifestyle,Men,Southeast,Texas,Stephensstad,Macys,Retail,3,46.34,139.02,63.67,45.8
898,2024-10-31,ADS8171,Superstar,Lifestyle,Unisex,Southeast,Ohio,West Regina,Finish Line,Outlet,28,174.05,4873.4,2850.94,58.5
899,2025-05-09,ADS2964,X Speedportal,Football,Men,Northeast,Georgia,Lake Cherylfort,Foot Locker,Outlet,21,179.0,3759.0,2187.74,58.2
900,2024-09-26,ADS6096,Adicross,Golf,Men,Midwest,New York,Allenmouth,Champs Sports,Outlet,40,178.64,7145.6,3722.86,52.1
901,2025-03-05,ADS8185,Adizero,Running,Men,Midwest,Michigan,South Jason,Dicks Sporting Goods,Retail,22,149.8,3295.6,1463.25,44.4
902,2024-12-22,ADS1983,NMD,Lifestyle,Women,West,Texas,Jonathantown,Macys,Outlet,42,62.36,2619.12,1406.47,53.7
903,2025-06-27,ADS3188,Copa,Football,Men,Southeast,Ohio,Johnsonberg,Nordstrom,Outlet,12,243.01,2916.12,1720.51,59.0
904,2024-05-27,ADS4379,Predator,Football,Men,Midwest,New York,North Brandonhaven,Adidas.com,Retail,33,212.48,7011.84,2573.35,36.7
905,2025-05-15,ADS9144,Ultraboost,Running,Men,West,Texas,New Nathanberg,Eastbay,Online,32,234.1,7491.2,3333.58,44.5
906,2025-03-02,ADS6867,Terrex,Outdoor,Men,Southeast,Illinois,Aliville,Eastbay,Retail,19,90.74,1724.06,1075.81,62.4
907,2025-01-11,ADS5480,Forum,Lifestyle,Women,West,Georgia,Lake Pamela,Macys,Outlet,19,138.72,2635.68,1539.24,58.4
908,2024-03-06,ADS1866,Predator,Football,Men,Northeast,Georgia,Lake Tony,Adidas.com,Retail,28,42.29,1184.12,515.09,43.5
909,2024-07-03,ADS8117,NMD,Lifestyle,Women,Southeast,Pennsylvania,East Alisonmouth,Nordstrom,Retail,25,233.64,5841.0,2564.2,43.9
910,2024-03-28,ADS6761,NMD,Lifestyle,Men,Midwest,Georgia,Joshuaview,Adidas.com,Outlet,38,141.82,5389.16,2252.67,41.8
911,2025-04-18,ADS5164,Forum,Lifestyle,Men,Northeast,Pennsylvania,Johnstad,Dicks Sporting Goods,Retail,2,65.04,130.08,80.13,61.6
912,2024-12-10,ADS8128,X Speedportal,Football,Men,Northeast,Texas,Lake Christine,Champs Sports,Online,23,209.11,4809.53,2736.62,56.9
913,2024-11-19,ADS8679,Predator,Football,Men,Northeast,Pennsylvania,Port Troy,Dicks Sporting Goods,Retail,41,65.39,2680.99,1536.21,57.3
914,2024-08-02,ADS5860,Stan Smith,Lifestyle,Unisex,Southeast,Texas,South Melaniebury,Champs Sports,Online,7,112.52,787.64,442.65,56.2
915,2024-06-10,ADS4786,NMD,Lifestyle,Men,West,Illinois,Vernonview,Finish Line,Outlet,4,63.31,253.24,138.02,54.5
916,2024-06-23,ADS3532,NMD,Lifestyle,Women,Southwest,Michigan,New Williemouth,Nordstrom,Online,17,235.9,4010.3,2542.53,63.4
917,2025-02-10,ADS5335,Predator,Football,Men,West,Georgia,Rodriguezside,Macys,Retail,32,126.89,4060.48,2139.87,52.7
918,2024-09-21,ADS6800,Copa,Football,Men,Southwest,Michigan,Reginaldland,Foot Locker,Online,48,164.97,7918.56,4901.59,61.9
919,2025-03-20,ADS5716,Ultraboost,Running,Women,Southeast,Pennsylvania,Hillburgh,Foot Locker,Outlet,47,190.9,8972.3,3436.39,38.3
920,2025-01-25,ADS5585,Predator,Football,Men,Northeast,New York,Villanuevachester,Finish Line,Outlet,10,63.54,635.4,400.3,63.0
921,2024-05-05,ADS8795,NMD,Lifestyle,Men,Southwest,Texas,Moralesland,Eastbay,Retail,43,119.74,5148.82,3212.86,62.4
922,2025-01-09,ADS1662,X Speedportal,Football,Men,Midwest,Georgia,West Jacobland,Nordstrom,Outlet,50,187.76,9388.0,5163.4,55.0
923,2024-02-03,ADS4791,Terrex,Outdoor,Men,West,Texas,Maryview,Foot Locker,Online,11,56.35,619.85,319.84,51.6
924,2024-04-26,ADS3150,Terrex,Outdoor,Men,West,Arizona,Shariburgh,Dicks Sporting Goods,Online,9,36.41,327.69,184.16,56.2
925,2025-04-28,ADS6546,Forum,Lifestyle,Women,West,Ohio,West Christine,Dicks Sporting Goods,Outlet,19,201.61,3830.59,2122.15,55.4
926,2024-02-10,ADS5471,Stan Smith,Lifestyle,Unisex,Southeast,Florida,Lake Cynthia,Finish Line,Retail,27,130.11,3512.97,1745.95,49.7
927,2025-01-01,ADS8484,X Speedportal,Football,Men,Southeast,New York,Lake Stephanieville,Eastbay,Outlet,49,81.66,4001.34,1676.56,41.9
928,2025-04-24,ADS4065,NMD,Lifestyle,Men,Northeast,Ohio,Lake Nicole,Foot Locker,Online,50,165.7,8285.0,4755.59,57.4
929,2024-07-17,ADS3705,Ultraboost,Running,Men,Northeast,Illinois,North Tiffanychester,Finish Line,Outlet,1,64.66,64.66,32.14,49.7
930,2024-12-26,ADS7269,X Speedportal,Football,Men,Midwest,Florida,Lake Bethanyberg,Eastbay,Online,45,240.06,10802.7,5476.97,50.7
931,2024-09-13,ADS1431,Terrex,Outdoor,Men,Midwest,New York,New Brittney,Adidas.com,Outlet,31,229.06,7100.86,3017.87,42.5
932,2024-01-24,ADS6920,NMD,Lifestyle,Men,Northeast,Pennsylvania,Williamsport,Finish Line,Online,30,49.08,1472.4,613.99,41.7
