session_id,date,customer_id,utm_source,utm_medium,landing_page,product_viewed,added_to_cart,reached_checkout,purchase_completed,revenue,device_type,browser,country,city,new_vs_returning,session_duration_sec,pages_visited,abandonment_reason
744,2025-01-07,CUST0744,Instagram,cpc,/sale,Yes,No,No,No,0,Mobile,Opera,FR,North Crystalton,Returning,361,10,Cart Not Initiated
745,2024-09-10,CUST0745,Google Ads,social,/products,Yes,No,No,No,0,Tablet,Safari,UK,Bethborough,Returning,276,15,Cart Not Initiated
746,2025-02-02,CUST0746,Pinterest,social,/products,Yes,Yes,Yes,Yes,452.47,Mobile,Firefox,JP,South Luisview,Returning,558,6,
747,2024-07-22,CUST0747,Referral,cpc,/products,Yes,Yes,Yes,Yes,203.72,Desktop,Opera,MX,South Joshua,New Visitor,442,3,
748,2024-12-11,CUST0748,Instagram,cpc,/products,No,No,No,No,0,Mobile,Chrome,CA,Tonyburgh,New Visitor,7,3,Bounced
749,2025-03-11,CUST0749,Pinterest,organic,/products,No,No,No,No,0,Mobile,Edge,UK,Bakerhaven,New Visitor,20,1,Bounced
750,2024-08-26,CUST0750,Pinterest,social,/collections,Yes,No,No,No,0,Mobile,Opera,US,New Scott,New Visitor,130,7,Cart Not Initiated
751,2025-03-29,CUST0751,TikTok,referral,/products,No,No,No,No,0,Desktop,Opera,BR,East Justin,New Visitor,27,1,Bounced
752,2024-12-25,CUST0752,Organic Search,social,/sale,Yes,Yes,Yes,Yes,394.88,Mobile,Edge,CA,Gutierrezhaven,Returning,318,3,
753,2024-09-08,CUST0753,Pinterest,social,/about,Yes,No,No,No,0,Mobile,Chrome,CA,New Ericland,Returning,577,7,Cart Not Initiated
754,2024-08-01,CUST0754,Organic Search,social,/collections,Yes,Yes,Yes,No,0,Mobile,Safari,BR,South Lindseyview,Returning,362,11,Price Comparison
755,2024-11-20,CUST0755,Organic Search,email,/sale,Yes,Yes,Yes,No,0,Desktop,Edge,UK,Watersborough,Returning,156,9,Slow Loading
756,2024-08-31,CUST0756,Direct,social,/about,Yes,No,No,No,0,Mobile,Firefox,BR,North Chloechester,Returning,30,3,Cart Not Initiated
757,2024-08-17,CUST0757,Google Ads,referral,/sale,Yes,Yes,No,No,0,Tablet,Opera,DE,South Jessica,Returning,441,15,Checkout Abandoned
758,2025-02-28,CUST0758,Direct,organic,/sale,Yes,No,No,No,0,Mobile,Firefox,DE,Mistyside,Returning,270,13,Cart Not Initiated
759,2024-06-14,CUST0759,TikTok,social,/about,No,No,No,No,0,Mobile,Safari,UK,New Anthonyfurt,New Visitor,18,3,Bounced
760,2024-12-04,CUST0760,Pinterest,cpc,/,Yes,Yes,Yes,No,0,Mobile,Safari,FR,Cliffordbury,New Visitor,307,7,No Reason
761,2025-02-20,CUST0761,Instagram,cpc,/,Yes,Yes,Yes,Yes,458.86,Mobile,Safari,UK,Port Andrew,Returning,315,10,
762,2025-01-23,CUST0762,Referral,cpc,/products,Yes,No,No,No,0,Mobile,Chrome,UK,Rivasshire,Returning,362,11,Cart Not Initiated
763,2024-08-03,CUST0763,Twitter,social,/,Yes,Yes,Yes,No,0,Tablet,Chrome,AU,East Kennethfurt,Returning,553,3,Complex Checkout
764,2024-09-14,CUST0764,Twitter,social,/about,Yes,No,No,No,0,Desktop,Edge,IN,North Maria,New Visitor,550,10,Cart Not Initiated
765,2024-08-26,CUST0765,Instagram,cpc,/products,Yes,Yes,Yes,No,0,Tablet,Edge,FR,Johnsonburgh,Returning,388,13,High Shipping Cost
766,2024-11-03,CUST0766,TikTok,email,/collections,Yes,Yes,Yes,No,0,Mobile,Opera,BR,New Meghanland,New Visitor,537,7,High Shipping Cost
767,2025-06-18,CUST0767,Email,email,/,No,No,No,No,0,Tablet,Safari,MX,South Warren,Returning,30,2,Bounced
768,2025-06-01,CUST0768,Referral,referral,/about,Yes,Yes,Yes,No,0,Tablet,Firefox,DE,Samuelberg,New Visitor,528,9,Slow Loading
769,2024-09-28,CUST0769,Pinterest,organic,/about,Yes,Yes,No,No,0,Desktop,Safari,BR,Ingramfort,Returning,301,15,Checkout Abandoned
770,2025-06-24,CUST0770,Organic Search,organic,/,Yes,No,No,No,0,Desktop,Edge,FR,Davisbury,Returning,534,15,Cart Not Initiated
771,2025-03-26,CUST0771,Pinterest,cpc,/sale,Yes,Yes,No,No,0,Desktop,Opera,AU,New Daniel,Returning,383,8,Checkout Abandoned
772,2025-03-21,CUST0772,Email,cpc,/collections,Yes,Yes,Yes,No,0,Tablet,Edge,FR,South Timothyfort,Returning,494,8,No Reason
773,2024-11-08,CUST0773,Facebook Ads,social,/about,Yes,No,No,No,0,Tablet,Opera,FR,Waltonborough,Returning,493,14,Cart Not Initiated
774,2024-10-18,CUST0774,Facebook Ads,organic,/sale,Yes,Yes,No,No,0,Desktop,Safari,DE,Rodriguezmouth,Returning,180,13,Checkout Abandoned
775,2025-01-26,CUST0775,Pinterest,referral,/collections,Yes,Yes,No,No,0,Mobile,Edge,MX,Lake Tiffanyshire,Returning,163,2,Checkout Abandoned
776,2025-05-24,CUST0776,Organic Search,referral,/about,Yes,Yes,Yes,Yes,447.63,Tablet,Chrome,JP,New Martinchester,Returning,211,12,
777,2024-11-17,CUST0777,Instagram,email,/sale,Yes,No,No,No,0,Tablet,Chrome,US,Danielmouth,Returning,104,3,Cart Not Initiated
778,2024-09-02,CUST0778,Google Ads,referral,/,Yes,Yes,Yes,Yes,195.38,Desktop,Opera,DE,South Vicki,Returning,565,15,
779,2025-06-14,CUST0779,Email,cpc,/products,Yes,Yes,Yes,Yes,152.05,Mobile,Opera,MX,Christophershire,New Visitor,353,2,
780,2024-10-26,CUST0780,Pinterest,organic,/collections,Yes,No,No,No,0,Mobile,Opera,BR,New Tiffanyshire,New Visitor,383,15,Cart Not Initiated
781,2025-04-29,CUST0781,TikTok,social,/about,Yes,No,No,No,0,Desktop,Chrome,US,Port Alexis,Returning,352,11,Cart Not Initiated
782,2024-11-12,CUST0782,Facebook Ads,cpc,/,Yes,Yes,Yes,Yes,38.8,Tablet,Opera,FR,Port Samantha,New Visitor,266,15,
783,2025-01-19,CUST0783,Facebook Ads,cpc,/,Yes,Yes,No,No,0,Tablet,Safari,BR,Wilsonbury,New Visitor,412,13,Checkout Abandoned
784,2024-08-13,CUST0784,Organic Search,social,/products,Yes,Yes,No,No,0,Desktop,Safari,US,Lake David,Returning,103,9,Checkout Abandoned
785,2025-03-11,CUST0785,Pinterest,social,/products,Yes,No,No,No,0,Mobile,Chrome,US,Moorefort,Returning,432,10,Cart Not Initiated
786,2025-06-02,CUST0786,Google Ads,referral,/products,Yes,Yes,No,No,0,Mobile,Opera,MX,Andrewburgh,Returning,502,13,Checkout Abandoned
787,2024-12-10,CUST0787,Organic Search,email,/about,Yes,Yes,Yes,No,0,Tablet,Opera,DE,North Nicholas,Returning,340,15,Payment Failed
788,2024-12-13,CUST0788,Instagram,email,/products,Yes,No,No,No,0,Mobile,Safari,JP,Lake Melissaport,Returning,598,5,Cart Not Initiated
789,2024-10-19,CUST0789,Organic Search,email,/products,Yes,Yes,No,No,0,Tablet,Opera,FR,South Heidimouth,New Visitor,169,4,Checkout Abandoned
790,2024-11-01,CUST0790,Instagram,referral,/sale,Yes,No,No,No,0,Desktop,Chrome,FR,Douglasbury,Returning,207,8,Cart Not Initiated
791,2025-03-13,CUST0791,Facebook Ads,email,/about,Yes,No,No,No,0,Mobile,Firefox,DE,Andersonstad,Returning,16,3,Cart Not Initiated
792,2024-12-16,CUST0792,Direct,cpc,/products,Yes,Yes,No,No,0,Tablet,Chrome,JP,Danielmouth,New Visitor,222,6,Checkout Abandoned
793,2024-12-11,CUST0793,Pinterest,social,/sale,Yes,Yes,Yes,Yes,170.82,Desktop,Edge,JP,Morganfurt,Returning,467,4,
794,2025-06-16,CUST0794,Direct,email,/collections,Yes,No,No,No,0,Tablet,Firefox,UK,Timothymouth,Returning,534,14,Cart Not Initiated
795,2025-02-19,CUST0795,TikTok,email,/sale,Yes,Yes,No,No,0,Desktop,Firefox,UK,Port Ryan,New Visitor,342,15,Checkout Abandoned
796,2025-03-01,CUST0796,Organic Search,referral,/about,Yes,Yes,No,No,0,Desktop,Firefox,IN,Loganberg,Returning,380,13,Checkout Abandoned
797,2024-06-01,CUST0797,Email,cpc,/sale,Yes,Yes,Yes,Yes,172.6,Tablet,Firefox,MX,Fisherhaven,New Visitor,429,14,
798,2024-11-22,CUST0798,Pinterest,email,/about,Yes,Yes,No,No,0,Tablet,Opera,FR,East Lisaburgh,New Visitor,387,3,Checkout Abandoned
799,2025-01-16,CUST0799,Twitter,referral,/sale,No,No,No,No,0,Desktop,Opera,AU,Arianaburgh,Returning,11,2,Bounced
800,2025-06-23,CUST0800,Email,social,/products,Yes,Yes,Yes,No,0,Tablet,Opera,DE,New Karlmouth,New Visitor,61,8,No Reason
801,2025-01-05,CUST0801,Facebook Ads,organic,/,No,No,No,No,0,Desktop,Opera,AU,Williehaven,Returning,15,1,Bounced
802,2024-09-28,CUST0802,Google Ads,organic,/,Yes,No,No,No,0,Desktop,Edge,CA,West Cynthiaview,New Visitor,131,12,Cart Not Initiated
803,2024-12-16,CUST0803,Pinterest,email,/about,Yes,No,No,No,0,Desktop,Firefox,DE,Hansenview,New Visitor,504,8,Cart Not Initiated
804,2024-10-01,CUST0804,Google Ads,cpc,/,No,No,No,No,0,Desktop,Opera,DE,New Anthony,Returning,27,3,Bounced
805,2024-09-17,CUST0805,Direct,cpc,/about,Yes,Yes,No,No,0,Mobile,Chrome,CA,South Jessicabury,New Visitor,379,14,Checkout Abandoned
806,2024-12-06,CUST0806,Google Ads,organic,/about,Yes,No,No,No,0,Tablet,Chrome,BR,Jackiefort,Returning,269,5,Cart Not Initiated
807,2025-03-29,CUST0807,Organic Search,organic,/collections,Yes,No,No,No,0,Mobile,Edge,AU,Fryeside,Returning,301,14,Cart Not Initiated
808,2024-07-17,CUST0808,Google Ads,email,/about,No,No,No,No,0,Desktop,Safari,US,Oliviaton,Returning,24,3,Bounced
809,2025-04-20,CUST0809,Pinterest,organic,/products,Yes,No,No,No,0,Desktop,Safari,IN,South Patrickport,Returning,479,4,Cart Not Initiated
810,2024-09-21,CUST0810,Instagram,cpc,/sale,No,No,No,No,0,Mobile,Firefox,IN,Martinezville,Returning,19,3,Bounced
811,2025-01-18,CUST0811,Direct,organic,/products,No,No,No,No,0,Desktop,Opera,BR,Bretttown,Returning,26,1,Bounced
812,2024-10-29,CUST0812,Instagram,cpc,/about,No,No,No,No,0,Desktop,Firefox,BR,Karlaburgh,New Visitor,30,3,Bounced
813,2024-10-26,CUST0813,Email,organic,/products,No,No,No,No,0,Mobile,Opera,DE,Lake Brandistad,New Visitor,30,3,Bounced
814,2024-11-20,CUST0814,Instagram,organic,/products,Yes,Yes,Yes,Yes,65.02,Mobile,Chrome,AU,Lake Jeffrey,Returning,291,10,
815,2025-04-05,CUST0815,Google Ads,referral,/products,Yes,Yes,No,No,0,Desktop,Chrome,FR,Hernandezberg,Returning,101,15,Checkout Abandoned
816,2024-11-05,CUST0816,Referral,organic,/sale,Yes,No,No,No,0,Mobile,Edge,BR,Robertshire,Returning,74,4,Cart Not Initiated
817,2025-05-21,CUST0817,Referral,cpc,/sale,No,No,No,No,0,Desktop,Chrome,AU,Guzmanton,Returning,7,3,Bounced
818,2024-09-16,CUST0818,Pinterest,organic,/,Yes,No,No,No,0,Mobile,Safari,AU,Brittanyhaven,New Visitor,374,13,Cart Not Initiated
819,2024-07-12,CUST0819,Pinterest,organic,/about,Yes,Yes,No,No,0,Mobile,Chrome,DE,Port Cory,Returning,28,4,Checkout Abandoned
820,2025-05-09,CUST0820,Referral,referral,/,Yes,Yes,No,No,0,Tablet,Chrome,US,Pottsmouth,Returning,151,14,Checkout Abandoned
821,2024-06-04,CUST0821,Google Ads,referral,/collections,Yes,Yes,Yes,No,0,Desktop,Safari,FR,West Brittany,Returning,346,5,Price Comparison
822,2025-06-29,CUST0822,Organic Search,organic,/,Yes,No,No,No,0,Mobile,Chrome,FR,West Caroltown,Returning,265,8,Cart Not Initiated
823,2024-11-03,CUST0823,Twitter,email,/,Yes,No,No,No,0,Mobile,Opera,CA,Carterburgh,Returning,549,7,Cart Not Initiated
824,2025-03-10,CUST0824,Direct,cpc,/about,No,No,No,No,0,Tablet,Safari,AU,New Michaelborough,Returning,26,3,Bounced
825,2024-10-28,CUST0825,Direct,social,/,Yes,Yes,Yes,No,0,Desktop,Safari,UK,Judithside,New Visitor,401,11,Slow Loading
826,2024-09-16,CUST0826,Facebook Ads,organic,/products,Yes,Yes,Yes,Yes,433.01,Desktop,Opera,AU,Owenfort,Returning,170,14,
827,2024-11-22,CUST0827,Organic Search,organic,/,Yes,Yes,Yes,No,0,Tablet,Edge,DE,Youngborough,Returning,566,12,Account Required
828,2024-12-02,CUST0828,Direct,email,/about,Yes,Yes,Yes,Yes,213.14,Mobile,Chrome,AU,Jonesshire,Returning,408,5,
829,2024-08-10,CUST0829,Email,email,/about,Yes,No,No,No,0,Tablet,Chrome,UK,Nataliemouth,New Visitor,13,9,Cart Not Initiated
830,2024-09-02,CUST0830,Direct,organic,/about,Yes,No,No,No,0,Desktop,Edge,IN,New Jamieport,Returning,523,2,Cart Not Initiated
831,2025-03-17,CUST0831,Pinterest,social,/products,Yes,No,No,No,0,Mobile,Edge,UK,Martinezshire,Returning,533,6,Cart Not Initiated
832,2024-06-26,CUST0832,Pinterest,email,/,Yes,Yes,Yes,No,0,Tablet,Firefox,IN,North Christianborough,New Visitor,327,12,No Reason
833,2025-06-13,CUST0833,Twitter,referral,/,Yes,Yes,Yes,Yes,409.47,Desktop,Edge,UK,North Steven,Returning,48,11,
834,2024-10-17,CUST0834,Pinterest,cpc,/,No,No,No,No,0,Tablet,Safari,BR,Ericton,Returning,3,2,Bounced
835,2025-03-09,CUST0835,Google Ads,cpc,/collections,Yes,Yes,No,No,0,Desktop,Edge,CA,Sarachester,Returning,231,2,Checkout Abandoned
836,2024-12-10,CUST0836,Organic Search,email,/about,No,No,No,No,0,Tablet,Chrome,MX,New Stephanie,Returning,21,2,Bounced
837,2024-08-24,CUST0837,Pinterest,email,/products,Yes,Yes,No,No,0,Tablet,Opera,BR,Crossfort,Returning,44,4,Checkout Abandoned
838,2025-02-23,CUST0838,Pinterest,social,/about,No,No,No,No,0,Tablet,Safari,AU,West Janetfort,Returning,5,2,Bounced
839,2024-07-25,CUST0839,TikTok,cpc,/,Yes,Yes,Yes,Yes,86.54,Tablet,Chrome,JP,New Christopherhaven,Returning,402,10,
840,2024-08-25,CUST0840,Organic Search,email,/collections,Yes,No,No,No,0,Desktop,Edge,UK,South Gwendolyn,Returning,503,8,Cart Not Initiated
841,2024-08-15,CUST0841,Google Ads,referral,/collections,Yes,No,No,No,0,Mobile,Firefox,MX,East Bradley,Returning,165,6,Cart Not Initiated
842,2024-12-06,CUST0842,Organic Search,cpc,/about,Yes,No,No,No,0,Desktop,Firefox,UK,Carpenterland,Returning,105,15,Cart Not Initiated
843,2024-08-27,CUST0843,Google Ads,social,/products,Yes,No,No,No,0,Tablet,Firefox,US,South Justinfort,Returning,81,9,Cart Not Initiated
844,2025-04-18,CUST0844,Email,email,/,No,No,No,No,0,Tablet,Safari,MX,North Charlotte,Returning,19,3,Bounced
845,2024-09-15,CUST0845,Google Ads,email,/collections,Yes,No,No,No,0,Desktop,Chrome,CA,Elijahport,Returning,403,6,Cart Not Initiated
846,2025-05-20,CUST0846,Direct,email,/about,No,No,No,No,0,Mobile,Chrome,CA,New Richardmouth,New Visitor,19,1,Bounced
847,2025-06-07,CUST0847,Pinterest,referral,/,Yes,No,No,No,0,Desktop,Safari,CA,Walkerhaven,New Visitor,377,14,Cart Not Initiated
848,2024-10-16,CUST0848,Referral,cpc,/,Yes,No,No,No,0,Mobile,Safari,FR,New Sean,New Visitor,50,8,Cart Not Initiated
849,2024-08-04,CUST0849,Google Ads,cpc,/,Yes,Yes,Yes,No,0,Mobile,Safari,FR,South Williamstad,Returning,230,9,Price Comparison
850,2025-04-23,CUST0850,TikTok,referral,/sale,Yes,Yes,Yes,Yes,215.0,Tablet,Safari,AU,Jameshaven,Returning,142,14,
851,2025-01-26,CUST0851,Direct,social,/about,Yes,No,No,No,0,Mobile,Edge,BR,Graveschester,Returning,229,2,Cart Not Initiated
852,2024-11-16,CUST0852,Direct,email,/collections,Yes,Yes,No,No,0,Desktop,Safari,MX,North Scott,Returning,418,6,Checkout Abandoned
853,2024-08-17,CUST0853,Organic Search,cpc,/sale,No,No,No,No,0,Tablet,Safari,UK,Hollowaymouth,Returning,22,2,Bounced
854,2025-01-20,CUST0854,TikTok,organic,/collections,Yes,Yes,Yes,Yes,282.34,Mobile,Safari,MX,Port Jennifer,Returning,456,2,
855,2025-06-20,CUST0855,Organic Search,cpc,/,Yes,No,No,No,0,Desktop,Chrome,US,North Kaylamouth,Returning,147,10,Cart Not Initiated
856,2025-01-10,CUST0856,Twitter,organic,/products,No,No,No,No,0,Tablet,Chrome,DE,North Vickie,Returning,14,2,Bounced
857,2025-01-02,CUST0857,TikTok,email,/products,Yes,Yes,Yes,Yes,255.15,Mobile,Chrome,MX,Jackieville,Returning,141,11,
858,2024-09-28,CUST0858,Pinterest,cpc,/products,Yes,Yes,No,No,0,Desktop,Edge,CA,Craigborough,Returning,499,14,Checkout Abandoned
859,2024-09-16,CUST0859,Facebook Ads,referral,/,Yes,No,No,No,0,Mobile,Opera,MX,West Frankberg,Returning,413,13,Cart Not Initiated
860,2024-12-29,CUST0860,Direct,organic,/products,No,No,No,No,0,Mobile,Chrome,IN,South Karl,New Visitor,25,1,Bounced
861,2025-04-01,CUST0861,Organic Search,referral,/,Yes,Yes,No,No,0,Tablet,Edge,UK,East Christine,Returning,397,2,Checkout Abandoned
862,2024-12-02,CUST0862,Google Ads,social,/about,Yes,Yes,No,No,0,Mobile,Firefox,US,Amytown,New Visitor,515,10,Checkout Abandoned
863,2024-12-16,CUST0863,Facebook Ads,referral,/about,Yes,No,No,No,0,Tablet,Safari,DE,Carterhaven,Returning,262,13,Cart Not Initiated
864,2024-08-19,CUST0864,TikTok,organic,/products,Yes,Yes,No,No,0,Desktop,Chrome,MX,Dennishaven,New Visitor,482,15,Checkout Abandoned
865,2024-07-05,CUST0865,Twitter,cpc,/sale,Yes,No,No,No,0,Mobile,Safari,AU,New Nicholas,Returning,267,13,Cart Not Initiated
866,2024-10-01,CUST0866,Email,referral,/sale,Yes,No,No,No,0,Desktop,Firefox,JP,Crystalport,Returning,65,11,Cart Not Initiated
867,2024-06-30,CUST0867,Facebook Ads,cpc,/products,Yes,Yes,Yes,Yes,272.16,Tablet,Chrome,US,Loweryport,Returning,63,4,
868,2024-07-13,CUST0868,Organic Search,email,/products,No,No,No,No,0,Desktop,Opera,UK,Mercerfurt,Returning,19,3,Bounced
869,2025-05-10,CUST0869,Email,referral,/,Yes,No,No,No,0,Tablet,Opera,CA,Williamshaven,New Visitor,445,4,Cart Not Initiated
870,2025-01-09,CUST0870,Direct,organic,/products,Yes,Yes,Yes,Yes,79.61,Mobile,Safari,AU,South Edwardland,Returning,227,13,
871,2025-05-14,CUST0871,Direct,referral,/sale,Yes,No,No,No,0,Tablet,Safari,UK,Lake Thomaston,Returning,589,9,Cart Not Initiated
872,2024-08-11,CUST0872,Email,referral,/products,Yes,Yes,No,No,0,Tablet,Chrome,AU,Lake Wandaville,Returning,302,10,Checkout Abandoned
873,2025-06-23,CUST0873,TikTok,cpc,/collections,Yes,Yes,No,No,0,Desktop,Safari,BR,West Katieville,Returning,446,5,Checkout Abandoned
874,2024-12-31,CUST0874,Direct,cpc,/collections,Yes,Yes,Yes,Yes,56.96,Desktop,Firefox,BR,East Matthew,Returning,566,15,
875,2024-06-22,CUST0875,Twitter,organic,/about,Yes,No,No,No,0,Mobile,Firefox,US,Juareztown,Returning,25,11,Cart Not Initiated
876,2024-08-22,CUST0876,Pinterest,cpc,/products,No,No,No,No,0,Desktop,Edge,CA,Port Tarabury,Returning,24,1,Bounced
877,2024-11-26,CUST0877,Direct,social,/about,Yes,No,No,No,0,Mobile,Safari,IN,South Jonburgh,New Visitor,141,8,Cart Not Initiated
878,2024-11-30,CUST0878,Facebook Ads,cpc,/,Yes,No,No,No,0,Mobile,Chrome,US,East Bethanybury,Returning,30,3,Cart Not Initiated
879,2024-09-07,CUST0879,Direct,cpc,/products,No,No,No,No,0,Mobile,Edge,IN,Webershire,Returning,12,2,Bounced
880,2024-07-14,CUST0880,TikTok,organic,/products,Yes,Yes,No,No,0,Desktop,Firefox,DE,Andreaview,New Visitor,349,10,Checkout Abandoned
881,2024-11-09,CUST0881,Facebook Ads,organic,/about,Yes,Yes,No,No,0,Desktop,Edge,BR,Sarashire,Returning,73,2,Checkout Abandoned
882,2024-07-20,CUST0882,Google Ads,organic,/,Yes,No,No,No,0,Desktop,Opera,BR,Port Monica,Returning,474,6,Cart Not Initiated
883,2025-02-02,CUST0883,Referral,email,/collections,Yes,Yes,No,No,0,Desktop,Firefox,FR,East Matthewstad,New Visitor,485,2,Checkout Abandoned
884,2024-08-09,CUST0884,Twitter,organic,/products,Yes,No,No,No,0,Desktop,Edge,AU,Lestermouth,Returning,413,14,Cart Not Initiated
885,2024-07-17,CUST0885,Email,organic,/,Yes,No,No,No,0,Desktop,Edge,BR,Victoriaberg,Returning,512,11,Cart Not Initiated
886,2025-05-27,CUST0886,Instagram,email,/products,No,No,No,No,0,Mobile,Chrome,BR,South William,Returning,6,1,Bounced
887,2025-06-14,CUST0887,Referral,cpc,/products,Yes,No,No,No,0,Desktop,Opera,MX,Lake Kelly,Returning,343,2,Cart Not Initiated
888,2024-07-13,CUST0888,Twitter,referral,/products,Yes,Yes,No,No,0,Mobile,Edge,UK,Taylorhaven,Returning,53,2,Checkout Abandoned
889,2025-03-11,CUST0889,Direct,email,/about,No,No,No,No,0,Mobile,Opera,BR,Stephanieville,New Visitor,18,2,Bounced
890,2025-04-12,CUST0890,Referral,cpc,/sale,Yes,Yes,No,No,0,Desktop,Chrome,US,South Michael,Returning,600,8,Checkout Abandoned
891,2024-06-29,CUST0891,Email,email,/products,Yes,No,No,No,0,Tablet,Safari,CA,Staffordland,Returning,74,13,Cart Not Initiated
892,2025-04-17,CUST0892,Pinterest,organic,/about,No,No,No,No,0,Mobile,Edge,FR,East Alexandra,Returning,14,3,Bounced
893,2025-03-06,CUST0893,Google Ads,cpc,/collections,No,No,No,No,0,Tablet,Safari,DE,Raymondton,Returning,9,2,Bounced
894,2025-05-26,CUST0894,Email,referral,/,Yes,No,No,No,0,Mobile,Safari,JP,South Melissa,New Visitor,216,14,Cart Not Initiated
895,2024-07-12,CUST0895,Facebook Ads,referral,/collections,Yes,No,No,No,0,Desktop,Safari,AU,Jacksonside,Returning,161,10,Cart Not Initiated
896,2024-11-15,CUST0896,Instagram,email,/sale,Yes,No,No,No,0,Mobile,Opera,CA,Katherinehaven,Returning,23,15,Cart Not Initiated
897,2025-04-14,CUST0897,Google Ads,social,/collections,Yes,No,No,No,0,Desktop,Firefox,CA,West Josephtown,Returning,382,8,Cart Not Initiated
898,2024-12-05,CUST0898,Pinterest,email,/collections,Yes,No,No,No,0,Mobile,Chrome,UK,Gregoryton,Returning,429,13,Cart Not Initiated
899,2025-03-25,CUST0899,Facebook Ads,referral,/sale,No,No,No,No,0,Tablet,Edge,DE,South Lisa,Returning,22,1,Bounced
900,2024-11-16,CUST0900,Pinterest,organic,/,No,No,No,No,0,Mobile,Chrome,BR,New Laurachester,Returning,14,3,Bounced
901,2025-01-31,CUST0901,Twitter,cpc,/products,No,No,No,No,0,Mobile,Edge,MX,Spearsmouth,Returning,20,2,Bounced
902,2025-05-12,CUST0902,Facebook Ads,email,/sale,Yes,Yes,No,No,0,Tablet,Firefox,IN,Donnaland,New Visitor,396,7,Checkout Abandoned
903,2025-01-19,CUST0903,Facebook Ads,referral,/products,Yes,No,No,No,0,Mobile,Opera,BR,North Brittany,Returning,325,10,Cart Not Initiated
904,2025-02-20,CUST0904,Twitter,referral,/products,Yes,Yes,Yes,Yes,292.39,Mobile,Safari,CA,New Rachel,Returning,190,12,
905,2025-01-06,CUST0905,TikTok,referral,/products,Yes,Yes,Yes,Yes,214.86,Desktop,Safari,MX,Carterhaven,New Visitor,256,3,
906,2024-07-14,CUST0906,Referral,email,/,Yes,Yes,No,No,0,Tablet,Chrome,BR,Hermanside,Returning,289,2,Checkout Abandoned
907,2024-08-06,CUST0907,Google Ads,referral,/about,Yes,No,No,No,0,Mobile,Opera,US,Port Michael,Returning,463,5,Cart Not Initiated
908,2025-04-10,CUST0908,TikTok,email,/,No,No,No,No,0,Desktop,Chrome,FR,North Ryan,Returning,23,1,Bounced
909,2025-04-15,CUST0909,Google Ads,email,/sale,Yes,No,No,No,0,Mobile,Edge,MX,East William,New Visitor,310,10,Cart Not Initiated
910,2025-01-30,CUST0910,Email,organic,/about,Yes,Yes,Yes,No,0,Desktop,Edge,IN,North Judy,Returning,377,4,Account Required
911,2025-06-11,CUST0911,Referral,email,/collections,No,No,No,No,0,Tablet,Safari,BR,North Davidchester,New Visitor,5,2,Bounced
912,2024-11-15,CUST0912,Referral,email,/about,Yes,No,No,No,0,Desktop,Chrome,DE,Cassiebury,Returning,591,11,Cart Not Initiated
913,2024-07-21,CUST0913,Direct,social,/collections,Yes,No,No,No,0,Mobile,Chrome,BR,Lake Kristin,Returning,258,2,Cart Not Initiated
914,2024-07-17,CUST0914,Organic Search,email,/products,Yes,Yes,Yes,No,0,Desktop,Edge,DE,Lewisville,Returning,179,4,Complex Checkout
915,2024-12-20,CUST0915,Instagram,referral,/sale,No,No,No,No,0,Tablet,Edge,AU,North Donnahaven,New Visitor,15,3,Bounced
916,2025-01-08,CUST0916,Organic Search,organic,/products,Yes,Yes,Yes,Yes,64.33,Tablet,Firefox,US,Lake Michelle,New Visitor,222,2,
917,2024-12-04,CUST0917,Referral,referral,/collections,Yes,Yes,No,No,0,Tablet,Safari,US,New Amanda,Returning,149,15,Checkout Abandoned
918,2024-07-20,CUST0918,TikTok,cpc,/sale,Yes,No,No,No,0,Tablet,Edge,US,Jamieport,New Visitor,192,2,Cart Not Initiated
919,2025-04-01,CUST0919,Instagram,referral,/collections,Yes,Yes,No,No,0,Mobile,Edge,IN,Alexanderburgh,Returning,435,12,Checkout Abandoned
920,2025-03-28,CUST0920,Twitter,social,/products,Yes,No,No,No,0,Mobile,Edge,UK,South Andreamouth,Returning,305,9,Cart Not Initiated
921,2025-05-20,CUST0921,Facebook Ads,email,/about,Yes,Yes,Yes,Yes,277.08,Tablet,Opera,US,Harrisonmouth,Returning,27,12,
922,2024-08-07,CUST0922,TikTok,referral,/,Yes,Yes,No,No,0,Mobile,Edge,UK,Rushview,New Visitor,142,12,Checkout Abandoned
923,2024-06-23,CUST0923,Facebook Ads,email,/collections,Yes,Yes,Yes,Yes,246.02,Tablet,Safari,BR,Adrianhaven,Returning,370,13,
924,2024-06-20,CUST0924,Twitter,email,/,Yes,No,No,No,0,Tablet,Safari,MX,New Christopher,Returning,284,12,Cart Not Initiated
925,2025-06-13,CUST0925,Google Ads,referral,/collections,No,No,No,No,0,Mobile,Opera,DE,South Michaeltown,Returning,8,1,Bounced
926,2024-09-17,CUST0926,Facebook Ads,organic,/about,Yes,Yes,No,No,0,Tablet,Chrome,CA,Margaretborough,Returning,415,9,Checkout Abandoned
927,2024-12-18,CUST0927,Pinterest,email,/about,No,No,No,No,0,Tablet,Opera,CA,West Brendaburgh,Returning,5,2,Bounced
928,2024-08-06,CUST0928,Email,cpc,/sale,Yes,Yes,No,No,0,Desktop,Chrome,DE,Fowlerstad,Returning,355,3,Checkout Abandoned
