order_id,order_date,order_time,pizza_id,pizza_name,pizza_category,pizza_size,quantity,unit_price,total_price,ingredients,pizza_type
988,2025-04-30,22:10:26,PIZ0988,Cajun Chicken,Chicken,Large,3,24.89,74.67,"Cheese, Sauce, Toppings",Vegetarian
989,2025-04-22,11:34:45,PIZ0989,Four Cheese,Cheese,Small,1,11.52,11.52,"Cheese, Sauce, Toppings",Non-Veg
990,2025-03-28,19:01:45,PIZ0990,Margherita,Classic,Large,2,15.96,31.92,"Cheese, Sauce, Toppings",Non-Veg
991,2024-10-01,16:50:55,PIZ0991,Four Cheese,Cheese,Small,1,13.5,13.5,"Cheese, Sauce, Toppings",Non-Veg
992,2024-07-08,10:15:47,PIZ0992,Chicken Pesto,Chicken,Medium,3,15.33,45.99,"Cheese, Sauce, Toppings",Non-Veg
993,2024-02-05,17:43:27,PIZ0993,Chicken Supreme,Chicken,Large,5,13.82,69.1,"Cheese, Sauce, Toppings",Non-Veg
994,2025-03-07,13:48:46,PIZ0994,Truffle Mushroom,Supreme,Small,4,18.99,75.96,"Cheese, Sauce, Toppings",Vegetarian
995,2024-01-15,14:01:17,PIZ0995,BBQ Chicken,Chicken,Large,1,21.93,21.93,"Cheese, Sauce, Toppings",Non-Veg
996,2025-06-14,15:53:26,PIZ0996,Vegetarian Supreme,Supreme,Medium,2,8.98,17.96,"Cheese, Sauce, Toppings",Vegetarian
997,2025-01-12,17:34:25,PIZ0997,Cajun Chicken,Chicken,Large,4,20.14,80.56,"Cheese, Sauce, Toppings",Vegetarian
998,2024-05-13,22:22:15,PIZ0998,Classic Pepperoni,Classic,Large,2,24.44,48.88,"Cheese, Sauce, Toppings",Non-Veg
999,2024-09-22,16:10:06,PIZ0999,Paneer Tikka,Veggie Special,Medium,4,22.49,89.96,"Cheese, Sauce, Toppings",Vegetarian
1000,2024-03-21,16:29:31,PIZ1000,Classic Pepperoni,Classic,Large,4,9.52,38.08,"Cheese, Sauce, Toppings",Vegetarian
1001,2024-02-15,19:28:07,PIZ1001,Four Cheese,Cheese,Small,3,16.71,50.13,"Cheese, Sauce, Toppings",Non-Veg
1002,2025-03-15,18:54:27,PIZ1002,Margherita,Classic,Large,5,21.78,108.9,"Cheese, Sauce, Toppings",Vegetarian
1003,2024-05-08,13:57:37,PIZ1003,Paneer Tikka,Veggie Special,Medium,3,8.45,25.35,"Cheese, Sauce, Toppings",Non-Veg
1004,2024-04-28,17:43:21,PIZ1004,Margherita,Classic,Large,4,24.44,97.76,"Cheese, Sauce, Toppings",Vegetarian
1005,2025-03-18,14:11:51,PIZ1005,The Meatlovers,Supreme,Large,2,21.5,43.0,"Cheese, Sauce, Toppings",Non-Veg
1006,2024-10-14,17:40:27,PIZ1006,Mushroom & Olive,Vegetarian,Small,1,24.36,24.36,"Cheese, Sauce, Toppings",Vegetarian
1007,2024-04-03,21:00:20,PIZ1007,Cajun Chicken,Chicken,Large,1,24.4,24.4,"Cheese, Sauce, Toppings",Non-Veg
1008,2024-07-06,20:45:03,PIZ1008,The Meatlovers,Supreme,Large,1,23.65,23.65,"Cheese, Sauce, Toppings",Non-Veg
1009,2024-07-05,11:47:57,PIZ1009,Truffle Mushroom,Supreme,Small,3,11.5,34.5,"Cheese, Sauce, Toppings",Vegetarian
1010,2025-05-01,14:19:11,PIZ1010,Chicken Pesto,Chicken,Medium,1,10.85,10.85,"Cheese, Sauce, Toppings",Vegetarian
1011,2024-02-28,12:54:40,PIZ1011,Spicy Italian,Supreme,Medium,1,23.16,23.16,"Cheese, Sauce, Toppings",Non-Veg
1012,2024-06-18,14:18:56,PIZ1012,Paneer Tikka,Veggie Special,Medium,5,21.22,106.1,"Cheese, Sauce, Toppings",Non-Veg
1013,2025-04-24,10:56:04,PIZ1013,Classic Pepperoni,Classic,Large,2,19.07,38.14,"Cheese, Sauce, Toppings",Non-Veg
1014,2024-02-03,23:32:16,PIZ1014,Classic Pepperoni,Classic,Large,4,9.46,37.84,"Cheese, Sauce, Toppings",Non-Veg
1015,2024-04-08,10:22:21,PIZ1015,Four Cheese,Cheese,Small,4,13.8,55.2,"Cheese, Sauce, Toppings",Non-Veg
1016,2025-05-25,13:22:44,PIZ1016,BBQ Chicken,Chicken,Large,1,22.01,22.01,"Cheese, Sauce, Toppings",Vegetarian
1017,2025-03-28,18:11:34,PIZ1017,Hawaiian,Classic,Large,5,24.42,122.1,"Cheese, Sauce, Toppings",Non-Veg
1018,2025-03-28,14:09:49,PIZ1018,Hawaiian,Classic,Large,4,13.14,52.56,"Cheese, Sauce, Toppings",Vegetarian
1019,2024-08-29,20:59:15,PIZ1019,Vegetarian Supreme,Supreme,Medium,4,10.47,41.88,"Cheese, Sauce, Toppings",Non-Veg
1020,2024-03-29,11:32:25,PIZ1020,Cajun Chicken,Chicken,Large,1,19.27,19.27,"Cheese, Sauce, Toppings",Vegetarian
1021,2025-05-01,12:47:52,PIZ1021,Mushroom & Olive,Vegetarian,Small,3,17.96,53.88,"Cheese, Sauce, Toppings",Non-Veg
1022,2024-09-07,13:47:07,PIZ1022,Hawaiian,Classic,Large,1,19.53,19.53,"Cheese, Sauce, Toppings",Non-Veg
1023,2025-01-28,16:03:16,PIZ1023,Chicken Pesto,Chicken,Medium,4,17.48,69.92,"Cheese, Sauce, Toppings",Non-Veg
1024,2025-02-12,19:43:02,PIZ1024,Chicken Pesto,Chicken,Medium,4,12.06,48.24,"Cheese, Sauce, Toppings",Non-Veg
1025,2025-06-14,17:59:10,PIZ1025,Spicy Italian,Supreme,Medium,1,12.39,12.39,"Cheese, Sauce, Toppings",Vegetarian
1026,2024-06-28,10:21:13,PIZ1026,Four Cheese,Cheese,Small,2,21.11,42.22,"Cheese, Sauce, Toppings",Non-Veg
1027,2025-03-28,14:37:18,PIZ1027,Margherita,Classic,Large,1,15.04,15.04,"Cheese, Sauce, Toppings",Vegetarian
1028,2024-01-16,20:41:46,PIZ1028,Paneer Tikka,Veggie Special,Medium,2,24.21,48.42,"Cheese, Sauce, Toppings",Non-Veg
1029,2024-06-26,17:46:24,PIZ1029,Vegetarian Supreme,Supreme,Medium,5,11.67,58.35,"Cheese, Sauce, Toppings",Non-Veg
1030,2024-07-27,23:12:00,PIZ1030,BBQ Chicken,Chicken,Large,1,8.22,8.22,"Cheese, Sauce, Toppings",Non-Veg
1031,2024-12-25,23:19:12,PIZ1031,Pepperoni Feast,Classic,Large,4,9.33,37.32,"Cheese, Sauce, Toppings",Non-Veg
1032,2024-07-07,21:43:46,PIZ1032,Paneer Tikka,Veggie Special,Medium,5,23.48,117.4,"Cheese, Sauce, Toppings",Vegetarian
1033,2025-02-08,12:07:32,PIZ1033,Margherita,Classic,Large,5,20.61,103.05,"Cheese, Sauce, Toppings",Vegetarian
1034,2025-03-25,10:25:42,PIZ1034,Chicken Supreme,Chicken,Large,1,12.0,12.0,"Cheese, Sauce, Toppings",Vegetarian
1035,2025-05-31,18:17:44,PIZ1035,Chicken Supreme,Chicken,Large,5,21.59,107.95,"Cheese, Sauce, Toppings",Non-Veg
1036,2024-06-04,15:09:30,PIZ1036,Hawaiian,Classic,Large,3,11.47,34.41,"Cheese, Sauce, Toppings",Non-Veg
1037,2024-06-09,15:42:42,PIZ1037,Vegetarian Supreme,Supreme,Medium,3,11.48,34.44,"Cheese, Sauce, Toppings",Vegetarian
1038,2025-06-15,10:20:08,PIZ1038,Four Cheese,Cheese,Small,2,16.51,33.02,"Cheese, Sauce, Toppings",Non-Veg
1039,2025-02-04,22:55:31,PIZ1039,Four Cheese,Cheese,Small,2,17.2,34.4,"Cheese, Sauce, Toppings",Non-Veg
1040,2024-05-15,14:19:03,PIZ1040,Vegetarian Supreme,Supreme,Medium,3,15.29,45.87,"Cheese, Sauce, Toppings",Vegetarian
1041,2024-11-20,15:46:33,PIZ1041,Four Cheese,Cheese,Small,4,17.73,70.92,"Cheese, Sauce, Toppings",Non-Veg
1042,2024-01-22,18:31:32,PIZ1042,Chicken Supreme,Chicken,Large,2,23.24,46.48,"Cheese, Sauce, Toppings",Vegetarian
1043,2024-06-26,20:40:16,PIZ1043,Pepperoni Feast,Classic,Large,3,11.85,35.55,"Cheese, Sauce, Toppings",Vegetarian
1044,2024-02-06,14:37:35,PIZ1044,Pepperoni Feast,Classic,Large,5,19.21,96.05,"Cheese, Sauce, Toppings",Non-Veg
1045,2024-07-19,19:08:29,PIZ1045,The Meatlovers,Supreme,Large,5,11.65,58.25,"Cheese, Sauce, Toppings",Non-Veg
1046,2025-04-05,11:48:12,PIZ1046,Margherita,Classic,Large,3,22.1,66.3,"Cheese, Sauce, Toppings",Non-Veg
1047,2024-11-13,21:31:17,PIZ1047,Margherita,Classic,Large,4,20.53,82.12,"Cheese, Sauce, Toppings",Non-Veg
1048,2024-10-10,23:13:26,PIZ1048,The Meatlovers,Supreme,Large,3,22.0,66.0,"Cheese, Sauce, Toppings",Non-Veg
1049,2024-06-03,10:40:36,PIZ1049,Chicken Pesto,Chicken,Medium,3,22.64,67.92,"Cheese, Sauce, Toppings",Non-Veg
1050,2025-02-03,12:22:56,PIZ1050,Truffle Mushroom,Supreme,Small,1,15.9,15.9,"Cheese, Sauce, Toppings",Vegetarian
1051,2025-03-26,14:35:00,PIZ1051,Pepperoni Feast,Classic,Large,2,10.73,21.46,"Cheese, Sauce, Toppings",Non-Veg
1052,2024-03-03,11:56:54,PIZ1052,Margherita,Classic,Large,3,17.36,52.08,"Cheese, Sauce, Toppings",Non-Veg
1053,2025-05-19,12:00:22,PIZ1053,The Meatlovers,Supreme,Large,5,19.85,99.25,"Cheese, Sauce, Toppings",Vegetarian
1054,2024-12-23,11:38:09,PIZ1054,Pepperoni Feast,Classic,Large,3,19.27,57.81,"Cheese, Sauce, Toppings",Vegetarian
1055,2025-06-10,11:25:11,PIZ1055,Mushroom & Olive,Vegetarian,Small,5,16.62,83.1,"Cheese, Sauce, Toppings",Vegetarian
1056,2025-03-12,17:45:23,PIZ1056,Four Cheese,Cheese,Small,2,20.59,41.18,"Cheese, Sauce, Toppings",Vegetarian
1057,2024-12-15,14:15:03,PIZ1057,Pepperoni Feast,Classic,Large,3,10.17,30.51,"Cheese, Sauce, Toppings",Vegetarian
1058,2024-08-15,12:36:54,PIZ1058,BBQ Chicken,Chicken,Large,2,19.3,38.6,"Cheese, Sauce, Toppings",Non-Veg
1059,2024-11-29,23:42:52,PIZ1059,Pepperoni Feast,Classic,Large,5,15.32,76.6,"Cheese, Sauce, Toppings",Vegetarian
1060,2024-01-22,16:31:11,PIZ1060,Chicken Pesto,Chicken,Medium,4,20.03,80.12,"Cheese, Sauce, Toppings",Vegetarian
1061,2024-12-31,15:47:31,PIZ1061,The Meatlovers,Supreme,Large,2,14.94,29.88,"Cheese, Sauce, Toppings",Non-Veg
1062,2024-01-19,20:56:29,PIZ1062,The Meatlovers,Supreme,Large,3,13.51,40.53,"Cheese, Sauce, Toppings",Vegetarian
1063,2024-08-09,20:43:27,PIZ1063,Chicken Pesto,Chicken,Medium,1,8.29,8.29,"Cheese, Sauce, Toppings",Non-Veg
1064,2025-06-16,12:58:54,PIZ1064,BBQ Chicken,Chicken,Large,5,21.68,108.4,"Cheese, Sauce, Toppings",Non-Veg
1065,2025-05-19,12:09:27,PIZ1065,Cajun Chicken,Chicken,Large,1,16.67,16.67,"Cheese, Sauce, Toppings",Non-Veg
1066,2024-01-15,18:00:13,PIZ1066,The Meatlovers,Supreme,Large,3,17.68,53.04,"Cheese, Sauce, Toppings",Vegetarian
1067,2025-06-19,17:29:12,PIZ1067,Vegetarian Supreme,Supreme,Medium,1,16.25,16.25,"Cheese, Sauce, Toppings",Non-Veg
1068,2024-07-06,16:36:54,PIZ1068,Chicken Supreme,Chicken,Large,4,18.18,72.72,"Cheese, Sauce, Toppings",Non-Veg
1069,2025-04-20,19:51:49,PIZ1069,Chicken Pesto,Chicken,Medium,3,21.19,63.57,"Cheese, Sauce, Toppings",Non-Veg
1070,2024-01-16,16:56:38,PIZ1070,Chicken Pesto,Chicken,Medium,2,24.96,49.92,"Cheese, Sauce, Toppings",Vegetarian
1071,2024-05-12,18:57:31,PIZ1071,BBQ Chicken,Chicken,Large,1,13.87,13.87,"Cheese, Sauce, Toppings",Vegetarian
1072,2024-11-14,15:19:51,PIZ1072,BBQ Chicken,Chicken,Large,3,24.1,72.3,"Cheese, Sauce, Toppings",Non-Veg
1073,2024-08-16,16:58:11,PIZ1073,The Meatlovers,Supreme,Large,1,24.55,24.55,"Cheese, Sauce, Toppings",Vegetarian
1074,2025-02-14,23:42:32,PIZ1074,Cajun Chicken,Chicken,Large,2,24.35,48.7,"Cheese, Sauce, Toppings",Non-Veg
1075,2024-11-28,21:11:16,PIZ1075,Four Cheese,Cheese,Small,1,12.53,12.53,"Cheese, Sauce, Toppings",Vegetarian
1076,2025-03-12,18:56:46,PIZ1076,Truffle Mushroom,Supreme,Small,3,11.07,33.21,"Cheese, Sauce, Toppings",Vegetarian
1077,2024-01-31,20:09:35,PIZ1077,Chicken Supreme,Chicken,Large,5,21.9,109.5,"Cheese, Sauce, Toppings",Non-Veg
1078,2025-01-08,23:02:11,PIZ1078,Margherita,Classic,Large,5,11.35,56.75,"Cheese, Sauce, Toppings",Non-Veg
1079,2024-11-11,17:36:33,PIZ1079,Paneer Tikka,Veggie Special,Medium,5,14.35,71.75,"Cheese, Sauce, Toppings",Vegetarian
1080,2024-08-01,22:24:59,PIZ1080,BBQ Chicken,Chicken,Large,4,16.45,65.8,"Cheese, Sauce, Toppings",Vegetarian
1081,2024-02-13,11:15:48,PIZ1081,Mushroom & Olive,Vegetarian,Small,3,19.98,59.94,"Cheese, Sauce, Toppings",Non-Veg
1082,2025-05-18,22:13:10,PIZ1082,Classic Pepperoni,Classic,Large,1,16.77,16.77,"Cheese, Sauce, Toppings",Non-Veg
1083,2024-02-09,10:50:04,PIZ1083,Margherita,Classic,Large,5,24.62,123.1,"Cheese, Sauce, Toppings",Vegetarian
1084,2024-10-07,20:40:27,PIZ1084,Truffle Mushroom,Supreme,Small,4,15.55,62.2,"Cheese, Sauce, Toppings",Non-Veg
1085,2024-10-12,17:44:46,PIZ1085,Vegetarian Supreme,Supreme,Medium,2,24.6,49.2,"Cheese, Sauce, Toppings",Non-Veg
1086,2025-06-14,12:36:42,PIZ1086,Hawaiian,Classic,Large,4,9.27,37.08,"Cheese, Sauce, Toppings",Vegetarian
1087,2024-11-17,22:21:33,PIZ1087,Classic Pepperoni,Classic,Large,4,12.62,50.48,"Cheese, Sauce, Toppings",Vegetarian
1088,2024-01-31,23:01:41,PIZ1088,Margherita,Classic,Large,1,13.81,13.81,"Cheese, Sauce, Toppings",Non-Veg
1089,2024-05-16,21:34:39,PIZ1089,Truffle Mushroom,Supreme,Small,2,24.08,48.16,"Cheese, Sauce, Toppings",Non-Veg
1090,2025-04-27,12:21:58,PIZ1090,Spicy Italian,Supreme,Medium,2,24.24,48.48,"Cheese, Sauce, Toppings",Non-Veg
1091,2024-11-27,16:22:34,PIZ1091,Cajun Chicken,Chicken,Large,4,14.88,59.52,"Cheese, Sauce, Toppings",Vegetarian
1092,2025-05-11,21:30:06,PIZ1092,Pepperoni Feast,Classic,Large,2,9.81,19.62,"Cheese, Sauce, Toppings",Vegetarian
1093,2024-03-03,12:59:42,PIZ1093,Hawaiian,Classic,Large,1,8.71,8.71,"Cheese, Sauce, Toppings",Vegetarian
1094,2024-04-28,22:05:53,PIZ1094,Spicy Italian,Supreme,Medium,3,17.7,53.1,"Cheese, Sauce, Toppings",Non-Veg
1095,2025-06-12,13:19:46,PIZ1095,Vegetarian Supreme,Supreme,Medium,4,15.99,63.96,"Cheese, Sauce, Toppings",Vegetarian
1096,2024-02-18,22:24:32,PIZ1096,Four Cheese,Cheese,Small,4,18.13,72.52,"Cheese, Sauce, Toppings",Vegetarian
1097,2025-01-14,15:19:02,PIZ1097,The Meatlovers,Supreme,Large,5,18.62,93.1,"Cheese, Sauce, Toppings",Vegetarian
1098,2024-05-12,18:14:29,PIZ1098,Chicken Pesto,Chicken,Medium,2,8.46,16.92,"Cheese, Sauce, Toppings",Non-Veg
1099,2024-01-01,21:37:06,PIZ1099,Margherita,Classic,Large,3,15.89,47.67,"Cheese, Sauce, Toppings",Non-Veg
1100,2024-01-05,17:31:03,PIZ1100,Classic Pepperoni,Classic,Large,1,8.98,8.98,"Cheese, Sauce, Toppings",Non-Veg
1101,2024-01-16,17:57:17,PIZ1101,BBQ Chicken,Chicken,Large,4,11.46,45.84,"Cheese, Sauce, Toppings",Non-Veg
1102,2024-05-23,20:45:21,PIZ1102,Hawaiian,Classic,Large,3,23.12,69.36,"Cheese, Sauce, Toppings",Non-Veg
1103,2024-02-24,22:58:14,PIZ1103,Mushroom & Olive,Vegetarian,Small,4,22.78,91.12,"Cheese, Sauce, Toppings",Non-Veg
1104,2024-02-05,18:37:03,PIZ1104,Four Cheese,Cheese,Small,2,8.32,16.64,"Cheese, Sauce, Toppings",Vegetarian
1105,2024-11-25,11:18:02,PIZ1105,Margherita,Classic,Large,1,10.73,10.73,"Cheese, Sauce, Toppings",Non-Veg
1106,2024-04-18,17:54:02,PIZ1106,Paneer Tikka,Veggie Special,Medium,5,14.66,73.3,"Cheese, Sauce, Toppings",Vegetarian
1107,2024-11-11,17:51:28,PIZ1107,Cajun Chicken,Chicken,Large,2,9.06,18.12,"Cheese, Sauce, Toppings",Vegetarian
1108,2025-02-16,15:46:47,PIZ1108,The Meatlovers,Supreme,Large,4,9.92,39.68,"Cheese, Sauce, Toppings",Non-Veg
1109,2025-06-22,10:45:32,PIZ1109,Chicken Supreme,Chicken,Large,3,13.03,39.09,"Cheese, Sauce, Toppings",Vegetarian
1110,2024-07-20,17:03:31,PIZ1110,Truffle Mushroom,Supreme,Small,5,16.46,82.3,"Cheese, Sauce, Toppings",Vegetarian
1111,2024-06-08,21:06:58,PIZ1111,Chicken Pesto,Chicken,Medium,4,14.52,58.08,"Cheese, Sauce, Toppings",Non-Veg
1112,2024-12-02,11:05:28,PIZ1112,Vegetarian Supreme,Supreme,Medium,1,23.56,23.56,"Cheese, Sauce, Toppings",Non-Veg
1113,2024-05-27,14:01:14,PIZ1113,Pepperoni Feast,Classic,Large,2,14.67,29.34,"Cheese, Sauce, Toppings",Vegetarian
1114,2025-06-02,23:14:25,PIZ1114,Paneer Tikka,Veggie Special,Medium,2,18.6,37.2,"Cheese, Sauce, Toppings",Vegetarian
1115,2025-03-21,17:49:14,PIZ1115,Truffle Mushroom,Supreme,Small,2,23.63,47.26,"Cheese, Sauce, Toppings",Non-Veg
1116,2025-03-23,21:38:11,PIZ1116,Four Cheese,Cheese,Small,1,15.9,15.9,"Cheese, Sauce, Toppings",Vegetarian
1117,2024-06-22,13:36:29,PIZ1117,Margherita,Classic,Large,5,20.16,100.8,"Cheese, Sauce, Toppings",Vegetarian
1118,2024-07-28,12:24:38,PIZ1118,Hawaiian,Classic,Large,1,14.66,14.66,"Cheese, Sauce, Toppings",Non-Veg
1119,2024-12-20,12:08:51,PIZ1119,Four Cheese,Cheese,Small,2,8.66,17.32,"Cheese, Sauce, Toppings",Non-Veg
1120,2024-11-21,13:46:54,PIZ1120,Margherita,Classic,Large,2,22.15,44.3,"Cheese, Sauce, Toppings",Vegetarian
1121,2024-11-18,15:31:24,PIZ1121,Classic Pepperoni,Classic,Large,3,13.03,39.09,"Cheese, Sauce, Toppings",Vegetarian
1122,2024-06-13,14:14:21,PIZ1122,Cajun Chicken,Chicken,Large,3,9.37,28.11,"Cheese, Sauce, Toppings",Non-Veg
1123,2025-06-21,23:25:11,PIZ1123,Paneer Tikka,Veggie Special,Medium,2,15.96,31.92,"Cheese, Sauce, Toppings",Vegetarian
1124,2024-05-22,15:57:53,PIZ1124,Hawaiian,Classic,Large,3,16.0,48.0,"Cheese, Sauce, Toppings",Vegetarian
1125,2025-03-23,11:11:36,PIZ1125,Pepperoni Feast,Classic,Large,4,24.45,97.8,"Cheese, Sauce, Toppings",Vegetarian
1126,2024-12-28,16:48:20,PIZ1126,Margherita,Classic,Large,2,19.18,38.36,"Cheese, Sauce, Toppings",Vegetarian
1127,2025-02-12,20:10:27,PIZ1127,Hawaiian,Classic,Large,5,15.15,75.75,"Cheese, Sauce, Toppings",Non-Veg
1128,2024-09-10,23:09:09,PIZ1128,Paneer Tikka,Veggie Special,Medium,2,9.33,18.66,"Cheese, Sauce, Toppings",Vegetarian
1129,2024-04-23,21:05:30,PIZ1129,Pepperoni Feast,Classic,Large,4,12.98,51.92,"Cheese, Sauce, Toppings",Vegetarian
1130,2024-10-10,13:17:07,PIZ1130,BBQ Chicken,Chicken,Large,3,10.84,32.52,"Cheese, Sauce, Toppings",Non-Veg
1131,2024-06-19,14:25:37,PIZ1131,Hawaiian,Classic,Large,4,14.35,57.4,"Cheese, Sauce, Toppings",Vegetarian
1132,2024-12-01,23:56:30,PIZ1132,Classic Pepperoni,Classic,Large,4,21.87,87.48,"Cheese, Sauce, Toppings",Vegetarian
1133,2024-05-02,19:17:10,PIZ1133,Chicken Pesto,Chicken,Medium,2,13.61,27.22,"Cheese, Sauce, Toppings",Vegetarian
1134,2025-06-05,18:40:12,PIZ1134,BBQ Chicken,Chicken,Large,1,10.92,10.92,"Cheese, Sauce, Toppings",Non-Veg
1135,2024-07-04,10:18:03,PIZ1135,The Meatlovers,Supreme,Large,3,13.72,41.16,"Cheese, Sauce, Toppings",Vegetarian
1136,2025-04-10,17:35:20,PIZ1136,Mushroom & Olive,Vegetarian,Small,1,19.99,19.99,"Cheese, Sauce, Toppings",Non-Veg
1137,2024-06-25,14:47:51,PIZ1137,Margherita,Classic,Large,2,23.95,47.9,"Cheese, Sauce, Toppings",Non-Veg
1138,2025-06-15,16:57:51,PIZ1138,Vegetarian Supreme,Supreme,Medium,3,22.52,67.56,"Cheese, Sauce, Toppings",Vegetarian
1139,2025-06-29,12:31:03,PIZ1139,Classic Pepperoni,Classic,Large,3,18.35,55.05,"Cheese, Sauce, Toppings",Vegetarian
1140,2024-09-22,16:59:26,PIZ1140,Margherita,Classic,Large,2,19.86,39.72,"Cheese, Sauce, Toppings",Vegetarian
1141,2025-05-26,10:29:33,PIZ1141,Margherita,Classic,Large,3,21.61,64.83,"Cheese, Sauce, Toppings",Non-Veg
1142,2024-12-28,21:12:08,PIZ1142,Classic Pepperoni,Classic,Large,5,11.83,59.15,"Cheese, Sauce, Toppings",Non-Veg
1143,2024-01-11,12:32:01,PIZ1143,The Meatlovers,Supreme,Large,2,16.73,33.46,"Cheese, Sauce, Toppings",Non-Veg
1144,2025-02-25,23:46:50,PIZ1144,BBQ Chicken,Chicken,Large,1,20.24,20.24,"Cheese, Sauce, Toppings",Vegetarian
1145,2024-01-24,16:59:08,PIZ1145,Classic Pepperoni,Classic,Large,2,14.08,28.16,"Cheese, Sauce, Toppings",Non-Veg
1146,2024-02-25,20:26:13,PIZ1146,Vegetarian Supreme,Supreme,Medium,5,9.24,46.2,"Cheese, Sauce, Toppings",Vegetarian
1147,2024-03-15,15:03:21,PIZ1147,Truffle Mushroom,Supreme,Small,3,8.19,24.57,"Cheese, Sauce, Toppings",Non-Veg
1148,2025-03-18,14:45:30,PIZ1148,Chicken Pesto,Chicken,Medium,3,22.08,66.24,"Cheese, Sauce, Toppings",Non-Veg
1149,2025-06-08,20:03:09,PIZ1149,Four Cheese,Cheese,Small,2,8.55,17.1,"Cheese, Sauce, Toppings",Vegetarian
1150,2024-11-27,15:07:49,PIZ1150,Margherita,Classic,Large,2,12.35,24.7,"Cheese, Sauce, Toppings",Non-Veg
1151,2024-11-16,22:28:25,PIZ1151,Pepperoni Feast,Classic,Large,2,8.31,16.62,"Cheese, Sauce, Toppings",Vegetarian
1152,2025-03-15,18:26:31,PIZ1152,Mushroom & Olive,Vegetarian,Small,2,18.5,37.0,"Cheese, Sauce, Toppings",Non-Veg
1153,2025-06-25,18:09:54,PIZ1153,BBQ Chicken,Chicken,Large,2,12.39,24.78,"Cheese, Sauce, Toppings",Vegetarian
1154,2024-06-02,22:09:07,PIZ1154,Classic Pepperoni,Classic,Large,1,19.53,19.53,"Cheese, Sauce, Toppings",Non-Veg
1155,2024-04-22,11:06:20,PIZ1155,Hawaiian,Classic,Large,2,24.53,49.06,"Cheese, Sauce, Toppings",Vegetarian
1156,2024-03-14,18:21:50,PIZ1156,Mushroom & Olive,Vegetarian,Small,1,16.69,16.69,"Cheese, Sauce, Toppings",Vegetarian
1157,2025-04-24,23:28:50,PIZ1157,Classic Pepperoni,Classic,Large,1,20.8,20.8,"Cheese, Sauce, Toppings",Non-Veg
1158,2024-09-12,21:47:56,PIZ1158,Vegetarian Supreme,Supreme,Medium,3,21.51,64.53,"Cheese, Sauce, Toppings",Vegetarian
1159,2024-11-27,20:12:50,PIZ1159,Four Cheese,Cheese,Small,2,8.21,16.42,"Cheese, Sauce, Toppings",Non-Veg
1160,2024-08-23,15:29:11,PIZ1160,Margherita,Classic,Large,4,15.73,62.92,"Cheese, Sauce, Toppings",Vegetarian
1161,2024-07-20,12:00:19,PIZ1161,Cajun Chicken,Chicken,Large,1,15.78,15.78,"Cheese, Sauce, Toppings",Non-Veg
1162,2024-10-16,10:40:12,PIZ1162,Paneer Tikka,Veggie Special,Medium,3,19.82,59.46,"Cheese, Sauce, Toppings",Non-Veg
1163,2024-05-30,22:58:02,PIZ1163,Margherita,Classic,Large,5,20.84,104.2,"Cheese, Sauce, Toppings",Non-Veg
1164,2024-03-01,21:49:08,PIZ1164,Classic Pepperoni,Classic,Large,2,23.81,47.62,"Cheese, Sauce, Toppings",Vegetarian
1165,2024-12-23,10:51:41,PIZ1165,Mushroom & Olive,Vegetarian,Small,4,23.57,94.28,"Cheese, Sauce, Toppings",Non-Veg
1166,2024-11-18,21:24:11,PIZ1166,BBQ Chicken,Chicken,Large,4,23.44,93.76,"Cheese, Sauce, Toppings",Non-Veg
1167,2024-12-08,11:10:58,PIZ1167,Mushroom & Olive,Vegetarian,Small,2,12.25,24.5,"Cheese, Sauce, Toppings",Vegetarian
1168,2024-09-17,10:59:05,PIZ1168,The Meatlovers,Supreme,Large,5,11.81,59.05,"Cheese, Sauce, Toppings",Non-Veg
1169,2025-04-11,17:51:55,PIZ1169,Pepperoni Feast,Classic,Large,3,17.1,51.3,"Cheese, Sauce, Toppings",Vegetarian
1170,2024-05-26,16:33:14,PIZ1170,Spicy Italian,Supreme,Medium,2,16.25,32.5,"Cheese, Sauce, Toppings",Non-Veg
1171,2025-06-10,19:28:23,PIZ1171,Classic Pepperoni,Classic,Large,4,21.46,85.84,"Cheese, Sauce, Toppings",Vegetarian
1172,2025-03-17,23:04:41,PIZ1172,Classic Pepperoni,Classic,Large,5,17.96,89.8,"Cheese, Sauce, Toppings",Vegetarian
1173,2024-08-24,21:32:51,PIZ1173,Paneer Tikka,Veggie Special,Medium,2,21.47,42.94,"Cheese, Sauce, Toppings",Non-Veg
1174,2025-03-27,10:21:08,PIZ1174,Mushroom & Olive,Vegetarian,Small,3,8.76,26.28,"Cheese, Sauce, Toppings",Non-Veg
1175,2024-03-08,21:29:20,PIZ1175,The Meatlovers,Supreme,Large,3,13.28,39.84,"Cheese, Sauce, Toppings",Vegetarian
1176,2025-06-22,23:02:11,PIZ1176,Four Cheese,Cheese,Small,2,13.58,27.16,"Cheese, Sauce, Toppings",Non-Veg
1177,2024-05-04,10:30:19,PIZ1177,Paneer Tikka,Veggie Special,Medium,5,17.85,89.25,"Cheese, Sauce, Toppings",Vegetarian
1178,2024-08-03,22:54:01,PIZ1178,BBQ Chicken,Chicken,Large,1,22.64,22.64,"Cheese, Sauce, Toppings",Vegetarian
1179,2024-11-09,16:14:28,PIZ1179,Classic Pepperoni,Classic,Large,3,8.53,25.59,"Cheese, Sauce, Toppings",Non-Veg
