order_id,customer_id,order_datetime,zone,category,product_name,sku,order_qty,unit_price,total_amount,delivery_fee,discount,payment_method,estimated_delivery_min,actual_delivery_min,delivery_status,order_source,store_name
745,CUST0745,2025-06-16 18:45:44,Zone-C,Groceries,Either,SKU00745,5,748.12,3740.6,20.95,0.05,Net Banking,24,35,Delivered,Web,Blinkit Store #5
746,CUST0746,2025-06-03 06:03:57,Zone-B,Personal Care,Which,SKU00746,14,404.68,5665.52,12.43,0.23,COD,24,33,Delivered,WhatsApp,Blinkit Store #2
747,CUST0747,2025-02-11 12:33:34,Zone-A,Baby Care,Data,SKU00747,9,30.1,270.9,16.84,0.07,Net Banking,18,36,Cancelled,Web,Blinkit Store #1
748,CUST0748,2025-04-20 01:36:08,Zone-A,Household,Important,SKU00748,5,648.04,3240.2,10.75,0.15,Debit Card,9,9,Delivered,Web,Blinkit Store #5
749,CUST0749,2025-03-11 11:35:05,Zone-A,Household,Image,SKU00749,7,568.39,3978.73,2.69,0.12,Net Banking,25,34,Delivered,App,Blinkit Store #5
750,CUST0750,2025-01-06 06:04:35,Zone-B,Snacks,Simple,SKU00750,14,779.52,10913.28,45.39,0.07,Debit Card,12,12,Delivered,WhatsApp,Blinkit Store #6
751,CUST0751,2025-03-09 02:07:07,Zone-E,Snacks,Decade,SKU00751,10,66.04,660.4,10.89,0.01,Net Banking,28,47,Delayed,App,Blinkit Store #1
752,CUST0752,2025-02-10 10:20:46,Zone-A,Groceries,Door,SKU00752,15,230.52,3457.8,13.1,0.13,Net Banking,13,21,Delivered,App,Blinkit Store #3
753,CUST0753,2025-04-17 03:02:41,Zone-E,Beverages,Notice,SKU00753,12,701.53,8418.36,19.1,0.04,Debit Card,12,28,Delivered,App,Blinkit Store #6
754,CUST0754,2025-03-26 08:56:59,Zone-C,Household,Once,SKU00754,5,43.38,216.9,31.32,0.06,UPI,15,27,Delivered,Web,Blinkit Store #3
755,CUST0755,2025-04-13 07:00:17,Zone-C,Snacks,Loss,SKU00755,5,395.18,1975.9,35.63,0.17,Credit Card,23,27,Delivered,App,Blinkit Store #5
756,CUST0756,2025-03-03 19:20:21,Zone-D,Snacks,Animal,SKU00756,8,277.02,2216.16,47.54,0.03,Debit Card,22,17,Delivered,Web,Blinkit Store #3
757,CUST0757,2025-04-17 13:42:17,Zone-D,Snacks,Arrive,SKU00757,4,611.1,2444.4,9.7,0.12,COD,18,37,Delayed,WhatsApp,Blinkit Store #1
758,CUST0758,2025-02-21 12:00:53,Zone-E,Household,Officer,SKU00758,5,562.17,2810.85,45.98,0.11,COD,30,31,Delivered,WhatsApp,Blinkit Store #1
759,CUST0759,2025-05-15 01:33:30,Zone-B,Beverages,Believe,SKU00759,3,549.23,1647.69,8.34,0.09,UPI,23,18,Delivered,App,Blinkit Store #1
760,CUST0760,2025-06-27 13:51:51,Zone-D,Household,Blue,SKU00760,5,239.18,1195.9,7.94,0.0,Credit Card,18,34,Cancelled,Web,Blinkit Store #1
761,CUST0761,2025-03-12 16:32:58,Zone-D,Baby Care,Police,SKU00761,14,584.52,8183.28,31.1,0.14,Credit Card,17,21,Delivered,Web,Blinkit Store #3
762,CUST0762,2025-05-06 03:54:58,Zone-A,Pet Supplies,After,SKU00762,14,428.37,5997.18,17.44,0.16,COD,8,21,Delivered,App,Blinkit Store #1
763,CUST0763,2025-04-23 14:28:01,Zone-E,Baby Care,Near,SKU00763,6,597.51,3585.06,28.53,0.03,Debit Card,14,21,Delivered,App,Blinkit Store #5
764,CUST0764,2025-05-30 18:32:17,Zone-D,Dairy,Generation,SKU00764,12,122.68,1472.16,44.6,0.13,Net Banking,8,4,Delivered,App,Blinkit Store #6
765,CUST0765,2025-01-30 04:37:06,Zone-D,Beverages,Discuss,SKU00765,5,210.49,1052.45,27.58,0.12,Blinkit Wallet,21,31,Delayed,WhatsApp,Blinkit Store #1
766,CUST0766,2025-05-03 07:43:57,Zone-D,Beverages,Religious,SKU00766,6,740.7,4444.2,31.92,0.06,Blinkit Wallet,28,24,Delivered,App,Blinkit Store #5
767,CUST0767,2025-03-29 09:01:21,Zone-D,Dairy,Use,SKU00767,11,778.0,8558.0,31.3,0.15,UPI,27,44,Delayed,WhatsApp,Blinkit Store #6
768,CUST0768,2025-03-09 21:32:39,Zone-B,Groceries,Computer,SKU00768,3,82.48,247.44,4.62,0.06,Net Banking,5,19,Delivered,WhatsApp,Blinkit Store #6
769,CUST0769,2025-06-20 22:09:38,Zone-A,Pet Supplies,Society,SKU00769,10,718.3,7183.0,10.81,0.12,Credit Card,29,24,Delivered,Web,Blinkit Store #1
770,CUST0770,2025-06-21 02:35:49,Zone-B,Dairy,Treat,SKU00770,11,268.32,2951.52,20.63,0.16,Debit Card,11,23,Delivered,WhatsApp,Blinkit Store #6
771,CUST0771,2025-02-22 23:50:21,Zone-E,Dairy,Happy,SKU00771,7,457.42,3201.94,48.27,0.23,COD,9,28,Delivered,Web,Blinkit Store #1
772,CUST0772,2025-05-13 12:19:45,Zone-D,Household,Other,SKU00772,12,663.32,7959.84,48.19,0.15,Blinkit Wallet,11,30,Delivered,WhatsApp,Blinkit Store #3
773,CUST0773,2025-05-23 11:27:52,Zone-E,Dairy,Open,SKU00773,4,454.72,1818.88,41.24,0.09,COD,12,15,Delivered,Web,Blinkit Store #6
774,CUST0774,2025-05-22 17:36:27,Zone-D,Household,Specific,SKU00774,7,441.21,3088.47,28.67,0.13,Net Banking,28,24,Delivered,WhatsApp,Blinkit Store #2
775,CUST0775,2025-03-14 21:46:01,Zone-E,Baby Care,Increase,SKU00775,4,506.93,2027.72,16.13,0.25,UPI,8,10,Delivered,Web,Blinkit Store #5
776,CUST0776,2025-04-27 19:28:24,Zone-A,Personal Care,Everything,SKU00776,4,15.82,63.28,23.07,0.04,UPI,29,44,Cancelled,App,Blinkit Store #1
777,CUST0777,2025-04-03 12:39:08,Zone-A,Dairy,Condition,SKU00777,7,175.49,1228.43,26.93,0.24,Credit Card,27,42,Delivered,Web,Blinkit Store #4
778,CUST0778,2025-05-23 09:13:02,Zone-C,Personal Care,Store,SKU00778,14,705.18,9872.52,35.74,0.21,Blinkit Wallet,5,13,Delivered,App,Blinkit Store #3
779,CUST0779,2025-03-24 11:00:47,Zone-D,Snacks,Machine,SKU00779,4,385.36,1541.44,47.86,0.13,Blinkit Wallet,19,30,Delivered,WhatsApp,Blinkit Store #5
780,CUST0780,2025-03-19 08:19:31,Zone-D,Snacks,There,SKU00780,15,248.78,3731.7,13.36,0.09,Debit Card,19,35,Delayed,Web,Blinkit Store #4
781,CUST0781,2025-01-15 16:44:52,Zone-B,Dairy,Large,SKU00781,10,431.29,4312.9,16.72,0.23,Credit Card,16,24,Delivered,WhatsApp,Blinkit Store #4
782,CUST0782,2025-02-05 10:17:45,Zone-A,Baby Care,Everything,SKU00782,9,392.41,3531.69,47.03,0.17,Credit Card,18,32,Delivered,App,Blinkit Store #6
783,CUST0783,2025-01-25 00:48:32,Zone-E,Dairy,Season,SKU00783,11,596.97,6566.67,0.38,0.05,COD,27,39,Delivered,Web,Blinkit Store #1
784,CUST0784,2025-01-12 22:58:00,Zone-C,Snacks,Explain,SKU00784,14,54.78,766.92,12.44,0.18,Blinkit Wallet,18,13,Delivered,App,Blinkit Store #3
785,CUST0785,2025-05-01 10:11:55,Zone-B,Groceries,Receive,SKU00785,5,752.08,3760.4,8.83,0.04,COD,7,10,Delivered,Web,Blinkit Store #4
786,CUST0786,2025-06-23 10:35:30,Zone-A,Beverages,Into,SKU00786,14,309.17,4328.38,42.78,0.06,COD,9,9,Delivered,Web,Blinkit Store #4
787,CUST0787,2025-05-26 00:22:54,Zone-D,Dairy,Century,SKU00787,12,97.77,1173.24,38.68,0.09,Debit Card,21,22,Delivered,Web,Blinkit Store #2
788,CUST0788,2025-06-20 23:40:47,Zone-D,Dairy,Still,SKU00788,3,592.97,1778.91,19.86,0.07,COD,8,23,Delivered,Web,Blinkit Store #6
789,CUST0789,2025-01-30 13:49:39,Zone-E,Pet Supplies,Apply,SKU00789,15,665.94,9989.1,37.43,0.07,Debit Card,17,37,Delayed,App,Blinkit Store #1
790,CUST0790,2025-05-31 20:16:30,Zone-B,Personal Care,Positive,SKU00790,5,367.97,1839.85,21.95,0.1,Net Banking,18,14,Delivered,Web,Blinkit Store #1
791,CUST0791,2025-03-22 05:53:13,Zone-A,Personal Care,Want,SKU00791,5,426.01,2130.05,45.92,0.12,Blinkit Wallet,7,26,Delivered,App,Blinkit Store #1
792,CUST0792,2025-01-17 04:46:39,Zone-D,Groceries,Eye,SKU00792,8,81.34,650.72,32.78,0.22,UPI,16,28,Delivered,WhatsApp,Blinkit Store #2
793,CUST0793,2025-06-28 21:42:14,Zone-E,Baby Care,Manage,SKU00793,10,363.24,3632.4,8.3,0.13,UPI,30,29,Delivered,Web,Blinkit Store #3
794,CUST0794,2025-05-31 12:30:03,Zone-A,Personal Care,Else,SKU00794,1,796.75,796.75,23.01,0.09,COD,19,28,Delivered,App,Blinkit Store #2
795,CUST0795,2025-02-08 01:46:51,Zone-A,Snacks,Join,SKU00795,13,335.07,4355.91,18.61,0.09,Net Banking,23,21,Delivered,Web,Blinkit Store #1
796,CUST0796,2025-01-25 15:56:54,Zone-D,Personal Care,Paper,SKU00796,10,307.26,3072.6,12.01,0.13,Net Banking,17,32,Delivered,Web,Blinkit Store #3
797,CUST0797,2025-01-28 15:13:28,Zone-B,Beverages,Exactly,SKU00797,1,514.51,514.51,34.47,0.21,Blinkit Wallet,10,17,Delivered,WhatsApp,Blinkit Store #6
798,CUST0798,2025-02-21 19:43:43,Zone-E,Beverages,Environmental,SKU00798,3,210.16,630.48,45.66,0.15,Credit Card,17,30,Delivered,WhatsApp,Blinkit Store #6
799,CUST0799,2025-06-13 05:11:19,Zone-A,Snacks,Father,SKU00799,2,193.96,387.92,36.77,0.05,COD,11,25,Delivered,Web,Blinkit Store #4
800,CUST0800,2025-05-19 03:30:24,Zone-B,Groceries,Difficult,SKU00800,12,665.23,7982.76,45.99,0.23,COD,13,29,Delivered,WhatsApp,Blinkit Store #3
801,CUST0801,2025-03-04 10:39:18,Zone-D,Pet Supplies,Culture,SKU00801,6,714.2,4285.2,19.19,0.21,Net Banking,9,19,Delivered,Web,Blinkit Store #3
802,CUST0802,2025-03-03 06:24:33,Zone-E,Personal Care,Large,SKU00802,13,412.99,5368.87,10.05,0.13,Credit Card,16,12,Delivered,WhatsApp,Blinkit Store #6
803,CUST0803,2025-03-10 21:43:41,Zone-A,Snacks,Building,SKU00803,10,502.36,5023.6,48.28,0.07,Debit Card,25,43,Delayed,WhatsApp,Blinkit Store #5
804,CUST0804,2025-01-16 00:53:59,Zone-C,Personal Care,Policy,SKU00804,13,243.1,3160.3,11.36,0.16,COD,7,12,Delivered,WhatsApp,Blinkit Store #3
805,CUST0805,2025-05-17 11:56:24,Zone-E,Personal Care,Million,SKU00805,15,796.84,11952.6,3.68,0.17,Blinkit Wallet,21,41,Cancelled,Web,Blinkit Store #3
806,CUST0806,2025-03-11 16:44:24,Zone-E,Snacks,Couple,SKU00806,15,797.27,11959.05,32.97,0.22,Blinkit Wallet,26,39,Cancelled,Web,Blinkit Store #2
807,CUST0807,2025-04-19 19:49:34,Zone-E,Pet Supplies,Study,SKU00807,11,350.66,3857.26,13.12,0.01,Blinkit Wallet,21,37,Cancelled,Web,Blinkit Store #5
808,CUST0808,2025-06-01 12:13:12,Zone-E,Groceries,Any,SKU00808,7,32.39,226.73,18.95,0.17,COD,27,33,Cancelled,App,Blinkit Store #3
809,CUST0809,2025-05-21 17:44:54,Zone-E,Snacks,Control,SKU00809,12,654.51,7854.12,37.04,0.11,Blinkit Wallet,28,40,Delivered,App,Blinkit Store #2
810,CUST0810,2025-03-25 04:05:16,Zone-A,Household,Might,SKU00810,6,755.57,4533.42,28.12,0.04,Net Banking,19,33,Delayed,App,Blinkit Store #4
811,CUST0811,2025-02-03 09:54:09,Zone-B,Dairy,Pattern,SKU00811,12,270.55,3246.6,16.56,0.23,Net Banking,23,41,Cancelled,Web,Blinkit Store #4
812,CUST0812,2025-02-25 11:27:37,Zone-E,Pet Supplies,Somebody,SKU00812,6,98.37,590.22,1.79,0.08,UPI,12,19,Delivered,App,Blinkit Store #4
813,CUST0813,2025-01-08 14:14:48,Zone-C,Pet Supplies,Me,SKU00813,9,352.5,3172.5,1.43,0.03,Credit Card,26,29,Delivered,WhatsApp,Blinkit Store #2
814,CUST0814,2025-05-24 21:45:19,Zone-E,Groceries,Sort,SKU00814,9,261.84,2356.56,19.51,0.12,Blinkit Wallet,20,23,Delivered,App,Blinkit Store #1
815,CUST0815,2025-04-27 16:58:07,Zone-C,Beverages,Happy,SKU00815,15,627.04,9405.6,29.11,0.21,UPI,5,20,Delivered,Web,Blinkit Store #5
816,CUST0816,2025-05-12 16:59:28,Zone-E,Beverages,Contain,SKU00816,10,562.06,5620.6,42.51,0.18,UPI,29,39,Delivered,WhatsApp,Blinkit Store #6
817,CUST0817,2025-01-12 06:14:53,Zone-D,Dairy,Part,SKU00817,12,59.84,718.08,11.12,0.12,Blinkit Wallet,9,26,Delivered,Web,Blinkit Store #4
818,CUST0818,2025-02-10 15:01:18,Zone-B,Pet Supplies,Later,SKU00818,7,383.68,2685.76,40.15,0.22,COD,16,32,Delayed,App,Blinkit Store #5
819,CUST0819,2025-05-16 22:24:28,Zone-D,Baby Care,Technology,SKU00819,14,393.68,5511.52,46.53,0.1,Credit Card,23,28,Delivered,Web,Blinkit Store #1
820,CUST0820,2025-03-14 17:34:16,Zone-E,Personal Care,Bag,SKU00820,8,626.1,5008.8,38.93,0.16,Net Banking,21,40,Delayed,WhatsApp,Blinkit Store #2
821,CUST0821,2025-04-13 07:15:56,Zone-A,Snacks,With,SKU00821,6,128.5,771.0,22.08,0.06,Blinkit Wallet,12,27,Delivered,Web,Blinkit Store #5
822,CUST0822,2025-04-19 22:23:43,Zone-C,Personal Care,Among,SKU00822,1,679.23,679.23,2.07,0.18,Credit Card,11,26,Delivered,Web,Blinkit Store #2
823,CUST0823,2025-05-18 21:55:11,Zone-B,Baby Care,Clearly,SKU00823,5,86.85,434.25,15.18,0.19,Blinkit Wallet,26,41,Delivered,WhatsApp,Blinkit Store #2
824,CUST0824,2025-06-22 19:03:48,Zone-C,Beverages,End,SKU00824,1,612.42,612.42,18.67,0.18,COD,18,19,Delivered,Web,Blinkit Store #6
825,CUST0825,2025-01-09 19:03:53,Zone-E,Household,Increase,SKU00825,4,529.37,2117.48,0.31,0.11,UPI,24,44,Cancelled,Web,Blinkit Store #3
826,CUST0826,2025-01-03 05:56:10,Zone-B,Baby Care,Than,SKU00826,15,773.44,11601.6,8.89,0.12,Net Banking,14,25,Delivered,WhatsApp,Blinkit Store #5
827,CUST0827,2025-04-21 08:13:28,Zone-A,Household,Physical,SKU00827,6,724.1,4344.6,22.68,0.0,Debit Card,28,26,Delivered,WhatsApp,Blinkit Store #4
828,CUST0828,2025-06-22 02:17:42,Zone-E,Baby Care,Feeling,SKU00828,8,390.35,3122.8,16.65,0.13,Blinkit Wallet,29,35,Delivered,WhatsApp,Blinkit Store #1
829,CUST0829,2025-04-04 10:32:54,Zone-C,Snacks,Memory,SKU00829,7,385.99,2701.93,17.83,0.14,Debit Card,10,17,Delivered,App,Blinkit Store #5
830,CUST0830,2025-06-20 14:11:02,Zone-B,Beverages,Then,SKU00830,10,776.01,7760.1,27.06,0.06,UPI,23,40,Delayed,App,Blinkit Store #5
831,CUST0831,2025-02-02 01:22:08,Zone-E,Personal Care,Artist,SKU00831,9,271.63,2444.67,47.97,0.1,Credit Card,12,18,Delivered,WhatsApp,Blinkit Store #5
832,CUST0832,2025-05-08 06:10:21,Zone-C,Snacks,Law,SKU00832,12,243.73,2924.76,40.11,0.2,COD,5,20,Delivered,Web,Blinkit Store #4
833,CUST0833,2025-06-26 16:49:55,Zone-E,Baby Care,Book,SKU00833,10,541.74,5417.4,3.69,0.0,UPI,11,11,Delivered,App,Blinkit Store #5
834,CUST0834,2025-04-08 19:17:20,Zone-D,Baby Care,Provide,SKU00834,2,167.99,335.98,9.06,0.23,Net Banking,8,9,Delivered,WhatsApp,Blinkit Store #1
835,CUST0835,2025-04-10 09:25:11,Zone-A,Baby Care,End,SKU00835,1,144.98,144.98,9.97,0.02,Debit Card,27,31,Cancelled,Web,Blinkit Store #6
836,CUST0836,2025-06-27 18:24:46,Zone-A,Baby Care,Reveal,SKU00836,12,586.45,7037.4,25.25,0.03,Net Banking,14,12,Delivered,Web,Blinkit Store #6
837,CUST0837,2025-01-12 07:50:26,Zone-C,Groceries,Six,SKU00837,5,681.5,3407.5,8.04,0.01,Credit Card,10,14,Delivered,WhatsApp,Blinkit Store #2
838,CUST0838,2025-01-09 23:40:31,Zone-D,Beverages,Congress,SKU00838,13,234.71,3051.23,32.76,0.04,UPI,26,34,Delivered,Web,Blinkit Store #4
839,CUST0839,2025-04-08 03:05:03,Zone-B,Beverages,While,SKU00839,3,739.98,2219.94,27.07,0.01,Blinkit Wallet,10,23,Delivered,App,Blinkit Store #6
840,CUST0840,2025-06-23 13:11:30,Zone-B,Household,Mrs,SKU00840,4,622.17,2488.68,9.89,0.04,Blinkit Wallet,14,17,Delivered,App,Blinkit Store #5
841,CUST0841,2025-01-15 15:15:02,Zone-B,Beverages,Early,SKU00841,2,611.97,1223.94,29.44,0.07,Net Banking,11,23,Delivered,WhatsApp,Blinkit Store #6
842,CUST0842,2025-03-22 09:28:37,Zone-C,Snacks,Difficult,SKU00842,13,439.16,5709.08,42.45,0.11,Credit Card,20,40,Delayed,Web,Blinkit Store #5
843,CUST0843,2025-02-01 17:31:04,Zone-A,Household,Difference,SKU00843,2,100.18,200.36,31.56,0.13,Debit Card,19,23,Delivered,Web,Blinkit Store #1
844,CUST0844,2025-02-24 15:39:42,Zone-B,Beverages,While,SKU00844,13,123.42,1604.46,13.41,0.01,Blinkit Wallet,6,26,Delivered,WhatsApp,Blinkit Store #6
845,CUST0845,2025-04-03 04:26:17,Zone-D,Personal Care,Partner,SKU00845,6,248.62,1491.72,7.59,0.19,Debit Card,19,19,Delivered,WhatsApp,Blinkit Store #3
846,CUST0846,2025-01-12 21:28:06,Zone-D,Groceries,Way,SKU00846,11,457.64,5034.04,44.12,0.1,Credit Card,26,43,Delayed,Web,Blinkit Store #4
847,CUST0847,2025-06-02 13:11:41,Zone-C,Pet Supplies,May,SKU00847,5,275.32,1376.6,38.21,0.16,UPI,26,41,Delivered,App,Blinkit Store #2
848,CUST0848,2025-03-14 03:31:29,Zone-E,Household,Could,SKU00848,5,189.05,945.25,27.49,0.09,Net Banking,19,36,Delayed,App,Blinkit Store #1
849,CUST0849,2025-02-25 08:11:58,Zone-B,Snacks,Wish,SKU00849,7,455.27,3186.89,6.0,0.03,COD,8,11,Delivered,App,Blinkit Store #3
850,CUST0850,2025-01-13 21:50:05,Zone-A,Snacks,Second,SKU00850,14,600.03,8400.42,8.34,0.04,COD,30,50,Cancelled,WhatsApp,Blinkit Store #2
851,CUST0851,2025-03-30 05:37:56,Zone-A,Beverages,Than,SKU00851,13,57.0,741.0,39.27,0.12,Net Banking,8,23,Delivered,App,Blinkit Store #3
852,CUST0852,2025-01-11 13:38:24,Zone-D,Pet Supplies,Debate,SKU00852,1,490.31,490.31,4.63,0.02,COD,12,19,Delivered,App,Blinkit Store #6
853,CUST0853,2025-02-14 10:46:16,Zone-C,Household,Big,SKU00853,11,272.67,2999.37,7.85,0.03,UPI,13,13,Delivered,App,Blinkit Store #4
854,CUST0854,2025-02-26 11:30:49,Zone-D,Snacks,Certainly,SKU00854,8,404.16,3233.28,3.64,0.13,Blinkit Wallet,14,27,Delivered,Web,Blinkit Store #6
855,CUST0855,2025-01-12 05:37:10,Zone-B,Dairy,Institution,SKU00855,2,335.32,670.64,6.98,0.02,COD,25,41,Cancelled,App,Blinkit Store #6
856,CUST0856,2025-06-05 06:46:38,Zone-E,Pet Supplies,Their,SKU00856,5,375.16,1875.8,28.6,0.22,COD,10,14,Delivered,App,Blinkit Store #6
857,CUST0857,2025-03-09 21:25:52,Zone-B,Groceries,Dark,SKU00857,2,691.34,1382.68,41.24,0.06,Debit Card,16,17,Delivered,WhatsApp,Blinkit Store #4
858,CUST0858,2025-03-29 18:25:08,Zone-E,Beverages,Around,SKU00858,1,11.96,11.96,48.17,0.05,UPI,15,16,Delivered,App,Blinkit Store #1
859,CUST0859,2025-06-13 04:09:43,Zone-B,Groceries,Will,SKU00859,1,387.94,387.94,38.04,0.01,Blinkit Wallet,27,25,Delivered,Web,Blinkit Store #5
860,CUST0860,2025-01-14 21:56:53,Zone-D,Household,Know,SKU00860,4,327.59,1310.36,34.0,0.17,COD,9,20,Delivered,Web,Blinkit Store #3
861,CUST0861,2025-05-17 02:09:11,Zone-D,Snacks,Wife,SKU00861,10,301.39,3013.9,36.66,0.17,Credit Card,21,35,Delayed,Web,Blinkit Store #3
862,CUST0862,2025-05-24 05:26:19,Zone-B,Personal Care,Store,SKU00862,14,592.34,8292.76,7.76,0.05,Credit Card,25,36,Delayed,WhatsApp,Blinkit Store #2
863,CUST0863,2025-01-26 13:03:02,Zone-C,Pet Supplies,Husband,SKU00863,1,67.6,67.6,24.99,0.2,Blinkit Wallet,26,23,Delivered,WhatsApp,Blinkit Store #2
864,CUST0864,2025-02-11 10:06:33,Zone-C,Beverages,Experience,SKU00864,10,526.99,5269.9,7.47,0.07,COD,27,27,Delivered,App,Blinkit Store #5
865,CUST0865,2025-02-18 09:54:27,Zone-C,Household,Compare,SKU00865,10,408.78,4087.8,13.01,0.19,Debit Card,13,9,Delivered,App,Blinkit Store #1
866,CUST0866,2025-06-07 20:12:17,Zone-E,Personal Care,Reduce,SKU00866,5,91.09,455.45,25.63,0.21,COD,9,17,Delivered,App,Blinkit Store #4
867,CUST0867,2025-02-05 20:56:54,Zone-E,Household,Organization,SKU00867,11,272.79,3000.69,7.47,0.14,Net Banking,24,40,Cancelled,App,Blinkit Store #1
868,CUST0868,2025-04-16 11:35:54,Zone-E,Snacks,Will,SKU00868,14,320.96,4493.44,30.18,0.02,Net Banking,11,10,Delivered,App,Blinkit Store #1
869,CUST0869,2025-06-03 16:19:52,Zone-D,Household,Response,SKU00869,13,92.39,1201.07,13.06,0.23,Debit Card,27,28,Delivered,Web,Blinkit Store #6
870,CUST0870,2025-01-01 09:07:32,Zone-E,Household,Summer,SKU00870,11,537.63,5913.93,0.53,0.03,Blinkit Wallet,6,12,Delivered,App,Blinkit Store #2
871,CUST0871,2025-05-16 17:44:39,Zone-B,Household,Entire,SKU00871,15,534.5,8017.5,0.02,0.05,Debit Card,24,37,Cancelled,Web,Blinkit Store #4
872,CUST0872,2025-02-22 05:46:54,Zone-B,Snacks,Be,SKU00872,12,352.3,4227.6,15.29,0.19,Net Banking,16,18,Delivered,WhatsApp,Blinkit Store #4
873,CUST0873,2025-01-02 00:37:14,Zone-E,Baby Care,Window,SKU00873,6,531.02,3186.12,27.86,0.18,COD,22,20,Delivered,Web,Blinkit Store #3
874,CUST0874,2025-04-24 18:05:02,Zone-D,Dairy,Their,SKU00874,2,344.51,689.02,22.0,0.08,Blinkit Wallet,15,15,Delivered,Web,Blinkit Store #5
875,CUST0875,2025-03-09 21:06:42,Zone-D,Pet Supplies,Nothing,SKU00875,4,579.93,2319.72,5.06,0.2,UPI,9,19,Delivered,App,Blinkit Store #2
876,CUST0876,2025-04-05 10:26:58,Zone-E,Groceries,New,SKU00876,6,400.19,2401.14,6.72,0.2,Blinkit Wallet,16,15,Delivered,WhatsApp,Blinkit Store #3
877,CUST0877,2025-05-20 23:46:59,Zone-B,Pet Supplies,Author,SKU00877,7,675.52,4728.64,18.76,0.16,Net Banking,26,42,Cancelled,WhatsApp,Blinkit Store #1
878,CUST0878,2025-01-29 13:23:22,Zone-D,Household,Upon,SKU00878,5,744.43,3722.15,39.55,0.24,Blinkit Wallet,10,30,Delivered,App,Blinkit Store #6
879,CUST0879,2025-02-02 02:47:54,Zone-D,Household,During,SKU00879,8,430.95,3447.6,23.19,0.25,Blinkit Wallet,29,24,Delivered,Web,Blinkit Store #2
880,CUST0880,2025-03-27 01:37:17,Zone-D,Pet Supplies,Join,SKU00880,6,329.12,1974.72,23.5,0.0,COD,24,33,Delivered,WhatsApp,Blinkit Store #2
881,CUST0881,2025-06-18 22:30:13,Zone-B,Groceries,Next,SKU00881,14,329.58,4614.12,26.78,0.03,Blinkit Wallet,6,16,Delivered,App,Blinkit Store #1
882,CUST0882,2025-05-23 07:54:34,Zone-A,Pet Supplies,Relate,SKU00882,3,734.63,2203.89,34.55,0.12,UPI,18,24,Delivered,WhatsApp,Blinkit Store #2
883,CUST0883,2025-04-26 08:15:27,Zone-C,Pet Supplies,Value,SKU00883,13,617.9,8032.7,7.47,0.24,Net Banking,9,15,Delivered,App,Blinkit Store #3
884,CUST0884,2025-02-14 19:11:15,Zone-A,Snacks,Mr,SKU00884,6,54.22,325.32,39.97,0.05,Net Banking,12,7,Delivered,Web,Blinkit Store #6
885,CUST0885,2025-04-15 14:25:15,Zone-A,Dairy,Form,SKU00885,3,613.1,1839.3,28.74,0.13,Blinkit Wallet,5,2,Delivered,WhatsApp,Blinkit Store #2
886,CUST0886,2025-02-17 02:36:13,Zone-D,Beverages,Face,SKU00886,1,434.05,434.05,46.16,0.09,COD,5,24,Delivered,WhatsApp,Blinkit Store #2
887,CUST0887,2025-03-06 03:34:39,Zone-A,Groceries,Six,SKU00887,5,762.7,3813.5,13.21,0.05,Debit Card,17,23,Delivered,WhatsApp,Blinkit Store #4
888,CUST0888,2025-01-25 15:50:26,Zone-D,Pet Supplies,Audience,SKU00888,15,597.95,8969.25,38.07,0.01,Debit Card,19,25,Delivered,App,Blinkit Store #6
889,CUST0889,2025-03-17 10:23:57,Zone-B,Personal Care,Change,SKU00889,10,35.63,356.3,20.02,0.2,Blinkit Wallet,27,34,Cancelled,App,Blinkit Store #4
890,CUST0890,2025-05-12 19:01:53,Zone-C,Personal Care,Manage,SKU00890,2,73.45,146.9,20.46,0.16,UPI,13,20,Delivered,Web,Blinkit Store #4
891,CUST0891,2025-03-29 00:11:15,Zone-C,Baby Care,House,SKU00891,13,348.35,4528.55,38.28,0.11,Blinkit Wallet,15,10,Delivered,Web,Blinkit Store #5
892,CUST0892,2025-01-11 11:06:22,Zone-E,Beverages,Resource,SKU00892,6,364.26,2185.56,3.68,0.07,Debit Card,28,35,Delivered,Web,Blinkit Store #5
893,CUST0893,2025-02-05 00:30:23,Zone-C,Snacks,Third,SKU00893,5,192.18,960.9,25.09,0.02,COD,6,8,Delivered,WhatsApp,Blinkit Store #6
894,CUST0894,2025-02-12 02:52:31,Zone-A,Beverages,Imagine,SKU00894,4,320.38,1281.52,46.0,0.17,UPI,25,23,Delivered,Web,Blinkit Store #4
895,CUST0895,2025-03-16 20:41:04,Zone-B,Groceries,Forget,SKU00895,4,129.85,519.4,46.66,0.21,COD,28,28,Delivered,Web,Blinkit Store #1
896,CUST0896,2025-05-12 21:46:26,Zone-B,Household,Least,SKU00896,12,484.16,5809.92,42.01,0.16,Debit Card,16,16,Delivered,WhatsApp,Blinkit Store #4
897,CUST0897,2025-01-25 01:46:38,Zone-E,Beverages,Hair,SKU00897,13,698.65,9082.45,7.01,0.2,UPI,26,43,Delivered,App,Blinkit Store #4
898,CUST0898,2025-06-03 23:16:23,Zone-A,Beverages,Message,SKU00898,8,714.08,5712.64,39.91,0.0,Debit Card,29,44,Delayed,WhatsApp,Blinkit Store #5
899,CUST0899,2025-06-24 08:32:08,Zone-E,Household,People,SKU00899,14,70.35,984.9,1.77,0.22,Blinkit Wallet,5,14,Delivered,App,Blinkit Store #6
