track_id,track_name,artist_name,artist_popularity,album_name,genre,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_number,release_date
338,Track 338,Travis Scott,84,Album 4,Hip-Hop,76,0.547,0.367,0,-4.5,Major,0.062,0.406,0.606,0.049,0.834,190.65,218916,8,2016-11-11
339,Track 339,BTS,89,Album 2,Classical,85,0.595,0.463,10,-18.6,Minor,0.574,0.3,0.262,0.107,0.445,155.13,278192,8,2016-02-08
340,Track 340,Ariana Grande,86,Album 1,Hip-Hop,74,0.495,0.54,1,-16.7,Major,0.111,0.294,0.554,0.082,0.107,144.32,309938,13,2021-07-24
341,Track 341,Bruno Mars,76,Album 8,Electronic,89,0.419,0.156,1,-12.7,Major,0.081,0.525,0.077,0.199,0.663,60.51,292330,9,2017-02-18
342,Track 342,Olivia Rodrigo,81,Album 1,Metal,55,0.866,0.736,7,-8.0,Major,0.573,0.747,0.793,0.035,0.784,86.46,264935,12,2015-10-15
343,Track 343,Beyonce,77,Album 8,Country,81,0.274,0.233,10,-11.4,Major,0.209,0.369,0.688,0.481,0.331,136.17,197644,2,2021-08-31
344,Track 344,Billie Eilish,87,Album 1,Metal,100,0.261,0.953,6,-10.6,Minor,0.178,0.744,0.105,0.151,0.691,71.17,243923,19,2016-08-18
345,Track 345,Billie Eilish,87,Album 7,Rock,57,0.448,0.359,5,-13.9,Major,0.091,0.424,0.572,0.066,0.5,76.88,290558,5,2019-10-29
346,Track 346,Ariana Grande,86,Album 8,Classical,95,0.706,0.89,0,-6.2,Minor,0.237,0.919,0.77,0.404,0.242,174.53,149753,3,2021-02-04
347,Track 347,Doja Cat,80,Album 8,Classical,97,0.267,0.38,2,-10.0,Major,0.113,0.516,0.522,0.463,0.34,199.88,294771,7,2017-06-14
348,Track 348,Billie Eilish,87,Album 4,Metal,97,0.863,0.529,2,-4.9,Minor,0.238,0.365,0.555,0.08,0.116,73.88,141871,6,2019-08-20
349,Track 349,Rihanna,75,Album 1,Reggae,48,0.397,0.275,2,-5.0,Major,0.494,0.031,0.577,0.122,0.151,105.24,318824,16,2019-06-27
350,Track 350,Doja Cat,80,Album 9,Blues,77,0.237,0.236,5,-15.2,Minor,0.378,0.89,0.46,0.228,0.522,100.83,158608,15,2023-01-02
351,Track 351,Ariana Grande,86,Album 8,Country,64,0.701,0.565,2,-16.7,Minor,0.33,0.257,0.75,0.222,0.492,73.96,166890,10,2022-02-24
352,Track 352,Ed Sheeran,88,Album 10,Indie,79,0.487,0.633,11,-6.5,Major,0.5,0.626,0.045,0.176,0.166,195.33,257487,5,2015-11-13
353,Track 353,Ed Sheeran,88,Album 10,Classical,70,0.833,0.735,10,-7.8,Minor,0.226,0.042,0.221,0.153,0.528,155.4,297744,6,2023-05-26
354,Track 354,Dua Lipa,85,Album 3,Jazz,100,0.768,0.356,2,-19.0,Minor,0.595,0.418,0.219,0.482,0.642,166.79,174568,3,2023-08-28
355,Track 355,Drake,92,Album 1,K-Pop,100,0.557,0.968,2,-11.7,Minor,0.098,0.174,0.685,0.494,0.845,160.76,164271,18,2016-12-12
356,Track 356,Beyonce,77,Album 1,Hip-Hop,71,0.83,0.978,6,-12.7,Minor,0.096,0.876,0.588,0.34,0.186,141.64,206628,4,2021-10-30
357,Track 357,Drake,92,Album 5,Indie,100,0.386,0.839,4,-7.8,Minor,0.504,0.474,0.319,0.259,0.235,100.78,331732,10,2019-01-14
358,Track 358,Eminem,78,Album 10,Latin,66,0.348,0.609,1,-3.0,Major,0.494,0.311,0.129,0.402,0.648,135.77,200379,15,2024-12-30
359,Track 359,Ed Sheeran,88,Album 3,Hip-Hop,100,0.372,0.82,0,-3.9,Minor,0.439,0.275,0.344,0.149,0.222,66.55,262292,13,2019-09-10
360,Track 360,Ed Sheeran,88,Album 5,Pop,81,0.312,0.834,1,-10.4,Minor,0.329,0.36,0.537,0.485,0.707,60.23,311231,2,2016-11-21
361,Track 361,Dua Lipa,85,Album 5,Classical,98,0.695,0.148,9,-10.8,Major,0.308,0.414,0.617,0.068,0.603,64.89,324318,13,2015-09-25
362,Track 362,Kendrick Lamar,83,Album 10,Rock,87,0.445,0.381,1,-4.2,Major,0.045,0.783,0.487,0.288,0.631,157.77,217420,4,2023-12-31
363,Track 363,Harry Styles,82,Album 2,Folk,99,0.674,0.624,7,-13.9,Minor,0.219,0.389,0.665,0.21,0.263,191.23,339162,15,2020-11-30
364,Track 364,Drake,92,Album 7,Folk,75,0.36,0.586,5,-3.6,Minor,0.487,0.939,0.351,0.043,0.731,157.65,269100,13,2020-04-09
365,Track 365,Bad Bunny,90,Album 4,Classical,100,0.349,0.545,6,-12.0,Minor,0.416,0.48,0.331,0.141,0.298,190.61,181119,2,2024-09-05
366,Track 366,Harry Styles,82,Album 9,Jazz,96,0.934,0.152,9,-3.4,Major,0.033,0.478,0.001,0.122,0.452,69.31,208347,17,2016-06-30
367,Track 367,Rihanna,75,Album 8,Jazz,75,0.916,0.42,2,-4.8,Major,0.594,0.878,0.268,0.135,0.287,162.71,335482,7,2017-08-25
368,Track 368,BTS,89,Album 2,Electronic,69,0.921,0.467,4,-10.5,Minor,0.199,0.597,0.176,0.388,0.779,137.48,301554,18,2020-01-14
369,Track 369,BTS,89,Album 5,Rock,76,0.593,0.159,6,-11.1,Minor,0.403,0.454,0.318,0.366,0.824,176.2,219329,12,2020-12-27
370,Track 370,Olivia Rodrigo,81,Album 8,Classical,66,0.409,0.325,10,-6.1,Major,0.516,0.599,0.502,0.232,0.673,73.21,159732,1,2017-02-16
371,Track 371,Ed Sheeran,88,Album 1,Metal,62,0.434,0.513,6,-13.6,Minor,0.485,0.803,0.11,0.492,0.296,84.29,263665,2,2015-12-27
372,Track 372,Post Malone,79,Album 7,Reggae,81,0.701,0.523,9,-19.3,Minor,0.122,0.111,0.093,0.062,0.299,115.29,273013,9,2015-06-01
373,Track 373,Adele,74,Album 4,Country,57,0.515,0.535,4,-7.4,Major,0.246,0.107,0.155,0.193,0.416,197.69,250740,10,2017-02-17
374,Track 374,Ariana Grande,86,Album 5,Indie,98,0.426,0.194,2,-14.9,Major,0.388,0.3,0.662,0.155,0.658,125.3,292955,7,2023-07-20
375,Track 375,Doja Cat,80,Album 8,Folk,82,0.466,0.787,5,-9.8,Major,0.231,0.693,0.335,0.429,0.158,168.17,346868,11,2018-02-20
376,Track 376,Dua Lipa,85,Album 3,Electronic,92,0.655,0.732,6,-14.9,Major,0.276,0.028,0.437,0.272,0.833,121.46,266214,9,2024-06-01
377,Track 377,Rihanna,75,Album 6,Metal,76,0.519,0.134,3,-10.8,Minor,0.271,0.214,0.353,0.137,0.395,135.65,246176,1,2015-10-17
378,Track 378,Rihanna,75,Album 6,K-Pop,86,0.394,0.462,1,-14.9,Major,0.151,0.799,0.244,0.105,0.8,142.83,219582,16,2018-03-24
379,Track 379,Adele,74,Album 8,R&B,87,0.704,0.841,6,-5.3,Major,0.225,0.01,0.25,0.359,0.116,168.75,308605,4,2023-06-01
380,Track 380,Dua Lipa,85,Album 3,Electronic,96,0.349,0.124,9,-3.5,Minor,0.305,0.422,0.791,0.246,0.256,104.49,294051,20,2021-05-17
381,Track 381,Post Malone,79,Album 7,Hip-Hop,85,0.48,0.49,2,-9.4,Minor,0.493,0.737,0.231,0.025,0.407,171.99,248980,12,2024-05-08
382,Track 382,Ed Sheeran,88,Album 5,Rock,73,0.591,0.434,3,-19.8,Minor,0.466,0.407,0.661,0.068,0.284,100.85,219119,7,2017-03-07
383,Track 383,Harry Styles,82,Album 2,Pop,63,0.378,0.127,2,-3.2,Minor,0.294,0.207,0.623,0.164,0.337,184.02,183050,19,2024-08-11
384,Track 384,Travis Scott,84,Album 2,Reggae,88,0.491,0.549,5,-19.4,Major,0.588,0.73,0.038,0.472,0.6,117.78,251370,16,2020-02-18
385,Track 385,Ed Sheeran,88,Album 7,Indie,74,0.534,0.205,0,-8.7,Minor,0.147,0.525,0.655,0.264,0.156,159.5,169007,3,2015-01-02
386,Track 386,Dua Lipa,85,Album 2,Reggae,87,0.631,0.307,7,-18.2,Minor,0.456,0.63,0.631,0.047,0.18,113.99,304971,3,2020-08-16
387,Track 387,Harry Styles,82,Album 9,Country,99,0.617,0.683,1,-19.2,Major,0.527,0.223,0.506,0.171,0.792,126.51,204205,2,2023-07-14
388,Track 388,Billie Eilish,87,Album 3,Electronic,95,0.576,0.763,0,-17.5,Major,0.447,0.461,0.061,0.399,0.778,163.03,309494,2,2020-03-18
389,Track 389,Olivia Rodrigo,81,Album 3,Blues,73,0.446,0.283,5,-14.7,Major,0.321,0.584,0.197,0.068,0.467,60.55,185562,5,2021-02-17
390,Track 390,Bruno Mars,76,Album 6,Folk,65,0.873,0.628,10,-19.1,Minor,0.385,0.61,0.448,0.458,0.849,107.99,336967,3,2015-11-08
391,Track 391,Bruno Mars,76,Album 9,Classical,68,0.667,0.874,7,-6.1,Major,0.134,0.509,0.75,0.093,0.302,190.76,248008,12,2022-10-24
392,Track 392,Taylor Swift,95,Album 7,Reggae,95,0.51,0.353,6,-19.3,Major,0.43,0.467,0.34,0.167,0.605,133.14,327345,10,2015-02-26
393,Track 393,Rihanna,75,Album 3,Pop,85,0.7,0.6,9,-19.0,Major,0.164,0.804,0.1,0.318,0.228,128.12,150190,7,2023-09-13
394,Track 394,Ed Sheeran,88,Album 5,R&B,66,0.779,0.394,8,-10.6,Major,0.041,0.21,0.277,0.475,0.65,182.53,292477,7,2019-09-04
395,Track 395,BTS,89,Album 2,Pop,66,0.704,0.611,3,-19.4,Minor,0.369,0.583,0.469,0.094,0.249,61.83,175615,8,2022-07-17
396,Track 396,Beyonce,77,Album 8,Classical,69,0.473,0.435,2,-16.0,Minor,0.22,0.109,0.263,0.437,0.435,136.58,142276,14,2016-10-18
397,Track 397,Ariana Grande,86,Album 4,Folk,99,0.248,0.848,6,-4.2,Minor,0.4,0.503,0.221,0.167,0.546,133.69,253662,17,2024-05-05
398,Track 398,Kendrick Lamar,83,Album 10,Pop,98,0.219,0.687,10,-13.2,Minor,0.389,0.209,0.504,0.131,0.704,96.62,278672,17,2022-07-05
399,Track 399,Bruno Mars,76,Album 5,Metal,49,0.762,0.364,1,-5.5,Minor,0.37,0.496,0.275,0.05,0.273,104.01,140073,20,2018-12-28
400,Track 400,Billie Eilish,87,Album 7,Latin,91,0.401,0.818,10,-19.3,Major,0.469,0.07,0.798,0.19,0.821,91.05,320577,13,2023-07-18
401,Track 401,BTS,89,Album 6,Reggae,75,0.932,0.518,8,-15.8,Minor,0.561,0.621,0.251,0.288,0.28,137.48,344626,16,2021-12-31
402,Track 402,Rihanna,75,Album 4,Indie,46,0.261,0.231,9,-10.4,Minor,0.479,0.349,0.157,0.485,0.423,141.46,249783,11,2016-02-11
403,Track 403,Kendrick Lamar,83,Album 8,Indie,85,0.294,0.138,0,-13.4,Minor,0.04,0.905,0.279,0.336,0.798,119.58,136203,16,2015-11-15
404,Track 404,Billie Eilish,87,Album 7,Jazz,77,0.842,0.387,5,-10.4,Major,0.223,0.702,0.182,0.36,0.511,120.3,154688,13,2015-04-17
405,Track 405,Bad Bunny,90,Album 3,Classical,93,0.713,0.477,8,-8.4,Major,0.256,0.086,0.727,0.037,0.252,126.2,324396,5,2023-09-18
406,Track 406,Billie Eilish,87,Album 4,R&B,100,0.71,0.123,10,-11.9,Minor,0.153,0.05,0.323,0.226,0.749,187.79,254800,16,2015-04-04
407,Track 407,Taylor Swift,95,Album 7,Metal,94,0.418,0.908,2,-6.5,Major,0.594,0.573,0.173,0.024,0.163,119.3,231489,10,2015-12-09
408,Track 408,Taylor Swift,95,Album 3,Pop,71,0.748,0.153,2,-8.9,Minor,0.027,0.617,0.169,0.326,0.216,99.8,355010,1,2023-09-25
409,Track 409,Drake,92,Album 4,Latin,100,0.558,0.386,1,-8.9,Minor,0.588,0.582,0.192,0.212,0.722,192.16,273505,15,2020-09-10
410,Track 410,Drake,92,Album 4,Country,76,0.789,0.274,2,-18.8,Major,0.116,0.165,0.439,0.367,0.228,92.88,242964,12,2016-08-24
411,Track 411,Drake,92,Album 9,Country,73,0.585,0.653,7,-7.6,Minor,0.284,0.351,0.456,0.417,0.464,143.1,202174,16,2024-12-27
412,Track 412,Ed Sheeran,88,Album 6,Metal,100,0.784,0.19,11,-19.4,Minor,0.474,0.882,0.335,0.123,0.306,106.18,197437,6,2015-02-11
413,Track 413,Post Malone,79,Album 5,Latin,54,0.813,0.466,11,-16.5,Minor,0.309,0.917,0.499,0.192,0.107,177.59,249616,11,2024-04-10
414,Track 414,Drake,92,Album 1,Latin,100,0.371,0.439,5,-13.0,Major,0.036,0.067,0.279,0.445,0.784,189.42,351682,5,2021-06-06
415,Track 415,Ed Sheeran,88,Album 10,Reggae,64,0.425,0.629,5,-15.8,Minor,0.094,0.505,0.455,0.176,0.379,193.91,209102,12,2016-10-27
416,Track 416,Dua Lipa,85,Album 1,Hip-Hop,69,0.498,0.666,2,-5.7,Major,0.07,0.879,0.344,0.095,0.266,186.92,204650,16,2023-09-03
417,Track 417,Taylor Swift,95,Album 3,R&B,74,0.467,0.862,4,-16.4,Major,0.034,0.481,0.631,0.163,0.765,199.89,327064,6,2016-07-05
418,Track 418,Dua Lipa,85,Album 7,Jazz,66,0.522,0.264,8,-15.7,Major,0.15,0.097,0.106,0.394,0.878,72.03,219434,6,2024-09-26
419,Track 419,Doja Cat,80,Album 2,Rock,66,0.921,0.876,1,-11.4,Major,0.503,0.693,0.703,0.24,0.789,114.23,289691,6,2024-04-03
420,Track 420,The Weeknd,91,Album 2,Pop,76,0.507,0.937,9,-3.8,Minor,0.211,0.688,0.135,0.209,0.664,182.7,208845,16,2016-09-02
421,Track 421,Dua Lipa,85,Album 6,K-Pop,92,0.625,0.581,6,-12.0,Major,0.575,0.242,0.507,0.228,0.741,166.42,237591,12,2018-01-22
422,Track 422,Beyonce,77,Album 2,Folk,49,0.434,0.785,11,-6.3,Major,0.31,0.701,0.609,0.214,0.881,88.99,330877,1,2016-02-07
423,Track 423,Billie Eilish,87,Album 5,Country,86,0.227,0.959,10,-14.9,Minor,0.146,0.613,0.529,0.299,0.551,62.2,198014,1,2024-11-24
424,Track 424,Dua Lipa,85,Album 4,K-Pop,79,0.266,0.556,0,-13.4,Major,0.107,0.427,0.794,0.187,0.167,175.13,159083,18,2024-11-23
425,Track 425,The Weeknd,91,Album 2,Jazz,64,0.664,0.857,9,-18.6,Major,0.056,0.538,0.179,0.202,0.361,109.12,243751,20,2015-09-23
426,Track 426,Taylor Swift,95,Album 9,Rock,74,0.35,0.351,11,-3.9,Minor,0.09,0.028,0.219,0.206,0.57,93.78,197506,13,2018-01-20
427,Track 427,Doja Cat,80,Album 6,Electronic,86,0.359,0.962,5,-8.7,Minor,0.051,0.062,0.585,0.262,0.529,182.32,322829,18,2024-01-28
428,Track 428,Adele,74,Album 2,Pop,64,0.736,0.362,5,-5.4,Minor,0.454,0.86,0.336,0.472,0.201,147.08,155272,6,2018-09-14
429,Track 429,Olivia Rodrigo,81,Album 2,Folk,86,0.555,0.154,4,-3.4,Major,0.279,0.918,0.3,0.249,0.339,152.61,286915,10,2022-04-16
430,Track 430,The Weeknd,91,Album 6,Jazz,77,0.832,0.511,2,-11.8,Minor,0.14,0.139,0.154,0.467,0.6,140.27,140018,10,2018-08-19
431,Track 431,Rihanna,75,Album 9,Latin,57,0.282,0.734,1,-15.8,Minor,0.286,0.4,0.778,0.068,0.639,177.98,146347,14,2021-06-23
432,Track 432,Adele,74,Album 7,Metal,71,0.812,0.262,11,-13.8,Major,0.531,0.604,0.004,0.464,0.403,199.79,164915,17,2016-03-16
433,Track 433,Kendrick Lamar,83,Album 7,Reggae,74,0.24,0.822,4,-12.2,Major,0.182,0.319,0.632,0.07,0.335,139.52,309544,4,2018-09-04
434,Track 434,Billie Eilish,87,Album 10,Jazz,58,0.502,0.969,5,-7.5,Major,0.102,0.128,0.412,0.296,0.533,136.03,213121,17,2022-03-11
435,Track 435,Ariana Grande,86,Album 6,Electronic,83,0.53,0.386,7,-19.7,Minor,0.388,0.657,0.478,0.033,0.228,194.41,355517,16,2024-10-29
436,Track 436,Rihanna,75,Album 1,Classical,85,0.724,0.587,2,-18.1,Major,0.186,0.862,0.622,0.243,0.565,67.67,135208,18,2023-01-17
437,Track 437,Olivia Rodrigo,81,Album 3,Pop,64,0.405,0.488,9,-13.6,Major,0.301,0.782,0.225,0.025,0.272,164.54,259333,17,2018-09-16
438,Track 438,Eminem,78,Album 6,Hip-Hop,97,0.569,0.274,11,-5.8,Major,0.31,0.563,0.689,0.237,0.307,132.5,255881,7,2020-10-10
439,Track 439,Taylor Swift,95,Album 3,Country,100,0.224,0.876,5,-16.1,Major,0.428,0.119,0.573,0.287,0.308,91.1,240893,16,2024-03-17
440,Track 440,Dua Lipa,85,Album 7,Electronic,81,0.407,0.581,11,-17.3,Major,0.311,0.472,0.595,0.303,0.194,183.78,297377,8,2016-06-16
441,Track 441,Rihanna,75,Album 8,Rock,52,0.887,0.905,5,-5.1,Major,0.119,0.543,0.077,0.137,0.752,165.45,246893,19,2020-11-29
442,Track 442,Taylor Swift,95,Album 1,Hip-Hop,89,0.927,0.334,5,-12.7,Major,0.164,0.376,0.386,0.163,0.224,120.4,216955,4,2023-09-13
443,Track 443,Travis Scott,84,Album 9,Electronic,72,0.297,0.252,3,-13.6,Minor,0.187,0.375,0.641,0.36,0.3,160.44,250930,17,2022-10-21
444,Track 444,Bad Bunny,90,Album 2,R&B,100,0.584,0.895,11,-12.1,Minor,0.46,0.698,0.422,0.062,0.802,165.6,310214,4,2016-11-15
445,Track 445,Ariana Grande,86,Album 9,Hip-Hop,60,0.462,0.754,6,-4.9,Minor,0.429,0.511,0.529,0.232,0.742,172.68,307337,12,2019-03-10
446,Track 446,Harry Styles,82,Album 9,Electronic,63,0.609,0.123,7,-6.6,Minor,0.107,0.885,0.458,0.131,0.789,142.26,345667,20,2021-06-09
447,Track 447,Eminem,78,Album 6,Blues,61,0.515,0.68,7,-15.5,Major,0.031,0.826,0.413,0.033,0.131,63.94,313334,10,2018-02-03
448,Track 448,Kendrick Lamar,83,Album 4,Reggae,56,0.278,0.901,1,-3.6,Minor,0.449,0.531,0.471,0.456,0.628,145.4,138102,4,2017-10-26
449,Track 449,Adele,74,Album 1,Latin,64,0.864,0.239,0,-11.6,Minor,0.403,0.116,0.159,0.076,0.706,152.97,328569,11,2015-03-09
450,Track 450,Post Malone,79,Album 8,Indie,98,0.445,0.384,8,-15.7,Major,0.435,0.387,0.192,0.359,0.537,70.26,198730,19,2019-05-13
451,Track 451,Olivia Rodrigo,81,Album 4,Reggae,63,0.616,0.624,0,-7.6,Minor,0.036,0.614,0.527,0.313,0.746,98.87,224225,5,2018-05-31
452,Track 452,Olivia Rodrigo,81,Album 8,Classical,69,0.383,0.968,5,-12.8,Minor,0.276,0.398,0.63,0.119,0.857,84.05,253934,15,2023-02-23
453,Track 453,Olivia Rodrigo,81,Album 8,Classical,78,0.232,0.607,8,-8.4,Minor,0.453,0.013,0.186,0.27,0.695,141.26,134314,19,2019-01-15
454,Track 454,Dua Lipa,85,Album 1,Folk,61,0.871,0.272,8,-10.7,Major,0.533,0.481,0.308,0.081,0.336,118.72,293482,10,2015-11-24
455,Track 455,The Weeknd,91,Album 1,Indie,71,0.769,0.614,0,-11.4,Major,0.177,0.206,0.428,0.488,0.767,139.45,207580,2,2020-07-30
456,Track 456,Billie Eilish,87,Album 9,Electronic,99,0.809,0.877,2,-19.3,Major,0.117,0.097,0.542,0.365,0.45,84.26,171149,12,2024-06-03
457,Track 457,Eminem,78,Album 8,K-Pop,91,0.929,0.473,9,-15.6,Minor,0.473,0.82,0.299,0.271,0.221,169.23,265446,5,2018-02-03
458,Track 458,Bad Bunny,90,Album 2,Folk,72,0.566,0.844,3,-3.7,Minor,0.323,0.082,0.793,0.369,0.161,182.8,345175,19,2023-08-31
459,Track 459,Travis Scott,84,Album 9,Reggae,91,0.366,0.623,3,-11.6,Minor,0.083,0.873,0.477,0.131,0.637,139.11,170803,10,2022-03-21
460,Track 460,Dua Lipa,85,Album 2,Reggae,87,0.23,0.849,3,-5.5,Major,0.191,0.104,0.69,0.25,0.165,190.24,241980,12,2020-01-28
461,Track 461,Billie Eilish,87,Album 9,Country,58,0.528,0.605,1,-16.9,Minor,0.551,0.392,0.58,0.295,0.846,132.1,225753,6,2024-07-05
462,Track 462,Harry Styles,82,Album 1,Metal,74,0.428,0.922,4,-14.9,Minor,0.032,0.191,0.386,0.348,0.682,66.09,187181,8,2016-09-25
463,Track 463,Olivia Rodrigo,81,Album 3,Classical,74,0.655,0.748,0,-18.9,Minor,0.543,0.679,0.739,0.434,0.4,88.6,186344,14,2022-08-20
464,Track 464,Rihanna,75,Album 9,Metal,90,0.942,0.547,6,-5.1,Major,0.071,0.098,0.512,0.211,0.145,122.4,147755,12,2021-08-15
465,Track 465,Ariana Grande,86,Album 9,Rock,57,0.574,0.2,6,-14.5,Minor,0.209,0.29,0.629,0.326,0.184,70.09,216462,8,2016-04-20
466,Track 466,Bruno Mars,76,Album 5,Hip-Hop,67,0.207,0.126,2,-15.8,Minor,0.485,0.696,0.008,0.252,0.895,152.81,158793,2,2020-12-16
467,Track 467,Doja Cat,80,Album 2,R&B,92,0.36,0.346,10,-16.8,Minor,0.297,0.249,0.637,0.187,0.648,145.13,301049,2,2016-03-07
468,Track 468,Travis Scott,84,Album 8,K-Pop,100,0.601,0.126,5,-3.3,Minor,0.12,0.499,0.562,0.445,0.225,162.31,249026,1,2024-07-11
469,Track 469,Eminem,78,Album 2,Pop,97,0.732,0.591,5,-7.4,Minor,0.199,0.552,0.581,0.424,0.521,196.13,125645,6,2019-10-02
470,Track 470,Beyonce,77,Album 5,Indie,55,0.521,0.548,6,-8.5,Minor,0.268,0.561,0.63,0.122,0.242,193.52,135924,18,2023-07-03
471,Track 471,Bruno Mars,76,Album 3,Hip-Hop,72,0.869,0.864,0,-15.5,Major,0.206,0.431,0.642,0.387,0.205,196.89,268393,20,2024-02-04
472,Track 472,Kendrick Lamar,83,Album 9,Rock,61,0.636,0.581,2,-4.1,Major,0.379,0.047,0.259,0.401,0.559,80.44,271835,10,2023-12-21
473,Track 473,Bruno Mars,76,Album 7,Rock,53,0.268,0.428,2,-16.3,Major,0.461,0.252,0.421,0.183,0.492,173.18,177252,11,2023-11-26
474,Track 474,Travis Scott,84,Album 8,Electronic,100,0.31,0.79,9,-5.8,Major,0.487,0.101,0.682,0.309,0.236,176.38,246673,15,2020-10-04
475,Track 475,Drake,92,Album 4,Hip-Hop,93,0.858,0.857,4,-16.9,Minor,0.59,0.292,0.299,0.093,0.582,87.43,254899,11,2015-11-17
476,Track 476,Eminem,78,Album 10,Metal,74,0.612,0.172,5,-9.3,Major,0.6,0.69,0.074,0.111,0.805,113.92,253308,7,2023-08-08
477,Track 477,Ed Sheeran,88,Album 9,Metal,90,0.426,0.52,1,-3.4,Major,0.074,0.716,0.303,0.35,0.33,163.78,172799,17,2020-02-15
478,Track 478,Bad Bunny,90,Album 1,Electronic,100,0.626,0.584,1,-7.5,Minor,0.379,0.161,0.406,0.323,0.861,122.71,319987,1,2015-03-01
479,Track 479,Doja Cat,80,Album 9,Pop,76,0.253,0.553,8,-13.4,Major,0.098,0.184,0.176,0.227,0.684,167.25,142062,8,2017-02-25
480,Track 480,Eminem,78,Album 6,Rock,92,0.783,0.435,5,-6.0,Major,0.353,0.429,0.536,0.211,0.489,180.19,313566,20,2021-05-21
481,Track 481,Post Malone,79,Album 9,Blues,85,0.575,0.87,8,-17.5,Minor,0.276,0.907,0.727,0.482,0.367,125.88,347418,4,2022-04-27
482,Track 482,BTS,89,Album 9,Folk,100,0.78,0.542,0,-6.2,Minor,0.463,0.873,0.382,0.06,0.354,176.48,290508,1,2017-11-14
483,Track 483,Taylor Swift,95,Album 3,R&B,98,0.522,0.976,6,-20.0,Major,0.259,0.471,0.123,0.429,0.102,139.13,257095,8,2020-06-27
484,Track 484,Doja Cat,80,Album 2,R&B,83,0.548,0.62,5,-17.0,Major,0.338,0.461,0.41,0.295,0.393,148.77,349933,1,2021-09-24
485,Track 485,BTS,89,Album 6,Jazz,100,0.707,0.255,3,-11.1,Minor,0.559,0.456,0.522,0.163,0.113,162.63,330638,16,2017-07-23
486,Track 486,Dua Lipa,85,Album 3,Classical,59,0.327,0.56,6,-11.8,Major,0.11,0.422,0.502,0.074,0.618,81.38,205036,15,2017-09-18
487,Track 487,Doja Cat,80,Album 3,Metal,97,0.855,0.821,5,-6.3,Major,0.03,0.367,0.165,0.404,0.636,107.03,300836,12,2021-05-27
488,Track 488,Post Malone,79,Album 5,Pop,81,0.791,0.381,4,-4.8,Major,0.102,0.807,0.226,0.233,0.696,178.12,157772,12,2024-10-14
489,Track 489,Ariana Grande,86,Album 5,Electronic,71,0.269,0.705,9,-9.7,Major,0.306,0.381,0.277,0.494,0.507,114.42,284131,10,2017-09-25
490,Track 490,Kendrick Lamar,83,Album 7,Hip-Hop,80,0.607,0.388,9,-9.7,Minor,0.542,0.196,0.316,0.201,0.821,78.88,313233,5,2022-11-03
491,Track 491,Bruno Mars,76,Album 6,Electronic,96,0.418,0.876,8,-10.2,Major,0.536,0.759,0.648,0.159,0.146,83.3,206764,8,2023-08-23
492,Track 492,Bad Bunny,90,Album 4,R&B,74,0.883,0.383,4,-3.9,Minor,0.269,0.778,0.454,0.219,0.634,136.51,220987,1,2023-01-14
493,Track 493,Doja Cat,80,Album 8,Folk,98,0.861,0.643,4,-4.4,Major,0.502,0.124,0.194,0.292,0.306,158.42,170295,14,2016-01-22
494,Track 494,Bruno Mars,76,Album 5,Hip-Hop,56,0.305,0.227,1,-16.9,Minor,0.13,0.674,0.017,0.221,0.365,61.53,184411,5,2017-07-18
495,Track 495,Drake,92,Album 10,R&B,83,0.417,0.947,5,-5.1,Major,0.274,0.545,0.335,0.396,0.522,91.85,326510,1,2021-03-10
496,Track 496,Harry Styles,82,Album 9,Indie,87,0.631,0.823,9,-12.5,Minor,0.165,0.124,0.133,0.079,0.181,78.08,153310,9,2019-09-10
497,Track 497,Adele,74,Album 8,Reggae,54,0.677,0.534,7,-3.0,Minor,0.108,0.026,0.444,0.05,0.878,97.94,287489,12,2022-03-22
498,Track 498,Dua Lipa,85,Album 2,Classical,88,0.421,0.863,3,-13.1,Major,0.231,0.441,0.242,0.48,0.598,122.29,265017,16,2020-08-06
499,Track 499,Bad Bunny,90,Album 10,Reggae,79,0.262,0.949,0,-17.0,Major,0.337,0.761,0.079,0.269,0.204,130.46,352381,20,2024-07-24
500,Track 500,Bruno Mars,76,Album 1,Classical,68,0.777,0.376,7,-15.6,Major,0.076,0.41,0.126,0.322,0.188,120.09,250017,14,2020-06-17
501,Track 501,Harry Styles,82,Album 7,Jazz,86,0.87,0.637,1,-6.1,Minor,0.237,0.519,0.581,0.193,0.448,148.46,336157,1,2020-10-22
502,Track 502,The Weeknd,91,Album 3,Indie,90,0.569,0.786,7,-3.6,Major,0.204,0.808,0.623,0.431,0.64,105.13,160569,13,2021-09-03
503,Track 503,Dua Lipa,85,Album 1,Pop,71,0.608,0.758,4,-8.4,Major,0.098,0.25,0.32,0.419,0.661,154.5,257440,1,2015-01-21
504,Track 504,Kendrick Lamar,83,Album 2,Pop,73,0.814,0.161,4,-10.7,Major,0.123,0.237,0.015,0.364,0.734,160.79,255971,16,2022-04-13
505,Track 505,Taylor Swift,95,Album 10,Country,96,0.567,0.838,2,-3.9,Minor,0.406,0.524,0.72,0.052,0.813,108.67,291461,17,2022-07-28
